Stored fact information:
LecturerCandidate(ID0) => Min Interval: 31, Max Interval: 40
LecturerCandidate(ID4339) => Min Interval: 21, Max Interval: 21
LecturerCandidate(ID4340) => Min Interval: 34, Max Interval: 49
LecturerCandidate(ID4341) => Min Interval: 24, Max Interval: 38
LecturerCandidate(ID4342) => Min Interval: 14, Max Interval: 47
LecturerCandidate(ID4343) => Min Interval: 8, Max Interval: 46
LecturerCandidate(ID4344) => Min Interval: 15, Max Interval: 48
LecturerCandidate(ID4346) => Min Interval: 27, Max Interval: 49
LecturerCandidate(ID4347) => Min Interval: 9, Max Interval: 50
LecturerCandidate(ID4349) => Min Interval: 16, Max Interval: 24
LecturerCandidate(ID4353) => Min Interval: 14, Max Interval: 44
LecturerCandidate(ID4358) => Min Interval: 15, Max Interval: 50
LecturerCandidate(ID4360) => Min Interval: 5, Max Interval: 44
LecturerCandidate(ID4364) => Min Interval: 12, Max Interval: 32
LecturerCandidate(ID4366) => Min Interval: 9, Max Interval: 37
LecturerCandidate(ID4370) => Min Interval: 24, Max Interval: 48
LecturerCandidate(ID4375) => Min Interval: 14, Max Interval: 31
LecturerCandidate(ID4377) => Min Interval: 10, Max Interval: 47
LecturerCandidate(ID4378) => Min Interval: 15, Max Interval: 45
LecturerCandidate(ID4380) => Min Interval: 9, Max Interval: 19
LecturerCandidate(ID4381) => Min Interval: 9, Max Interval: 37
LecturerCandidate(ID4383) => Min Interval: 39, Max Interval: 39
LecturerCandidate(ID4385) => Min Interval: 21, Max Interval: 38
LecturerCandidate(ID4386) => Min Interval: 4, Max Interval: 47
LecturerCandidate(ID4389) => Min Interval: 1, Max Interval: 35
LecturerCandidate(ID4391) => Min Interval: 10, Max Interval: 45
LecturerCandidate(ID4392) => Min Interval: 5, Max Interval: 24
LecturerCandidate(ID4397) => Min Interval: 33, Max Interval: 38
LecturerCandidate(ID4400) => Min Interval: 21, Max Interval: 24
LecturerCandidate(ID4401) => Min Interval: 23, Max Interval: 43
LecturerCandidate(ID4406) => Min Interval: 22, Max Interval: 38
LecturerCandidate(ID4408) => Min Interval: 16, Max Interval: 48
LecturerCandidate(ID4409) => Min Interval: 21, Max Interval: 49
LecturerCandidate(ID4410) => Min Interval: 26, Max Interval: 46
LecturerCandidate(ID4412) => Min Interval: 10, Max Interval: 39
LecturerCandidate(ID4413) => Min Interval: 11, Max Interval: 42
LecturerCandidate(ID4414) => Min Interval: 4, Max Interval: 47
LecturerCandidate(ID4421) => Min Interval: 48, Max Interval: 48
LecturerCandidate(ID4423) => Min Interval: 20, Max Interval: 43
LecturerCandidate(ID4424) => Min Interval: 17, Max Interval: 45
LecturerCandidate(ID4428) => Min Interval: 4, Max Interval: 43
LecturerCandidate(ID4429) => Min Interval: 13, Max Interval: 39
LecturerCandidate(ID4433) => Min Interval: 17, Max Interval: 46
LecturerCandidate(ID4436) => Min Interval: 28, Max Interval: 43
LecturerCandidate(ID4440) => Min Interval: 31, Max Interval: 33
LecturerCandidate(ID4441) => Min Interval: 7, Max Interval: 50
LecturerCandidate(ID4443) => Min Interval: 12, Max Interval: 33
LecturerCandidate(ID4445) => Min Interval: 9, Max Interval: 48
LecturerCandidate(ID4448) => Min Interval: 32, Max Interval: 40
LecturerCandidate(ID4449) => Min Interval: 5, Max Interval: 49
LecturerCandidate(ID4451) => Min Interval: 11, Max Interval: 28
LecturerCandidate(ID4452) => Min Interval: 41, Max Interval: 43
LecturerCandidate(ID4453) => Min Interval: 20, Max Interval: 41
LecturerCandidate(ID4455) => Min Interval: 11, Max Interval: 45
LecturerCandidate(ID4457) => Min Interval: 28, Max Interval: 49
LecturerCandidate(ID4459) => Min Interval: 42, Max Interval: 42
LecturerCandidate(ID4462) => Min Interval: 22, Max Interval: 50
LecturerCandidate(ID4463) => Min Interval: 13, Max Interval: 37
LecturerCandidate(ID4466) => Min Interval: 31, Max Interval: 34
LecturerCandidate(ID4468) => Min Interval: 10, Max Interval: 17
LecturerCandidate(ID4469) => Min Interval: 5, Max Interval: 22
LecturerCandidate(ID4472) => Min Interval: 24, Max Interval: 46
LecturerCandidate(ID4474) => Min Interval: 10, Max Interval: 34
LecturerCandidate(ID4475) => Min Interval: 14, Max Interval: 36
LecturerCandidate(ID4483) => Min Interval: 10, Max Interval: 35
LecturerCandidate(ID4484) => Min Interval: 10, Max Interval: 20
LecturerCandidate(ID4486) => Min Interval: 23, Max Interval: 33
LecturerCandidate(ID4487) => Min Interval: 30, Max Interval: 48
LecturerCandidate(ID4489) => Min Interval: 11, Max Interval: 16
LecturerCandidate(ID4490) => Min Interval: 12, Max Interval: 34
LecturerCandidate(ID4491) => Min Interval: 15, Max Interval: 39
LecturerCandidate(ID4493) => Min Interval: 9, Max Interval: 47
LecturerCandidate(ID4496) => Min Interval: 23, Max Interval: 50
LecturerCandidate(ID4500) => Min Interval: 21, Max Interval: 30
LecturerCandidate(ID4504) => Min Interval: 39, Max Interval: 39
LecturerCandidate(ID4505) => Min Interval: 5, Max Interval: 48
LecturerCandidate(ID4511) => Min Interval: 12, Max Interval: 41
LecturerCandidate(ID4513) => Min Interval: 15, Max Interval: 49
LecturerCandidate(ID4515) => Min Interval: 10, Max Interval: 44
LecturerCandidate(ID4516) => Min Interval: 15, Max Interval: 50
LecturerCandidate(ID4517) => Min Interval: 30, Max Interval: 50
LecturerCandidate(ID4521) => Min Interval: 4, Max Interval: 48
LecturerCandidate(ID4522) => Min Interval: 8, Max Interval: 48
LecturerCandidate(ID4523) => Min Interval: 9, Max Interval: 25
LecturerCandidate(ID4526) => Min Interval: 16, Max Interval: 38
LecturerCandidate(ID4527) => Min Interval: 17, Max Interval: 44
LecturerCandidate(ID4528) => Min Interval: 14, Max Interval: 38
LecturerCandidate(ID4529) => Min Interval: 10, Max Interval: 52
LecturerCandidate(ID4531) => Min Interval: 26, Max Interval: 48
LecturerCandidate(ID4533) => Min Interval: 9, Max Interval: 42
LecturerCandidate(ID4534) => Min Interval: 26, Max Interval: 47
LecturerCandidate(ID4541) => Min Interval: 10, Max Interval: 46
LecturerCandidate(ID4542) => Min Interval: 22, Max Interval: 39
LecturerCandidate(ID4546) => Min Interval: 15, Max Interval: 24
LecturerCandidate(ID4547) => Min Interval: 34, Max Interval: 35
LecturerCandidate(ID4551) => Min Interval: 15, Max Interval: 41
LecturerCandidate(ID4553) => Min Interval: 9, Max Interval: 34
LecturerCandidate(ID4554) => Min Interval: 37, Max Interval: 49
LecturerCandidate(ID4560) => Min Interval: 10, Max Interval: 44
LecturerCandidate(ID4562) => Min Interval: 9, Max Interval: 42
LecturerCandidate(ID4563) => Min Interval: 24, Max Interval: 44
LecturerCandidate(ID4565) => Min Interval: 30, Max Interval: 43
LecturerCandidate(ID4567) => Min Interval: 39, Max Interval: 40
LecturerCandidate(ID4569) => Min Interval: 11, Max Interval: 49
LecturerCandidate(ID4571) => Min Interval: 18, Max Interval: 50
LecturerCandidate(ID4572) => Min Interval: 24, Max Interval: 36
LecturerCandidate(ID4573) => Min Interval: 43, Max Interval: 49
LecturerCandidate(ID4576) => Min Interval: 22, Max Interval: 50
LecturerCandidate(ID4577) => Min Interval: 19, Max Interval: 42
LecturerCandidate(ID4579) => Min Interval: 26, Max Interval: 26
LecturerCandidate(ID4583) => Min Interval: 13, Max Interval: 37
LecturerCandidate(ID4584) => Min Interval: 35, Max Interval: 40
LecturerCandidate(ID4585) => Min Interval: 11, Max Interval: 25
LecturerCandidate(ID4586) => Min Interval: 15, Max Interval: 46
LecturerCandidate(ID4587) => Min Interval: 13, Max Interval: 49
LecturerCandidate(ID4588) => Min Interval: 2, Max Interval: 43
LecturerCandidate(ID4591) => Min Interval: 19, Max Interval: 31
LecturerCandidate(ID4595) => Min Interval: 46, Max Interval: 49
LecturerCandidate(ID4596) => Min Interval: 30, Max Interval: 39
LecturerCandidate(ID4597) => Min Interval: 37, Max Interval: 47
LecturerCandidate(ID4600) => Min Interval: 17, Max Interval: 40
LecturerCandidate(ID4605) => Min Interval: 30, Max Interval: 49
LecturerCandidate(ID4609) => Min Interval: 13, Max Interval: 50
LecturerCandidate(ID4611) => Min Interval: 25, Max Interval: 39
LecturerCandidate(ID4615) => Min Interval: 21, Max Interval: 42
LecturerCandidate(ID4618) => Min Interval: 21, Max Interval: 46
LecturerCandidate(ID4622) => Min Interval: 29, Max Interval: 41
LecturerCandidate(ID4624) => Min Interval: 9, Max Interval: 20
LecturerCandidate(ID4626) => Min Interval: 15, Max Interval: 43
LecturerCandidate(ID4628) => Min Interval: 32, Max Interval: 43
LecturerCandidate(ID4629) => Min Interval: 14, Max Interval: 29
LecturerCandidate(ID4631) => Min Interval: 16, Max Interval: 48
LecturerCandidate(ID4632) => Min Interval: 9, Max Interval: 44
LecturerCandidate(ID4635) => Min Interval: 12, Max Interval: 46
LecturerCandidate(ID4638) => Min Interval: 40, Max Interval: 47
LecturerCandidate(ID4639) => Min Interval: 26, Max Interval: 31
LecturerCandidate(ID4641) => Min Interval: 12, Max Interval: 43
LecturerCandidate(ID4642) => Min Interval: 12, Max Interval: 50
LecturerCandidate(ID4643) => Min Interval: 17, Max Interval: 42
LecturerCandidate(ID4650) => Min Interval: 22, Max Interval: 50
LecturerCandidate(ID4652) => Min Interval: 27, Max Interval: 49
LecturerCandidate(ID4658) => Min Interval: 35, Max Interval: 52
LecturerCandidate(ID4663) => Min Interval: 12, Max Interval: 39
LecturerCandidate(ID4664) => Min Interval: 33, Max Interval: 35
LecturerCandidate(ID4668) => Min Interval: 9, Max Interval: 41
LecturerCandidate(ID4670) => Min Interval: 19, Max Interval: 51
LecturerCandidate(ID4671) => Min Interval: 11, Max Interval: 37
LecturerCandidate(ID4677) => Min Interval: 10, Max Interval: 49
LecturerCandidate(ID4682) => Min Interval: 15, Max Interval: 52
LecturerCandidate(ID4685) => Min Interval: 15, Max Interval: 24
LecturerCandidate(ID4686) => Min Interval: 30, Max Interval: 48
LecturerCandidate(ID4688) => Min Interval: 16, Max Interval: 47
LecturerCandidate(ID4693) => Min Interval: 12, Max Interval: 19
LecturerCandidate(ID4700) => Min Interval: 10, Max Interval: 37
LecturerCandidate(ID4701) => Min Interval: 9, Max Interval: 45
LecturerCandidate(ID4702) => Min Interval: 26, Max Interval: 40
LecturerCandidate(ID4707) => Min Interval: 11, Max Interval: 36
LecturerCandidate(ID4713) => Min Interval: 18, Max Interval: 31
LecturerCandidate(ID4719) => Min Interval: 13, Max Interval: 38
LecturerCandidate(ID4720) => Min Interval: 9, Max Interval: 34
LecturerCandidate(ID4729) => Min Interval: 17, Max Interval: 33
LecturerCandidate(ID4731) => Min Interval: 13, Max Interval: 31
LecturerCandidate(ID4743) => Min Interval: 21, Max Interval: 32
LecturerCandidate(ID4745) => Min Interval: 12, Max Interval: 42
LecturerCandidate(ID4747) => Min Interval: 10, Max Interval: 49
LecturerCandidate(ID4750) => Min Interval: 22, Max Interval: 30
LecturerCandidate(ID4751) => Min Interval: 10, Max Interval: 41
LecturerCandidate(ID4758) => Min Interval: 25, Max Interval: 41
LecturerCandidate(ID4762) => Min Interval: 10, Max Interval: 37
LecturerCandidate(ID4764) => Min Interval: 15, Max Interval: 50
LecturerCandidate(ID4768) => Min Interval: 30, Max Interval: 42
LecturerCandidate(ID4773) => Min Interval: 29, Max Interval: 47
LecturerCandidate(ID4778) => Min Interval: 31, Max Interval: 31
LecturerCandidate(ID4781) => Min Interval: 10, Max Interval: 38
LecturerCandidate(ID4782) => Min Interval: 17, Max Interval: 44
LecturerCandidate(ID4783) => Min Interval: 24, Max Interval: 37
LecturerCandidate(ID4787) => Min Interval: 12, Max Interval: 38
LecturerCandidate(ID4788) => Min Interval: 41, Max Interval: 50
LecturerCandidate(ID4789) => Min Interval: 11, Max Interval: 38
LecturerCandidate(ID4795) => Min Interval: 11, Max Interval: 47
LecturerCandidate(ID4806) => Min Interval: 19, Max Interval: 49
LecturerCandidate(ID4809) => Min Interval: 1, Max Interval: 45
LecturerCandidate(ID4821) => Min Interval: 25, Max Interval: 41
LecturerCandidate(ID4842) => Min Interval: 21, Max Interval: 44
LecturerCandidate(ID4886) => Min Interval: 10, Max Interval: 42
LecturerCandidate(ID4892) => Min Interval: 10, Max Interval: 32
LecturerCandidate(ID4895) => Min Interval: 11, Max Interval: 44
LecturerCandidate(ID4897) => Min Interval: 20, Max Interval: 40
LecturerCandidate(ID4902) => Min Interval: 19, Max Interval: 45
LecturerCandidate(ID4904) => Min Interval: 6, Max Interval: 41
LecturerCandidate(ID4907) => Min Interval: 4, Max Interval: 48
LecturerCandidate(ID4909) => Min Interval: 10, Max Interval: 48
LecturerCandidate(ID4910) => Min Interval: 9, Max Interval: 11
LecturerCandidate(ID4913) => Min Interval: 13, Max Interval: 38
LecturerCandidate(ID4915) => Min Interval: 11, Max Interval: 27
LecturerCandidate(ID4917) => Min Interval: 4, Max Interval: 49
LecturerCandidate(ID4918) => Min Interval: 21, Max Interval: 42
LecturerCandidate(ID4920) => Min Interval: 13, Max Interval: 37
LecturerCandidate(ID4921) => Min Interval: 36, Max Interval: 43
LecturerCandidate(ID4923) => Min Interval: 22, Max Interval: 32
LecturerCandidate(ID4925) => Min Interval: 18, Max Interval: 37
LecturerCandidate(ID4931) => Min Interval: 44, Max Interval: 44
LecturerCandidate(ID4933) => Min Interval: 22, Max Interval: 47
LecturerCandidate(ID4935) => Min Interval: 26, Max Interval: 45
LecturerCandidate(ID4937) => Min Interval: 29, Max Interval: 43
LecturerCandidate(ID4939) => Min Interval: 13, Max Interval: 46
LecturerCandidate(ID4940) => Min Interval: 10, Max Interval: 34
LecturerCandidate(ID4943) => Min Interval: 6, Max Interval: 51
LecturerCandidate(ID4946) => Min Interval: 20, Max Interval: 41
LecturerCandidate(ID4947) => Min Interval: 33, Max Interval: 39
LecturerCandidate(ID4954) => Min Interval: 30, Max Interval: 50
LecturerCandidate(ID4956) => Min Interval: 12, Max Interval: 42
LecturerCandidate(ID4958) => Min Interval: 29, Max Interval: 49
LecturerCandidate(ID4960) => Min Interval: 24, Max Interval: 37
LecturerCandidate(ID4962) => Min Interval: 24, Max Interval: 44
LecturerCandidate(ID4966) => Min Interval: 16, Max Interval: 47
LecturerCandidate(ID4968) => Min Interval: 15, Max Interval: 34
LecturerCandidate(ID4969) => Min Interval: 9, Max Interval: 23
LecturerCandidate(ID4971) => Min Interval: 11, Max Interval: 43
LecturerCandidate(ID4974) => Min Interval: 14, Max Interval: 42
LecturerCandidate(ID4977) => Min Interval: 23, Max Interval: 28
LecturerCandidate(ID4979) => Min Interval: 12, Max Interval: 39
LecturerCandidate(ID4981) => Min Interval: 22, Max Interval: 48
LecturerCandidate(ID4983) => Min Interval: 8, Max Interval: 38
LecturerCandidate(ID4985) => Min Interval: 27, Max Interval: 29
LecturerCandidate(ID4990) => Min Interval: 5, Max Interval: 42
LecturerCandidate(ID4991) => Min Interval: 15, Max Interval: 25
LecturerCandidate(ID4993) => Min Interval: 9, Max Interval: 46
LecturerCandidate(ID4994) => Min Interval: 4, Max Interval: 47
LecturerCandidate(ID4995) => Min Interval: 5, Max Interval: 50
LecturerCandidate(ID4997) => Min Interval: 14, Max Interval: 50
LecturerCandidate(ID5001) => Min Interval: 21, Max Interval: 45
LecturerCandidate(ID5003) => Min Interval: 23, Max Interval: 43
LecturerCandidate(ID5004) => Min Interval: 3, Max Interval: 50
LecturerCandidate(ID5006) => Min Interval: 16, Max Interval: 32
LecturerCandidate(ID5010) => Min Interval: 11, Max Interval: 40
LecturerCandidate(ID5013) => Min Interval: 6, Max Interval: 48
LecturerCandidate(ID5015) => Min Interval: 38, Max Interval: 41
LecturerCandidate(ID5019) => Min Interval: 10, Max Interval: 43
LecturerCandidate(ID5022) => Min Interval: 14, Max Interval: 49
LecturerCandidate(ID5023) => Min Interval: 15, Max Interval: 40
LecturerCandidate(ID5025) => Min Interval: 10, Max Interval: 43
LecturerCandidate(ID5027) => Min Interval: 22, Max Interval: 45
LecturerCandidate(ID5029) => Min Interval: 18, Max Interval: 49
LecturerCandidate(ID5031) => Min Interval: 18, Max Interval: 44
LecturerCandidate(ID5035) => Min Interval: 12, Max Interval: 41
LecturerCandidate(ID5036) => Min Interval: 10, Max Interval: 47
LecturerCandidate(ID5038) => Min Interval: 21, Max Interval: 46
LecturerCandidate(ID5041) => Min Interval: 11, Max Interval: 26
LecturerCandidate(ID5042) => Min Interval: 17, Max Interval: 21
LecturerCandidate(ID5045) => Min Interval: 43, Max Interval: 46
LecturerCandidate(ID5047) => Min Interval: 17, Max Interval: 47
LecturerCandidate(ID5048) => Min Interval: 23, Max Interval: 40
LecturerCandidate(ID5051) => Min Interval: 13, Max Interval: 37
LecturerCandidate(ID5052) => Min Interval: 22, Max Interval: 40
LecturerCandidate(ID5053) => Min Interval: 33, Max Interval: 45
LecturerCandidate(ID5054) => Min Interval: 32, Max Interval: 48
LecturerCandidate(ID5055) => Min Interval: 20, Max Interval: 38
LecturerCandidate(ID5058) => Min Interval: 47, Max Interval: 49
LecturerCandidate(ID5060) => Min Interval: 37, Max Interval: 43
LecturerCandidate(ID5063) => Min Interval: 11, Max Interval: 39
LecturerCandidate(ID5064) => Min Interval: 24, Max Interval: 43
LecturerCandidate(ID5067) => Min Interval: 44, Max Interval: 49
LecturerCandidate(ID5068) => Min Interval: 19, Max Interval: 43
LecturerCandidate(ID5070) => Min Interval: 4, Max Interval: 43
LecturerCandidate(ID5072) => Min Interval: 33, Max Interval: 37
LecturerCandidate(ID5073) => Min Interval: 22, Max Interval: 50
LecturerCandidate(ID5074) => Min Interval: 15, Max Interval: 43
LecturerCandidate(ID5075) => Min Interval: 23, Max Interval: 50
LecturerCandidate(ID5079) => Min Interval: 2, Max Interval: 47
LecturerCandidate(ID5080) => Min Interval: 22, Max Interval: 31
LecturerCandidate(ID5081) => Min Interval: 23, Max Interval: 38
LecturerCandidate(ID5083) => Min Interval: 11, Max Interval: 45
LecturerCandidate(ID5087) => Min Interval: 48, Max Interval: 49
LecturerCandidate(ID5089) => Min Interval: 19, Max Interval: 44
LecturerCandidate(ID5090) => Min Interval: 9, Max Interval: 49
LecturerCandidate(ID5091) => Min Interval: 12, Max Interval: 37
LecturerCandidate(ID5092) => Min Interval: 25, Max Interval: 32
LecturerCandidate(ID5093) => Min Interval: 39, Max Interval: 46
LecturerCandidate(ID5094) => Min Interval: 39, Max Interval: 49
LecturerCandidate(ID5097) => Min Interval: 15, Max Interval: 38
LecturerCandidate(ID5098) => Min Interval: 22, Max Interval: 26
LecturerCandidate(ID5103) => Min Interval: 2, Max Interval: 36
LecturerCandidate(ID5108) => Min Interval: 9, Max Interval: 43
