Stored fact information:
Student(ID0) => Min Interval: 3, Max Interval: 44
Student(ID4457) => Min Interval: 7, Max Interval: 49
Student(ID4459) => Min Interval: 8, Max Interval: 49
Student(ID4462) => Min Interval: 7, Max Interval: 50
Student(ID4463) => Min Interval: 4, Max Interval: 38
Student(ID4466) => Min Interval: 11, Max Interval: 50
Student(ID4468) => Min Interval: 1, Max Interval: 42
Student(ID4469) => Min Interval: 3, Max Interval: 39
Student(ID4472) => Min Interval: 15, Max Interval: 47
Student(ID4474) => Min Interval: 1, Max Interval: 42
Student(ID4475) => Min Interval: 5, Max Interval: 49
Student(ID4483) => Min Interval: 1, Max Interval: 41
Student(ID4484) => Min Interval: 1, Max Interval: 33
Student(ID4486) => Min Interval: 3, Max Interval: 40
Student(ID4487) => Min Interval: 3, Max Interval: 46
Student(ID4489) => Min Interval: 2, Max Interval: 25
Student(ID4490) => Min Interval: 3, Max Interval: 48
Student(ID4491) => Min Interval: 6, Max Interval: 45
Student(ID4493) => Min Interval: 12, Max Interval: 45
Student(ID4494) => Min Interval: 2, Max Interval: 49
Student(ID4496) => Min Interval: 7, Max Interval: 50
Student(ID4500) => Min Interval: 10, Max Interval: 32
Student(ID4504) => Min Interval: 1, Max Interval: 40
Student(ID4505) => Min Interval: 4, Max Interval: 39
Student(ID4509) => Min Interval: 11, Max Interval: 36
Student(ID4511) => Min Interval: 3, Max Interval: 42
Student(ID4513) => Min Interval: 5, Max Interval: 49
Student(ID4515) => Min Interval: 1, Max Interval: 44
Student(ID4516) => Min Interval: 2, Max Interval: 45
Student(ID4517) => Min Interval: 20, Max Interval: 50
Student(ID4521) => Min Interval: 5, Max Interval: 34
Student(ID4522) => Min Interval: 8, Max Interval: 42
Student(ID4523) => Min Interval: 0, Max Interval: 34
Student(ID4526) => Min Interval: 3, Max Interval: 44
Student(ID4527) => Min Interval: 2, Max Interval: 44
Student(ID4528) => Min Interval: 5, Max Interval: 44
Student(ID4529) => Min Interval: 6, Max Interval: 45
Student(ID4531) => Min Interval: 7, Max Interval: 48
Student(ID4533) => Min Interval: 0, Max Interval: 43
Student(ID4534) => Min Interval: 4, Max Interval: 47
Student(ID4541) => Min Interval: 1, Max Interval: 46
Student(ID4542) => Min Interval: 13, Max Interval: 40
Student(ID4546) => Min Interval: 2, Max Interval: 39
Student(ID4547) => Min Interval: 4, Max Interval: 46
Student(ID4551) => Min Interval: 7, Max Interval: 42
Student(ID4553) => Min Interval: 0, Max Interval: 40
Student(ID4554) => Min Interval: 1, Max Interval: 49
Student(ID4560) => Min Interval: 1, Max Interval: 45
Student(ID4562) => Min Interval: 0, Max Interval: 42
Student(ID4563) => Min Interval: 7, Max Interval: 47
Student(ID4565) => Min Interval: 6, Max Interval: 43
Student(ID4567) => Min Interval: 12, Max Interval: 42
Student(ID4569) => Min Interval: 2, Max Interval: 50
Student(ID4571) => Min Interval: 5, Max Interval: 14
Student(ID4572) => Min Interval: 7, Max Interval: 41
Student(ID4573) => Min Interval: 4, Max Interval: 49
Student(ID4576) => Min Interval: 12, Max Interval: 50
Student(ID4577) => Min Interval: 6, Max Interval: 49
Student(ID4579) => Min Interval: 3, Max Interval: 42
Student(ID4583) => Min Interval: 4, Max Interval: 43
Student(ID4584) => Min Interval: 7, Max Interval: 45
Student(ID4585) => Min Interval: 2, Max Interval: 42
Student(ID4586) => Min Interval: 5, Max Interval: 47
Student(ID4587) => Min Interval: 2, Max Interval: 49
Student(ID4588) => Min Interval: 40, Max Interval: 49
Student(ID4591) => Min Interval: 10, Max Interval: 49
Student(ID4595) => Min Interval: 14, Max Interval: 49
Student(ID4596) => Min Interval: 18, Max Interval: 41
Student(ID4597) => Min Interval: 2, Max Interval: 48
Student(ID4600) => Min Interval: 8, Max Interval: 43
Student(ID4605) => Min Interval: 4, Max Interval: 49
Student(ID4609) => Min Interval: 4, Max Interval: 50
Student(ID4611) => Min Interval: 5, Max Interval: 45
Student(ID4615) => Min Interval: 2, Max Interval: 42
Student(ID4618) => Min Interval: 6, Max Interval: 47
Student(ID4622) => Min Interval: 4, Max Interval: 48
Student(ID4624) => Min Interval: 0, Max Interval: 32
Student(ID4626) => Min Interval: 6, Max Interval: 48
Student(ID4628) => Min Interval: 17, Max Interval: 44
Student(ID4629) => Min Interval: 5, Max Interval: 38
Student(ID4631) => Min Interval: 7, Max Interval: 48
Student(ID4632) => Min Interval: 0, Max Interval: 45
Student(ID4635) => Min Interval: 1, Max Interval: 46
Student(ID4636) => Min Interval: 3, Max Interval: 36
Student(ID4638) => Min Interval: 1, Max Interval: 47
Student(ID4639) => Min Interval: 5, Max Interval: 48
Student(ID4641) => Min Interval: 3, Max Interval: 44
Student(ID4642) => Min Interval: 3, Max Interval: 50
Student(ID4643) => Min Interval: 8, Max Interval: 44
Student(ID4650) => Min Interval: 5, Max Interval: 50
Student(ID4652) => Min Interval: 13, Max Interval: 49
Student(ID4658) => Min Interval: 3, Max Interval: 25
Student(ID4663) => Min Interval: 3, Max Interval: 40
Student(ID4664) => Min Interval: 7, Max Interval: 45
Student(ID4668) => Min Interval: 0, Max Interval: 45
Student(ID4669) => Min Interval: 3, Max Interval: 44
Student(ID4670) => Min Interval: 17, Max Interval: 39
Student(ID4671) => Min Interval: 2, Max Interval: 38
Student(ID4677) => Min Interval: 1, Max Interval: 49
Student(ID4682) => Min Interval: 16, Max Interval: 17
Student(ID4685) => Min Interval: 6, Max Interval: 50
Student(ID4686) => Min Interval: 9, Max Interval: 48
Student(ID4688) => Min Interval: 7, Max Interval: 47
Student(ID4691) => Min Interval: 0, Max Interval: 25
Student(ID4693) => Min Interval: 3, Max Interval: 48
Student(ID4700) => Min Interval: 1, Max Interval: 38
Student(ID4701) => Min Interval: 39, Max Interval: 48
Student(ID4702) => Min Interval: 16, Max Interval: 47
Student(ID4707) => Min Interval: 2, Max Interval: 38
Student(ID4713) => Min Interval: 3, Max Interval: 42
Student(ID4719) => Min Interval: 4, Max Interval: 38
Student(ID4720) => Min Interval: 0, Max Interval: 45
Student(ID4729) => Min Interval: 6, Max Interval: 38
Student(ID4731) => Min Interval: 4, Max Interval: 34
Student(ID4743) => Min Interval: 12, Max Interval: 46
Student(ID4745) => Min Interval: 3, Max Interval: 43
Student(ID4747) => Min Interval: 1, Max Interval: 49
Student(ID4750) => Min Interval: 5, Max Interval: 46
Student(ID4751) => Min Interval: 1, Max Interval: 42
Student(ID4758) => Min Interval: 14, Max Interval: 47
Student(ID4762) => Min Interval: 1, Max Interval: 40
Student(ID4764) => Min Interval: 6, Max Interval: 50
Student(ID4768) => Min Interval: 2, Max Interval: 43
Student(ID4773) => Min Interval: 6, Max Interval: 47
Student(ID4778) => Min Interval: 19, Max Interval: 39
Student(ID4781) => Min Interval: 1, Max Interval: 39
Student(ID4782) => Min Interval: 8, Max Interval: 45
Student(ID4783) => Min Interval: 6, Max Interval: 41
Student(ID4787) => Min Interval: 3, Max Interval: 41
Student(ID4788) => Min Interval: 3, Max Interval: 50
Student(ID4789) => Min Interval: 2, Max Interval: 39
Student(ID4795) => Min Interval: 2, Max Interval: 47
Student(ID4806) => Min Interval: 5, Max Interval: 49
Student(ID4809) => Min Interval: 7, Max Interval: 31
Student(ID4821) => Min Interval: 3, Max Interval: 42
Student(ID4842) => Min Interval: 3, Max Interval: 44
Student(ID4886) => Min Interval: 1, Max Interval: 42
Student(ID4892) => Min Interval: 1, Max Interval: 38
Student(ID4895) => Min Interval: 17, Max Interval: 46
Student(ID4897) => Min Interval: 6, Max Interval: 47
Student(ID4902) => Min Interval: 9, Max Interval: 45
Student(ID4904) => Min Interval: 11, Max Interval: 41
Student(ID4907) => Min Interval: 2, Max Interval: 43
Student(ID4909) => Min Interval: 21, Max Interval: 42
Student(ID4910) => Min Interval: 0, Max Interval: 43
Student(ID4912) => Min Interval: 4, Max Interval: 46
Student(ID4913) => Min Interval: 4, Max Interval: 50
Student(ID4915) => Min Interval: 2, Max Interval: 48
Student(ID4917) => Min Interval: 19, Max Interval: 45
Student(ID4918) => Min Interval: 11, Max Interval: 48
Student(ID4920) => Min Interval: 4, Max Interval: 39
Student(ID4921) => Min Interval: 8, Max Interval: 43
Student(ID4923) => Min Interval: 7, Max Interval: 44
Student(ID4925) => Min Interval: 8, Max Interval: 39
Student(ID4931) => Min Interval: 3, Max Interval: 44
Student(ID4933) => Min Interval: 8, Max Interval: 48
Student(ID4935) => Min Interval: 5, Max Interval: 45
Student(ID4937) => Min Interval: 12, Max Interval: 36
Student(ID4939) => Min Interval: 4, Max Interval: 46
Student(ID4940) => Min Interval: 1, Max Interval: 37
Student(ID4943) => Min Interval: 9, Max Interval: 48
Student(ID4946) => Min Interval: 9, Max Interval: 46
Student(ID4947) => Min Interval: 3, Max Interval: 40
Student(ID4948) => Min Interval: 24, Max Interval: 42
Student(ID4954) => Min Interval: 4, Max Interval: 50
Student(ID4956) => Min Interval: 3, Max Interval: 44
Student(ID4958) => Min Interval: 2, Max Interval: 49
Student(ID4960) => Min Interval: 6, Max Interval: 47
Student(ID4962) => Min Interval: 5, Max Interval: 44
Student(ID4966) => Min Interval: 7, Max Interval: 47
Student(ID4968) => Min Interval: 6, Max Interval: 38
Student(ID4969) => Min Interval: 0, Max Interval: 36
Student(ID4971) => Min Interval: 2, Max Interval: 48
Student(ID4974) => Min Interval: 5, Max Interval: 42
Student(ID4977) => Min Interval: 3, Max Interval: 47
Student(ID4979) => Min Interval: 2, Max Interval: 40
Student(ID4981) => Min Interval: 13, Max Interval: 48
Student(ID4983) => Min Interval: 18, Max Interval: 45
Student(ID4985) => Min Interval: 6, Max Interval: 49
Student(ID4990) => Min Interval: 6, Max Interval: 47
Student(ID4991) => Min Interval: 6, Max Interval: 37
Student(ID4993) => Min Interval: 1, Max Interval: 47
Student(ID4994) => Min Interval: 7, Max Interval: 32
Student(ID4995) => Min Interval: 3, Max Interval: 45
Student(ID4997) => Min Interval: 5, Max Interval: 50
Student(ID5001) => Min Interval: 12, Max Interval: 45
Student(ID5003) => Min Interval: 5, Max Interval: 34
Student(ID5004) => Min Interval: 5, Max Interval: 46
Student(ID5006) => Min Interval: 6, Max Interval: 47
Student(ID5010) => Min Interval: 15, Max Interval: 40
Student(ID5011) => Min Interval: 3, Max Interval: 41
Student(ID5013) => Min Interval: 6, Max Interval: 40
Student(ID5015) => Min Interval: 9, Max Interval: 47
Student(ID5019) => Min Interval: 1, Max Interval: 47
Student(ID5021) => Min Interval: 10, Max Interval: 37
Student(ID5022) => Min Interval: 5, Max Interval: 49
Student(ID5023) => Min Interval: 6, Max Interval: 41
Student(ID5025) => Min Interval: 5, Max Interval: 45
Student(ID5027) => Min Interval: 13, Max Interval: 45
Student(ID5029) => Min Interval: 1, Max Interval: 49
Student(ID5031) => Min Interval: 8, Max Interval: 44
Student(ID5035) => Min Interval: 8, Max Interval: 38
Student(ID5036) => Min Interval: 1, Max Interval: 47
Student(ID5038) => Min Interval: 8, Max Interval: 46
Student(ID5041) => Min Interval: 16, Max Interval: 35
Student(ID5042) => Min Interval: 8, Max Interval: 47
Student(ID5045) => Min Interval: 5, Max Interval: 46
Student(ID5047) => Min Interval: 8, Max Interval: 47
Student(ID5048) => Min Interval: 14, Max Interval: 41
Student(ID5051) => Min Interval: 4, Max Interval: 40
Student(ID5052) => Min Interval: 10, Max Interval: 46
Student(ID5053) => Min Interval: 18, Max Interval: 46
Student(ID5054) => Min Interval: 14, Max Interval: 48
Student(ID5055) => Min Interval: 1, Max Interval: 45
Student(ID5058) => Min Interval: 4, Max Interval: 49
Student(ID5060) => Min Interval: 2, Max Interval: 48
Student(ID5063) => Min Interval: 2, Max Interval: 39
Student(ID5064) => Min Interval: 15, Max Interval: 48
Student(ID5067) => Min Interval: 25, Max Interval: 49
Student(ID5068) => Min Interval: 8, Max Interval: 45
Student(ID5070) => Min Interval: 9, Max Interval: 43
Student(ID5072) => Min Interval: 21, Max Interval: 37
Student(ID5073) => Min Interval: 1, Max Interval: 42
Student(ID5074) => Min Interval: 4, Max Interval: 44
Student(ID5075) => Min Interval: 1, Max Interval: 44
Student(ID5079) => Min Interval: 5, Max Interval: 45
Student(ID5080) => Min Interval: 11, Max Interval: 46
Student(ID5081) => Min Interval: 13, Max Interval: 23
Student(ID5083) => Min Interval: 1, Max Interval: 46
Student(ID5087) => Min Interval: 13, Max Interval: 49
Student(ID5089) => Min Interval: 10, Max Interval: 46
Student(ID5090) => Min Interval: 0, Max Interval: 49
Student(ID5091) => Min Interval: 3, Max Interval: 44
Student(ID5092) => Min Interval: 16, Max Interval: 40
Student(ID5093) => Min Interval: 23, Max Interval: 46
Student(ID5094) => Min Interval: 3, Max Interval: 49
Student(ID5097) => Min Interval: 14, Max Interval: 44
Student(ID5098) => Min Interval: 7, Max Interval: 31
Student(ID5103) => Min Interval: 9, Max Interval: 46
Student(ID5105) => Min Interval: 7, Max Interval: 45
Student(ID5108) => Min Interval: 30, Max Interval: 38
Student(ID5111) => Min Interval: 0, Max Interval: 48
Student(ID5112) => Min Interval: 2, Max Interval: 47
Student(ID5113) => Min Interval: 4, Max Interval: 40
Student(ID5116) => Min Interval: 2, Max Interval: 43
Student(ID5119) => Min Interval: 4, Max Interval: 48
Student(ID5121) => Min Interval: 3, Max Interval: 44
Student(ID5122) => Min Interval: 8, Max Interval: 45
Student(ID5123) => Min Interval: 4, Max Interval: 49
Student(ID5125) => Min Interval: 3, Max Interval: 34
Student(ID5126) => Min Interval: 5, Max Interval: 47
Student(ID5128) => Min Interval: 1, Max Interval: 50
Student(ID5129) => Min Interval: 5, Max Interval: 48
Student(ID5130) => Min Interval: 6, Max Interval: 43
Student(ID5131) => Min Interval: 5, Max Interval: 43
Student(ID5132) => Min Interval: 1, Max Interval: 48
Student(ID5134) => Min Interval: 7, Max Interval: 45
Student(ID5137) => Min Interval: 4, Max Interval: 40
Student(ID5139) => Min Interval: 3, Max Interval: 49
Student(ID5140) => Min Interval: 9, Max Interval: 42
Student(ID5143) => Min Interval: 5, Max Interval: 48
Student(ID5145) => Min Interval: 5, Max Interval: 42
Student(ID5147) => Min Interval: 2, Max Interval: 46
Student(ID5148) => Min Interval: 8, Max Interval: 39
Student(ID5150) => Min Interval: 6, Max Interval: 48
Student(ID5151) => Min Interval: 4, Max Interval: 49
Student(ID5153) => Min Interval: 3, Max Interval: 50
Student(ID5154) => Min Interval: 0, Max Interval: 48
Student(ID5155) => Min Interval: 3, Max Interval: 33
Student(ID5156) => Min Interval: 4, Max Interval: 37
Student(ID5157) => Min Interval: 1, Max Interval: 47
Student(ID5158) => Min Interval: 6, Max Interval: 48
Student(ID5163) => Min Interval: 7, Max Interval: 41
Student(ID5165) => Min Interval: 8, Max Interval: 44
Student(ID5167) => Min Interval: 4, Max Interval: 45
Student(ID5169) => Min Interval: 3, Max Interval: 48
Student(ID5171) => Min Interval: 8, Max Interval: 40
Student(ID5173) => Min Interval: 24, Max Interval: 48
Student(ID5174) => Min Interval: 1, Max Interval: 48
Student(ID5180) => Min Interval: 8, Max Interval: 36
Student(ID5182) => Min Interval: 1, Max Interval: 49
Student(ID5184) => Min Interval: 9, Max Interval: 46
Student(ID5187) => Min Interval: 21, Max Interval: 40
Student(ID5188) => Min Interval: 11, Max Interval: 48
Student(ID5189) => Min Interval: 3, Max Interval: 48
Student(ID5191) => Min Interval: 0, Max Interval: 47
Student(ID5195) => Min Interval: 5, Max Interval: 42
Student(ID5200) => Min Interval: 4, Max Interval: 50
Student(ID5201) => Min Interval: 0, Max Interval: 50
Student(ID5203) => Min Interval: 1, Max Interval: 31
Student(ID5204) => Min Interval: 12, Max Interval: 44
Student(ID5205) => Min Interval: 1, Max Interval: 43
Student(ID5209) => Min Interval: 21, Max Interval: 38
Student(ID5211) => Min Interval: 3, Max Interval: 46
Student(ID5212) => Min Interval: 4, Max Interval: 48
Student(ID5213) => Min Interval: 6, Max Interval: 36
Student(ID5214) => Min Interval: 2, Max Interval: 49
Student(ID5216) => Min Interval: 2, Max Interval: 41
Student(ID5217) => Min Interval: 5, Max Interval: 26
Student(ID5219) => Min Interval: 13, Max Interval: 32
Student(ID5220) => Min Interval: 19, Max Interval: 44
Student(ID5221) => Min Interval: 0, Max Interval: 34
Student(ID5223) => Min Interval: 6, Max Interval: 47
Student(ID5225) => Min Interval: 0, Max Interval: 47
Student(ID5227) => Min Interval: 1, Max Interval: 40
Student(ID5229) => Min Interval: 6, Max Interval: 40
Student(ID5230) => Min Interval: 4, Max Interval: 49
Student(ID5233) => Min Interval: 1, Max Interval: 44
Student(ID5235) => Min Interval: 9, Max Interval: 49
Student(ID5236) => Min Interval: 6, Max Interval: 50
Student(ID5238) => Min Interval: 16, Max Interval: 45
Student(ID5239) => Min Interval: 13, Max Interval: 43
Student(ID5240) => Min Interval: 8, Max Interval: 45
Student(ID5242) => Min Interval: 6, Max Interval: 48
Student(ID5247) => Min Interval: 15, Max Interval: 48
Student(ID5250) => Min Interval: 10, Max Interval: 45
Student(ID5252) => Min Interval: 11, Max Interval: 47
Student(ID5256) => Min Interval: 2, Max Interval: 37
Student(ID5259) => Min Interval: 1, Max Interval: 39
Student(ID5263) => Min Interval: 0, Max Interval: 41
Student(ID5266) => Min Interval: 3, Max Interval: 49
Student(ID5269) => Min Interval: 13, Max Interval: 37
Student(ID5271) => Min Interval: 5, Max Interval: 50
Student(ID5272) => Min Interval: 6, Max Interval: 46
Student(ID5273) => Min Interval: 5, Max Interval: 28
Student(ID5274) => Min Interval: 0, Max Interval: 50
Student(ID5277) => Min Interval: 6, Max Interval: 45
Student(ID5278) => Min Interval: 3, Max Interval: 39
Student(ID5279) => Min Interval: 11, Max Interval: 44
Student(ID5280) => Min Interval: 2, Max Interval: 46
