Stored fact information:
AssociateProfessor(ID0) => Min Interval: 37, Max Interval: 41
AssociateProfessor(ID4457) => Min Interval: 34, Max Interval: 50
AssociateProfessor(ID4462) => Min Interval: 28, Max Interval: 51
AssociateProfessor(ID4463) => Min Interval: 19, Max Interval: 38
AssociateProfessor(ID4468) => Min Interval: 16, Max Interval: 18
AssociateProfessor(ID4472) => Min Interval: 30, Max Interval: 47
AssociateProfessor(ID4474) => Min Interval: 16, Max Interval: 35
AssociateProfessor(ID4475) => Min Interval: 20, Max Interval: 37
AssociateProfessor(ID4479) => Min Interval: 9, Max Interval: 51
AssociateProfessor(ID4483) => Min Interval: 16, Max Interval: 36
AssociateProfessor(ID4484) => Min Interval: 16, Max Interval: 21
AssociateProfessor(ID4486) => Min Interval: 29, Max Interval: 34
AssociateProfessor(ID4487) => Min Interval: 35, Max Interval: 46
AssociateProfessor(ID4490) => Min Interval: 18, Max Interval: 35
AssociateProfessor(ID4491) => Min Interval: 21, Max Interval: 40
AssociateProfessor(ID4493) => Min Interval: 14, Max Interval: 52
AssociateProfessor(ID4496) => Min Interval: 29, Max Interval: 51
AssociateProfessor(ID4500) => Min Interval: 27, Max Interval: 31
AssociateProfessor(ID4505) => Min Interval: 11, Max Interval: 49
AssociateProfessor(ID4511) => Min Interval: 18, Max Interval: 42
AssociateProfessor(ID4515) => Min Interval: 34, Max Interval: 45
AssociateProfessor(ID4516) => Min Interval: 21, Max Interval: 51
AssociateProfessor(ID4517) => Min Interval: 36, Max Interval: 51
AssociateProfessor(ID4521) => Min Interval: 10, Max Interval: 49
AssociateProfessor(ID4522) => Min Interval: 13, Max Interval: 53
AssociateProfessor(ID4523) => Min Interval: 15, Max Interval: 26
AssociateProfessor(ID4526) => Min Interval: 22, Max Interval: 39
AssociateProfessor(ID4527) => Min Interval: 23, Max Interval: 45
AssociateProfessor(ID4528) => Min Interval: 20, Max Interval: 39
AssociateProfessor(ID4529) => Min Interval: 16, Max Interval: 53
AssociateProfessor(ID4531) => Min Interval: 32, Max Interval: 49
AssociateProfessor(ID4533) => Min Interval: 15, Max Interval: 43
AssociateProfessor(ID4541) => Min Interval: 16, Max Interval: 47
AssociateProfessor(ID4542) => Min Interval: 28, Max Interval: 40
AssociateProfessor(ID4546) => Min Interval: 21, Max Interval: 25
AssociateProfessor(ID4551) => Min Interval: 20, Max Interval: 42
AssociateProfessor(ID4553) => Min Interval: 15, Max Interval: 35
AssociateProfessor(ID4554) => Min Interval: 43, Max Interval: 50
AssociateProfessor(ID4560) => Min Interval: 16, Max Interval: 45
AssociateProfessor(ID4562) => Min Interval: 15, Max Interval: 43
AssociateProfessor(ID4563) => Min Interval: 30, Max Interval: 45
AssociateProfessor(ID4565) => Min Interval: 36, Max Interval: 44
AssociateProfessor(ID4569) => Min Interval: 17, Max Interval: 50
AssociateProfessor(ID4571) => Min Interval: 24, Max Interval: 51
AssociateProfessor(ID4572) => Min Interval: 30, Max Interval: 37
AssociateProfessor(ID4573) => Min Interval: 49, Max Interval: 50
AssociateProfessor(ID4576) => Min Interval: 40, Max Interval: 51
AssociateProfessor(ID4577) => Min Interval: 25, Max Interval: 43
AssociateProfessor(ID4583) => Min Interval: 19, Max Interval: 38
AssociateProfessor(ID4585) => Min Interval: 17, Max Interval: 26
AssociateProfessor(ID4586) => Min Interval: 21, Max Interval: 47
AssociateProfessor(ID4587) => Min Interval: 19, Max Interval: 50
AssociateProfessor(ID4588) => Min Interval: 8, Max Interval: 48
AssociateProfessor(ID4591) => Min Interval: 25, Max Interval: 32
AssociateProfessor(ID4596) => Min Interval: 36, Max Interval: 40
AssociateProfessor(ID4597) => Min Interval: 43, Max Interval: 48
AssociateProfessor(ID4600) => Min Interval: 23, Max Interval: 41
AssociateProfessor(ID4605) => Min Interval: 36, Max Interval: 50
AssociateProfessor(ID4609) => Min Interval: 19, Max Interval: 51
AssociateProfessor(ID4611) => Min Interval: 31, Max Interval: 40
AssociateProfessor(ID4615) => Min Interval: 27, Max Interval: 43
AssociateProfessor(ID4618) => Min Interval: 27, Max Interval: 47
AssociateProfessor(ID4622) => Min Interval: 35, Max Interval: 42
AssociateProfessor(ID4624) => Min Interval: 15, Max Interval: 21
AssociateProfessor(ID4626) => Min Interval: 21, Max Interval: 44
AssociateProfessor(ID4628) => Min Interval: 38, Max Interval: 44
AssociateProfessor(ID4629) => Min Interval: 20, Max Interval: 30
AssociateProfessor(ID4631) => Min Interval: 22, Max Interval: 49
AssociateProfessor(ID4632) => Min Interval: 15, Max Interval: 45
AssociateProfessor(ID4635) => Min Interval: 18, Max Interval: 47
AssociateProfessor(ID4638) => Min Interval: 46, Max Interval: 48
AssociateProfessor(ID4641) => Min Interval: 33, Max Interval: 44
AssociateProfessor(ID4642) => Min Interval: 18, Max Interval: 51
AssociateProfessor(ID4643) => Min Interval: 39, Max Interval: 43
AssociateProfessor(ID4650) => Min Interval: 28, Max Interval: 51
AssociateProfessor(ID4652) => Min Interval: 48, Max Interval: 50
AssociateProfessor(ID4658) => Min Interval: 40, Max Interval: 52
AssociateProfessor(ID4663) => Min Interval: 18, Max Interval: 40
AssociateProfessor(ID4668) => Min Interval: 15, Max Interval: 42
AssociateProfessor(ID4670) => Min Interval: 24, Max Interval: 52
AssociateProfessor(ID4671) => Min Interval: 17, Max Interval: 38
AssociateProfessor(ID4677) => Min Interval: 16, Max Interval: 50
AssociateProfessor(ID4682) => Min Interval: 21, Max Interval: 53
AssociateProfessor(ID4685) => Min Interval: 21, Max Interval: 25
AssociateProfessor(ID4686) => Min Interval: 36, Max Interval: 49
AssociateProfessor(ID4688) => Min Interval: 22, Max Interval: 48
AssociateProfessor(ID4693) => Min Interval: 18, Max Interval: 20
AssociateProfessor(ID4700) => Min Interval: 16, Max Interval: 38
AssociateProfessor(ID4701) => Min Interval: 15, Max Interval: 50
AssociateProfessor(ID4702) => Min Interval: 32, Max Interval: 41
AssociateProfessor(ID4707) => Min Interval: 17, Max Interval: 37
AssociateProfessor(ID4713) => Min Interval: 24, Max Interval: 32
AssociateProfessor(ID4719) => Min Interval: 19, Max Interval: 39
AssociateProfessor(ID4720) => Min Interval: 15, Max Interval: 35
AssociateProfessor(ID4729) => Min Interval: 23, Max Interval: 34
AssociateProfessor(ID4731) => Min Interval: 19, Max Interval: 20
AssociateProfessor(ID4743) => Min Interval: 27, Max Interval: 33
AssociateProfessor(ID4745) => Min Interval: 18, Max Interval: 43
AssociateProfessor(ID4747) => Min Interval: 16, Max Interval: 50
AssociateProfessor(ID4750) => Min Interval: 28, Max Interval: 31
AssociateProfessor(ID4751) => Min Interval: 40, Max Interval: 42
AssociateProfessor(ID4758) => Min Interval: 31, Max Interval: 42
AssociateProfessor(ID4762) => Min Interval: 16, Max Interval: 38
AssociateProfessor(ID4764) => Min Interval: 21, Max Interval: 51
AssociateProfessor(ID4768) => Min Interval: 36, Max Interval: 43
AssociateProfessor(ID4773) => Min Interval: 35, Max Interval: 48
AssociateProfessor(ID4781) => Min Interval: 16, Max Interval: 39
AssociateProfessor(ID4782) => Min Interval: 23, Max Interval: 45
AssociateProfessor(ID4783) => Min Interval: 30, Max Interval: 38
AssociateProfessor(ID4787) => Min Interval: 18, Max Interval: 39
AssociateProfessor(ID4788) => Min Interval: 47, Max Interval: 51
AssociateProfessor(ID4789) => Min Interval: 17, Max Interval: 39
AssociateProfessor(ID4795) => Min Interval: 17, Max Interval: 48
AssociateProfessor(ID4806) => Min Interval: 25, Max Interval: 50
AssociateProfessor(ID4809) => Min Interval: 7, Max Interval: 46
AssociateProfessor(ID4821) => Min Interval: 31, Max Interval: 42
AssociateProfessor(ID4842) => Min Interval: 27, Max Interval: 45
AssociateProfessor(ID4886) => Min Interval: 16, Max Interval: 31
AssociateProfessor(ID4889) => Min Interval: 32, Max Interval: 53
AssociateProfessor(ID4895) => Min Interval: 16, Max Interval: 49
AssociateProfessor(ID4897) => Min Interval: 26, Max Interval: 41
AssociateProfessor(ID4900) => Min Interval: 1, Max Interval: 44
AssociateProfessor(ID4901) => Min Interval: 11, Max Interval: 49
AssociateProfessor(ID4902) => Min Interval: 25, Max Interval: 46
AssociateProfessor(ID4904) => Min Interval: 11, Max Interval: 46
AssociateProfessor(ID4907) => Min Interval: 9, Max Interval: 53
AssociateProfessor(ID4909) => Min Interval: 15, Max Interval: 53
AssociateProfessor(ID4913) => Min Interval: 19, Max Interval: 39
AssociateProfessor(ID4915) => Min Interval: 17, Max Interval: 28
AssociateProfessor(ID4917) => Min Interval: 10, Max Interval: 54
AssociateProfessor(ID4918) => Min Interval: 27, Max Interval: 43
AssociateProfessor(ID4920) => Min Interval: 19, Max Interval: 38
AssociateProfessor(ID4921) => Min Interval: 42, Max Interval: 44
AssociateProfessor(ID4923) => Min Interval: 28, Max Interval: 33
AssociateProfessor(ID4925) => Min Interval: 24, Max Interval: 38
AssociateProfessor(ID4927) => Min Interval: 13, Max Interval: 45
AssociateProfessor(ID4930) => Min Interval: 19, Max Interval: 26
AssociateProfessor(ID4933) => Min Interval: 28, Max Interval: 48
AssociateProfessor(ID4935) => Min Interval: 32, Max Interval: 46
AssociateProfessor(ID4936) => Min Interval: 23, Max Interval: 50
AssociateProfessor(ID4937) => Min Interval: 34, Max Interval: 48
AssociateProfessor(ID4939) => Min Interval: 19, Max Interval: 47
AssociateProfessor(ID4940) => Min Interval: 16, Max Interval: 35
AssociateProfessor(ID4943) => Min Interval: 12, Max Interval: 54
AssociateProfessor(ID4946) => Min Interval: 26, Max Interval: 42
AssociateProfessor(ID4947) => Min Interval: 39, Max Interval: 40
AssociateProfessor(ID4953) => Min Interval: 6, Max Interval: 46
AssociateProfessor(ID4954) => Min Interval: 36, Max Interval: 51
AssociateProfessor(ID4956) => Min Interval: 18, Max Interval: 43
AssociateProfessor(ID4958) => Min Interval: 35, Max Interval: 50
AssociateProfessor(ID4960) => Min Interval: 30, Max Interval: 38
AssociateProfessor(ID4966) => Min Interval: 22, Max Interval: 48
AssociateProfessor(ID4968) => Min Interval: 21, Max Interval: 35
AssociateProfessor(ID4969) => Min Interval: 15, Max Interval: 24
AssociateProfessor(ID4971) => Min Interval: 17, Max Interval: 44
AssociateProfessor(ID4981) => Min Interval: 44, Max Interval: 49
AssociateProfessor(ID4983) => Min Interval: 13, Max Interval: 43
AssociateProfessor(ID4988) => Min Interval: 14, Max Interval: 45
AssociateProfessor(ID4990) => Min Interval: 11, Max Interval: 47
AssociateProfessor(ID4991) => Min Interval: 21, Max Interval: 26
AssociateProfessor(ID4993) => Min Interval: 14, Max Interval: 49
AssociateProfessor(ID4994) => Min Interval: 10, Max Interval: 52
AssociateProfessor(ID4995) => Min Interval: 11, Max Interval: 51
AssociateProfessor(ID4997) => Min Interval: 20, Max Interval: 51
AssociateProfessor(ID5001) => Min Interval: 27, Max Interval: 46
AssociateProfessor(ID5003) => Min Interval: 28, Max Interval: 48
AssociateProfessor(ID5004) => Min Interval: 9, Max Interval: 53
AssociateProfessor(ID5006) => Min Interval: 22, Max Interval: 33
AssociateProfessor(ID5010) => Min Interval: 16, Max Interval: 45
AssociateProfessor(ID5013) => Min Interval: 12, Max Interval: 49
AssociateProfessor(ID5014) => Min Interval: 1, Max Interval: 41
AssociateProfessor(ID5019) => Min Interval: 16, Max Interval: 23
AssociateProfessor(ID5020) => Min Interval: 19, Max Interval: 42
AssociateProfessor(ID5022) => Min Interval: 46, Max Interval: 50
AssociateProfessor(ID5023) => Min Interval: 21, Max Interval: 41
AssociateProfessor(ID5025) => Min Interval: 15, Max Interval: 48
AssociateProfessor(ID5026) => Min Interval: 7, Max Interval: 31
AssociateProfessor(ID5027) => Min Interval: 28, Max Interval: 46
AssociateProfessor(ID5029) => Min Interval: 24, Max Interval: 50
AssociateProfessor(ID5031) => Min Interval: 24, Max Interval: 45
AssociateProfessor(ID5034) => Min Interval: 1, Max Interval: 47
AssociateProfessor(ID5035) => Min Interval: 18, Max Interval: 46
AssociateProfessor(ID5036) => Min Interval: 16, Max Interval: 48
AssociateProfessor(ID5038) => Min Interval: 27, Max Interval: 47
AssociateProfessor(ID5040) => Min Interval: 21, Max Interval: 47
AssociateProfessor(ID5041) => Min Interval: 17, Max Interval: 27
AssociateProfessor(ID5047) => Min Interval: 23, Max Interval: 48
AssociateProfessor(ID5051) => Min Interval: 19, Max Interval: 38
AssociateProfessor(ID5052) => Min Interval: 28, Max Interval: 41
AssociateProfessor(ID5053) => Min Interval: 39, Max Interval: 46
AssociateProfessor(ID5054) => Min Interval: 38, Max Interval: 49
AssociateProfessor(ID5055) => Min Interval: 26, Max Interval: 39
AssociateProfessor(ID5060) => Min Interval: 43, Max Interval: 44
AssociateProfessor(ID5063) => Min Interval: 17, Max Interval: 40
AssociateProfessor(ID5064) => Min Interval: 30, Max Interval: 44
AssociateProfessor(ID5068) => Min Interval: 25, Max Interval: 44
AssociateProfessor(ID5070) => Min Interval: 9, Max Interval: 48
AssociateProfessor(ID5073) => Min Interval: 27, Max Interval: 54
AssociateProfessor(ID5074) => Min Interval: 21, Max Interval: 44
AssociateProfessor(ID5075) => Min Interval: 28, Max Interval: 54
AssociateProfessor(ID5079) => Min Interval: 8, Max Interval: 52
AssociateProfessor(ID5080) => Min Interval: 28, Max Interval: 32
AssociateProfessor(ID5081) => Min Interval: 29, Max Interval: 39
AssociateProfessor(ID5083) => Min Interval: 17, Max Interval: 46
AssociateProfessor(ID5086) => Min Interval: 16, Max Interval: 35
AssociateProfessor(ID5089) => Min Interval: 25, Max Interval: 45
AssociateProfessor(ID5090) => Min Interval: 15, Max Interval: 18
AssociateProfessor(ID5091) => Min Interval: 18, Max Interval: 38
AssociateProfessor(ID5092) => Min Interval: 31, Max Interval: 33
AssociateProfessor(ID5093) => Min Interval: 45, Max Interval: 47
AssociateProfessor(ID5094) => Min Interval: 45, Max Interval: 50
AssociateProfessor(ID5097) => Min Interval: 21, Max Interval: 43
AssociateProfessor(ID5101) => Min Interval: 8, Max Interval: 46
AssociateProfessor(ID5103) => Min Interval: 7, Max Interval: 41
AssociateProfessor(ID5108) => Min Interval: 14, Max Interval: 48
AssociateProfessor(ID5111) => Min Interval: 45, Max Interval: 47
AssociateProfessor(ID5112) => Min Interval: 13, Max Interval: 36
AssociateProfessor(ID5113) => Min Interval: 19, Max Interval: 34
AssociateProfessor(ID5115) => Min Interval: 5, Max Interval: 37
AssociateProfessor(ID5116) => Min Interval: 17, Max Interval: 23
AssociateProfessor(ID5121) => Min Interval: 11, Max Interval: 52
AssociateProfessor(ID5122) => Min Interval: 23, Max Interval: 34
AssociateProfessor(ID5123) => Min Interval: 19, Max Interval: 50
AssociateProfessor(ID5125) => Min Interval: 9, Max Interval: 45
AssociateProfessor(ID5126) => Min Interval: 8, Max Interval: 50
AssociateProfessor(ID5128) => Min Interval: 16, Max Interval: 51
AssociateProfessor(ID5129) => Min Interval: 12, Max Interval: 51
AssociateProfessor(ID5130) => Min Interval: 33, Max Interval: 43
AssociateProfessor(ID5131) => Min Interval: 8, Max Interval: 48
AssociateProfessor(ID5132) => Min Interval: 16, Max Interval: 49
AssociateProfessor(ID5134) => Min Interval: 22, Max Interval: 27
AssociateProfessor(ID5137) => Min Interval: 31, Max Interval: 41
AssociateProfessor(ID5139) => Min Interval: 18, Max Interval: 50
AssociateProfessor(ID5140) => Min Interval: 8, Max Interval: 55
AssociateProfessor(ID5143) => Min Interval: 25, Max Interval: 49
AssociateProfessor(ID5145) => Min Interval: 20, Max Interval: 43
AssociateProfessor(ID5148) => Min Interval: 10, Max Interval: 43
AssociateProfessor(ID5150) => Min Interval: 10, Max Interval: 55
AssociateProfessor(ID5151) => Min Interval: 26, Max Interval: 50
AssociateProfessor(ID5153) => Min Interval: 18, Max Interval: 50
AssociateProfessor(ID5154) => Min Interval: 18, Max Interval: 46
AssociateProfessor(ID5155) => Min Interval: 18, Max Interval: 21
AssociateProfessor(ID5156) => Min Interval: 19, Max Interval: 23
AssociateProfessor(ID5157) => Min Interval: 16, Max Interval: 48
AssociateProfessor(ID5158) => Min Interval: 33, Max Interval: 49
AssociateProfessor(ID5163) => Min Interval: 25, Max Interval: 26
AssociateProfessor(ID5165) => Min Interval: 23, Max Interval: 35
AssociateProfessor(ID5167) => Min Interval: 20, Max Interval: 46
AssociateProfessor(ID5169) => Min Interval: 18, Max Interval: 42
AssociateProfessor(ID5170) => Min Interval: 9, Max Interval: 14
AssociateProfessor(ID5171) => Min Interval: 15, Max Interval: 51
AssociateProfessor(ID5173) => Min Interval: 40, Max Interval: 49
AssociateProfessor(ID5174) => Min Interval: 32, Max Interval: 49
AssociateProfessor(ID5177) => Min Interval: 15, Max Interval: 56
AssociateProfessor(ID5180) => Min Interval: 21, Max Interval: 44
AssociateProfessor(ID5182) => Min Interval: 16, Max Interval: 50
AssociateProfessor(ID5184) => Min Interval: 32, Max Interval: 50
AssociateProfessor(ID5187) => Min Interval: 16, Max Interval: 55
AssociateProfessor(ID5188) => Min Interval: 26, Max Interval: 41
AssociateProfessor(ID5189) => Min Interval: 43, Max Interval: 49
AssociateProfessor(ID5193) => Min Interval: 6, Max Interval: 42
AssociateProfessor(ID5195) => Min Interval: 20, Max Interval: 42
AssociateProfessor(ID5200) => Min Interval: 46, Max Interval: 51
AssociateProfessor(ID5201) => Min Interval: 15, Max Interval: 51
AssociateProfessor(ID5203) => Min Interval: 21, Max Interval: 31
AssociateProfessor(ID5204) => Min Interval: 27, Max Interval: 38
AssociateProfessor(ID5205) => Min Interval: 37, Max Interval: 52
AssociateProfessor(ID5209) => Min Interval: 14, Max Interval: 36
AssociateProfessor(ID5211) => Min Interval: 12, Max Interval: 52
AssociateProfessor(ID5212) => Min Interval: 19, Max Interval: 49
AssociateProfessor(ID5214) => Min Interval: 17, Max Interval: 50
AssociateProfessor(ID5216) => Min Interval: 17, Max Interval: 41
