Stored fact information:
SmartStudent(ID0) => Min Interval: 22, Max Interval: 40
SmartStudent(ID4413) => Min Interval: 33, Max Interval: 42
SmartStudent(ID4414) => Min Interval: 22, Max Interval: 39
SmartStudent(ID4423) => Min Interval: 22, Max Interval: 38
SmartStudent(ID4424) => Min Interval: 28, Max Interval: 42
SmartStudent(ID4426) => Min Interval: 28, Max Interval: 32
SmartStudent(ID4428) => Min Interval: 22, Max Interval: 31
SmartStudent(ID4429) => Min Interval: 25, Max Interval: 39
SmartStudent(ID4433) => Min Interval: 22, Max Interval: 33
SmartStudent(ID4440) => Min Interval: 22, Max Interval: 26
SmartStudent(ID4441) => Min Interval: 43, Max Interval: 45
SmartStudent(ID4443) => Min Interval: 26, Max Interval: 31
SmartStudent(ID4445) => Min Interval: 22, Max Interval: 48
SmartStudent(ID4448) => Min Interval: 23, Max Interval: 34
SmartStudent(ID4449) => Min Interval: 22, Max Interval: 47
SmartStudent(ID4451) => Min Interval: 22, Max Interval: 26
SmartStudent(ID4453) => Min Interval: 27, Max Interval: 36
SmartStudent(ID4455) => Min Interval: 22, Max Interval: 23
SmartStudent(ID4457) => Min Interval: 22, Max Interval: 23
SmartStudent(ID4459) => Min Interval: 33, Max Interval: 42
SmartStudent(ID4462) => Min Interval: 22, Max Interval: 35
SmartStudent(ID4463) => Min Interval: 22, Max Interval: 35
SmartStudent(ID4472) => Min Interval: 29, Max Interval: 44
SmartStudent(ID4474) => Min Interval: 22, Max Interval: 34
SmartStudent(ID4475) => Min Interval: 22, Max Interval: 22
SmartStudent(ID4483) => Min Interval: 22, Max Interval: 35
SmartStudent(ID4486) => Min Interval: 22, Max Interval: 33
SmartStudent(ID4487) => Min Interval: 29, Max Interval: 36
SmartStudent(ID4490) => Min Interval: 22, Max Interval: 34
SmartStudent(ID4491) => Min Interval: 25, Max Interval: 39
SmartStudent(ID4493) => Min Interval: 22, Max Interval: 37
SmartStudent(ID4494) => Min Interval: 23, Max Interval: 29
SmartStudent(ID4496) => Min Interval: 22, Max Interval: 50
SmartStudent(ID4500) => Min Interval: 22, Max Interval: 30
SmartStudent(ID4504) => Min Interval: 30, Max Interval: 39
SmartStudent(ID4505) => Min Interval: 22, Max Interval: 27
SmartStudent(ID4511) => Min Interval: 22, Max Interval: 37
SmartStudent(ID4513) => Min Interval: 35, Max Interval: 48
SmartStudent(ID4515) => Min Interval: 22, Max Interval: 44
SmartStudent(ID4516) => Min Interval: 22, Max Interval: 32
SmartStudent(ID4517) => Min Interval: 22, Max Interval: 44
SmartStudent(ID4521) => Min Interval: 22, Max Interval: 29
SmartStudent(ID4522) => Min Interval: 22, Max Interval: 35
SmartStudent(ID4523) => Min Interval: 22, Max Interval: 25
SmartStudent(ID4527) => Min Interval: 22, Max Interval: 44
SmartStudent(ID4528) => Min Interval: 22, Max Interval: 38
SmartStudent(ID4529) => Min Interval: 22, Max Interval: 40
SmartStudent(ID4531) => Min Interval: 22, Max Interval: 48
SmartStudent(ID4533) => Min Interval: 22, Max Interval: 39
SmartStudent(ID4534) => Min Interval: 22, Max Interval: 43
SmartStudent(ID4541) => Min Interval: 22, Max Interval: 46
SmartStudent(ID4542) => Min Interval: 28, Max Interval: 39
SmartStudent(ID4546) => Min Interval: 22, Max Interval: 38
SmartStudent(ID4547) => Min Interval: 25, Max Interval: 35
SmartStudent(ID4551) => Min Interval: 22, Max Interval: 39
SmartStudent(ID4553) => Min Interval: 22, Max Interval: 34
SmartStudent(ID4560) => Min Interval: 22, Max Interval: 44
SmartStudent(ID4562) => Min Interval: 22, Max Interval: 42
SmartStudent(ID4563) => Min Interval: 22, Max Interval: 44
SmartStudent(ID4565) => Min Interval: 22, Max Interval: 39
SmartStudent(ID4567) => Min Interval: 30, Max Interval: 40
SmartStudent(ID4569) => Min Interval: 22, Max Interval: 40
SmartStudent(ID4571) => Min Interval: 22, Max Interval: 48
SmartStudent(ID4572) => Min Interval: 22, Max Interval: 36
SmartStudent(ID4576) => Min Interval: 22, Max Interval: 50
SmartStudent(ID4577) => Min Interval: 22, Max Interval: 42
SmartStudent(ID4579) => Min Interval: 22, Max Interval: 26
SmartStudent(ID4583) => Min Interval: 22, Max Interval: 37
SmartStudent(ID4584) => Min Interval: 26, Max Interval: 40
SmartStudent(ID4585) => Min Interval: 22, Max Interval: 25
SmartStudent(ID4586) => Min Interval: 22, Max Interval: 36
SmartStudent(ID4587) => Min Interval: 22, Max Interval: 49
SmartStudent(ID4588) => Min Interval: 22, Max Interval: 37
SmartStudent(ID4591) => Min Interval: 22, Max Interval: 31
SmartStudent(ID4596) => Min Interval: 25, Max Interval: 39
SmartStudent(ID4600) => Min Interval: 27, Max Interval: 40
SmartStudent(ID4605) => Min Interval: 22, Max Interval: 35
SmartStudent(ID4609) => Min Interval: 22, Max Interval: 35
SmartStudent(ID4615) => Min Interval: 22, Max Interval: 28
SmartStudent(ID4618) => Min Interval: 22, Max Interval: 42
SmartStudent(ID4622) => Min Interval: 27, Max Interval: 41
SmartStudent(ID4628) => Min Interval: 23, Max Interval: 29
SmartStudent(ID4629) => Min Interval: 22, Max Interval: 29
SmartStudent(ID4631) => Min Interval: 48, Max Interval: 48
SmartStudent(ID4632) => Min Interval: 22, Max Interval: 44
SmartStudent(ID4635) => Min Interval: 22, Max Interval: 46
SmartStudent(ID4638) => Min Interval: 22, Max Interval: 32
SmartStudent(ID4639) => Min Interval: 22, Max Interval: 30
SmartStudent(ID4641) => Min Interval: 22, Max Interval: 42
SmartStudent(ID4642) => Min Interval: 22, Max Interval: 45
SmartStudent(ID4643) => Min Interval: 24, Max Interval: 42
SmartStudent(ID4650) => Min Interval: 22, Max Interval: 50
SmartStudent(ID4652) => Min Interval: 22, Max Interval: 49
SmartStudent(ID4663) => Min Interval: 25, Max Interval: 30
SmartStudent(ID4664) => Min Interval: 24, Max Interval: 35
SmartStudent(ID4668) => Min Interval: 22, Max Interval: 45
SmartStudent(ID4669) => Min Interval: 26, Max Interval: 34
SmartStudent(ID4670) => Min Interval: 34, Max Interval: 34
SmartStudent(ID4677) => Min Interval: 22, Max Interval: 33
SmartStudent(ID4682) => Min Interval: 22, Max Interval: 50
SmartStudent(ID4685) => Min Interval: 22, Max Interval: 50
SmartStudent(ID4686) => Min Interval: 22, Max Interval: 48
SmartStudent(ID4688) => Min Interval: 22, Max Interval: 35
SmartStudent(ID4700) => Min Interval: 22, Max Interval: 37
SmartStudent(ID4701) => Min Interval: 22, Max Interval: 22
SmartStudent(ID4702) => Min Interval: 22, Max Interval: 42
SmartStudent(ID4707) => Min Interval: 22, Max Interval: 36
SmartStudent(ID4713) => Min Interval: 22, Max Interval: 31
SmartStudent(ID4719) => Min Interval: 22, Max Interval: 32
SmartStudent(ID4720) => Min Interval: 22, Max Interval: 34
SmartStudent(ID4729) => Min Interval: 22, Max Interval: 33
SmartStudent(ID4731) => Min Interval: 22, Max Interval: 31
SmartStudent(ID4743) => Min Interval: 22, Max Interval: 28
SmartStudent(ID4745) => Min Interval: 22, Max Interval: 42
SmartStudent(ID4747) => Min Interval: 39, Max Interval: 44
SmartStudent(ID4750) => Min Interval: 22, Max Interval: 30
SmartStudent(ID4751) => Min Interval: 25, Max Interval: 41
SmartStudent(ID4758) => Min Interval: 22, Max Interval: 41
SmartStudent(ID4762) => Min Interval: 22, Max Interval: 37
SmartStudent(ID4764) => Min Interval: 22, Max Interval: 50
SmartStudent(ID4768) => Min Interval: 22, Max Interval: 42
SmartStudent(ID4773) => Min Interval: 22, Max Interval: 37
SmartStudent(ID4778) => Min Interval: 22, Max Interval: 31
SmartStudent(ID4781) => Min Interval: 22, Max Interval: 36
SmartStudent(ID4782) => Min Interval: 22, Max Interval: 38
SmartStudent(ID4783) => Min Interval: 22, Max Interval: 37
SmartStudent(ID4787) => Min Interval: 22, Max Interval: 24
SmartStudent(ID4789) => Min Interval: 22, Max Interval: 38
SmartStudent(ID4795) => Min Interval: 22, Max Interval: 47
SmartStudent(ID4806) => Min Interval: 22, Max Interval: 40
SmartStudent(ID4821) => Min Interval: 22, Max Interval: 32
SmartStudent(ID4842) => Min Interval: 22, Max Interval: 44
SmartStudent(ID4886) => Min Interval: 22, Max Interval: 42
SmartStudent(ID4892) => Min Interval: 28, Max Interval: 32
SmartStudent(ID4895) => Min Interval: 22, Max Interval: 42
SmartStudent(ID4897) => Min Interval: 22, Max Interval: 40
SmartStudent(ID4902) => Min Interval: 22, Max Interval: 45
SmartStudent(ID4904) => Min Interval: 22, Max Interval: 39
SmartStudent(ID4907) => Min Interval: 22, Max Interval: 25
SmartStudent(ID4909) => Min Interval: 22, Max Interval: 45
SmartStudent(ID4910) => Min Interval: 30, Max Interval: 36
SmartStudent(ID4912) => Min Interval: 35, Max Interval: 37
SmartStudent(ID4913) => Min Interval: 22, Max Interval: 38
SmartStudent(ID4915) => Min Interval: 22, Max Interval: 48
SmartStudent(ID4917) => Min Interval: 32, Max Interval: 34
SmartStudent(ID4918) => Min Interval: 22, Max Interval: 36
SmartStudent(ID4920) => Min Interval: 22, Max Interval: 37
SmartStudent(ID4921) => Min Interval: 27, Max Interval: 43
SmartStudent(ID4923) => Min Interval: 22, Max Interval: 28
SmartStudent(ID4925) => Min Interval: 22, Max Interval: 36
SmartStudent(ID4933) => Min Interval: 22, Max Interval: 41
SmartStudent(ID4935) => Min Interval: 27, Max Interval: 43
SmartStudent(ID4937) => Min Interval: 28, Max Interval: 41
SmartStudent(ID4939) => Min Interval: 39, Max Interval: 42
SmartStudent(ID4940) => Min Interval: 22, Max Interval: 34
SmartStudent(ID4946) => Min Interval: 22, Max Interval: 41
SmartStudent(ID4947) => Min Interval: 24, Max Interval: 39
SmartStudent(ID4948) => Min Interval: 36, Max Interval: 42
SmartStudent(ID4954) => Min Interval: 22, Max Interval: 43
SmartStudent(ID4956) => Min Interval: 22, Max Interval: 42
SmartStudent(ID4958) => Min Interval: 22, Max Interval: 24
SmartStudent(ID4960) => Min Interval: 22, Max Interval: 37
SmartStudent(ID4962) => Min Interval: 22, Max Interval: 22
SmartStudent(ID4966) => Min Interval: 23, Max Interval: 42
SmartStudent(ID4968) => Min Interval: 25, Max Interval: 34
SmartStudent(ID4969) => Min Interval: 22, Max Interval: 28
SmartStudent(ID4971) => Min Interval: 22, Max Interval: 43
SmartStudent(ID4974) => Min Interval: 30, Max Interval: 42
SmartStudent(ID4977) => Min Interval: 22, Max Interval: 28
SmartStudent(ID4979) => Min Interval: 33, Max Interval: 37
SmartStudent(ID4981) => Min Interval: 26, Max Interval: 44
SmartStudent(ID4983) => Min Interval: 22, Max Interval: 36
SmartStudent(ID4985) => Min Interval: 23, Max Interval: 29
SmartStudent(ID4991) => Min Interval: 22, Max Interval: 25
SmartStudent(ID4993) => Min Interval: 35, Max Interval: 40
SmartStudent(ID4994) => Min Interval: 22, Max Interval: 33
SmartStudent(ID4995) => Min Interval: 22, Max Interval: 38
SmartStudent(ID4997) => Min Interval: 22, Max Interval: 43
SmartStudent(ID5001) => Min Interval: 22, Max Interval: 30
SmartStudent(ID5003) => Min Interval: 25, Max Interval: 41
SmartStudent(ID5004) => Min Interval: 22, Max Interval: 48
SmartStudent(ID5006) => Min Interval: 22, Max Interval: 32
SmartStudent(ID5010) => Min Interval: 35, Max Interval: 38
SmartStudent(ID5013) => Min Interval: 26, Max Interval: 43
SmartStudent(ID5015) => Min Interval: 39, Max Interval: 44
SmartStudent(ID5019) => Min Interval: 22, Max Interval: 43
SmartStudent(ID5021) => Min Interval: 22, Max Interval: 24
SmartStudent(ID5022) => Min Interval: 31, Max Interval: 48
SmartStudent(ID5023) => Min Interval: 22, Max Interval: 39
SmartStudent(ID5025) => Min Interval: 22, Max Interval: 37
SmartStudent(ID5027) => Min Interval: 22, Max Interval: 45
SmartStudent(ID5029) => Min Interval: 22, Max Interval: 43
SmartStudent(ID5031) => Min Interval: 22, Max Interval: 34
SmartStudent(ID5035) => Min Interval: 22, Max Interval: 39
SmartStudent(ID5036) => Min Interval: 23, Max Interval: 47
SmartStudent(ID5038) => Min Interval: 22, Max Interval: 43
SmartStudent(ID5041) => Min Interval: 22, Max Interval: 24
SmartStudent(ID5045) => Min Interval: 34, Max Interval: 34
SmartStudent(ID5047) => Min Interval: 24, Max Interval: 46
SmartStudent(ID5048) => Min Interval: 22, Max Interval: 40
SmartStudent(ID5051) => Min Interval: 22, Max Interval: 37
SmartStudent(ID5052) => Min Interval: 22, Max Interval: 40
SmartStudent(ID5053) => Min Interval: 24, Max Interval: 40
SmartStudent(ID5054) => Min Interval: 23, Max Interval: 43
SmartStudent(ID5055) => Min Interval: 22, Max Interval: 38
SmartStudent(ID5058) => Min Interval: 38, Max Interval: 49
SmartStudent(ID5060) => Min Interval: 28, Max Interval: 32
SmartStudent(ID5063) => Min Interval: 22, Max Interval: 39
SmartStudent(ID5064) => Min Interval: 22, Max Interval: 43
SmartStudent(ID5067) => Min Interval: 36, Max Interval: 42
SmartStudent(ID5068) => Min Interval: 22, Max Interval: 43
SmartStudent(ID5070) => Min Interval: 22, Max Interval: 36
SmartStudent(ID5072) => Min Interval: 24, Max Interval: 35
SmartStudent(ID5073) => Min Interval: 22, Max Interval: 39
SmartStudent(ID5074) => Min Interval: 23, Max Interval: 34
SmartStudent(ID5075) => Min Interval: 22, Max Interval: 48
SmartStudent(ID5079) => Min Interval: 26, Max Interval: 33
SmartStudent(ID5080) => Min Interval: 22, Max Interval: 31
SmartStudent(ID5081) => Min Interval: 22, Max Interval: 36
SmartStudent(ID5083) => Min Interval: 22, Max Interval: 43
SmartStudent(ID5087) => Min Interval: 39, Max Interval: 49
SmartStudent(ID5089) => Min Interval: 22, Max Interval: 44
SmartStudent(ID5091) => Min Interval: 22, Max Interval: 37
SmartStudent(ID5092) => Min Interval: 22, Max Interval: 32
SmartStudent(ID5093) => Min Interval: 43, Max Interval: 46
SmartStudent(ID5094) => Min Interval: 24, Max Interval: 46
SmartStudent(ID5097) => Min Interval: 22, Max Interval: 36
SmartStudent(ID5098) => Min Interval: 22, Max Interval: 30
SmartStudent(ID5103) => Min Interval: 22, Max Interval: 30
SmartStudent(ID5105) => Min Interval: 36, Max Interval: 39
SmartStudent(ID5108) => Min Interval: 28, Max Interval: 41
SmartStudent(ID5113) => Min Interval: 22, Max Interval: 28
SmartStudent(ID5116) => Min Interval: 22, Max Interval: 38
SmartStudent(ID5119) => Min Interval: 27, Max Interval: 39
SmartStudent(ID5121) => Min Interval: 22, Max Interval: 45
SmartStudent(ID5122) => Min Interval: 27, Max Interval: 33
SmartStudent(ID5123) => Min Interval: 22, Max Interval: 42
SmartStudent(ID5125) => Min Interval: 22, Max Interval: 46
SmartStudent(ID5128) => Min Interval: 22, Max Interval: 47
SmartStudent(ID5129) => Min Interval: 22, Max Interval: 45
SmartStudent(ID5130) => Min Interval: 30, Max Interval: 42
SmartStudent(ID5131) => Min Interval: 22, Max Interval: 45
SmartStudent(ID5132) => Min Interval: 22, Max Interval: 23
SmartStudent(ID5134) => Min Interval: 25, Max Interval: 36
SmartStudent(ID5137) => Min Interval: 25, Max Interval: 38
SmartStudent(ID5139) => Min Interval: 22, Max Interval: 47
SmartStudent(ID5140) => Min Interval: 22, Max Interval: 46
SmartStudent(ID5143) => Min Interval: 22, Max Interval: 47
SmartStudent(ID5145) => Min Interval: 22, Max Interval: 23
SmartStudent(ID5148) => Min Interval: 22, Max Interval: 34
SmartStudent(ID5150) => Min Interval: 22, Max Interval: 39
SmartStudent(ID5151) => Min Interval: 22, Max Interval: 44
SmartStudent(ID5153) => Min Interval: 22, Max Interval: 33
SmartStudent(ID5154) => Min Interval: 22, Max Interval: 41
SmartStudent(ID5155) => Min Interval: 25, Max Interval: 29
SmartStudent(ID5157) => Min Interval: 22, Max Interval: 47
SmartStudent(ID5158) => Min Interval: 22, Max Interval: 48
SmartStudent(ID5163) => Min Interval: 22, Max Interval: 25
SmartStudent(ID5165) => Min Interval: 26, Max Interval: 34
SmartStudent(ID5167) => Min Interval: 38, Max Interval: 45
SmartStudent(ID5169) => Min Interval: 22, Max Interval: 41
SmartStudent(ID5171) => Min Interval: 22, Max Interval: 37
SmartStudent(ID5173) => Min Interval: 25, Max Interval: 48
SmartStudent(ID5174) => Min Interval: 22, Max Interval: 48
SmartStudent(ID5180) => Min Interval: 22, Max Interval: 37
SmartStudent(ID5182) => Min Interval: 22, Max Interval: 47
SmartStudent(ID5184) => Min Interval: 27, Max Interval: 47
SmartStudent(ID5187) => Min Interval: 22, Max Interval: 28
SmartStudent(ID5188) => Min Interval: 22, Max Interval: 48
SmartStudent(ID5189) => Min Interval: 28, Max Interval: 37
SmartStudent(ID5195) => Min Interval: 23, Max Interval: 41
SmartStudent(ID5200) => Min Interval: 31, Max Interval: 50
SmartStudent(ID5201) => Min Interval: 27, Max Interval: 48
SmartStudent(ID5203) => Min Interval: 22, Max Interval: 28
SmartStudent(ID5204) => Min Interval: 22, Max Interval: 37
SmartStudent(ID5205) => Min Interval: 31, Max Interval: 40
SmartStudent(ID5209) => Min Interval: 22, Max Interval: 23
SmartStudent(ID5211) => Min Interval: 32, Max Interval: 49
SmartStudent(ID5212) => Min Interval: 22, Max Interval: 48
SmartStudent(ID5214) => Min Interval: 32, Max Interval: 49
SmartStudent(ID5216) => Min Interval: 40, Max Interval: 40
SmartStudent(ID5217) => Min Interval: 23, Max Interval: 46
SmartStudent(ID5219) => Min Interval: 23, Max Interval: 24
SmartStudent(ID5220) => Min Interval: 28, Max Interval: 34
SmartStudent(ID5221) => Min Interval: 31, Max Interval: 50
SmartStudent(ID5223) => Min Interval: 22, Max Interval: 42
SmartStudent(ID5225) => Min Interval: 22, Max Interval: 41
SmartStudent(ID5227) => Min Interval: 31, Max Interval: 34
SmartStudent(ID5229) => Min Interval: 22, Max Interval: 48
SmartStudent(ID5230) => Min Interval: 22, Max Interval: 49
SmartStudent(ID5233) => Min Interval: 22, Max Interval: 35
SmartStudent(ID5235) => Min Interval: 22, Max Interval: 28
SmartStudent(ID5236) => Min Interval: 22, Max Interval: 36
SmartStudent(ID5238) => Min Interval: 22, Max Interval: 39
SmartStudent(ID5239) => Min Interval: 22, Max Interval: 29
SmartStudent(ID5240) => Min Interval: 22, Max Interval: 43
SmartStudent(ID5242) => Min Interval: 22, Max Interval: 39
SmartStudent(ID5247) => Min Interval: 22, Max Interval: 44
SmartStudent(ID5250) => Min Interval: 31, Max Interval: 45
SmartStudent(ID5252) => Min Interval: 24, Max Interval: 42
SmartStudent(ID5256) => Min Interval: 22, Max Interval: 33
SmartStudent(ID5259) => Min Interval: 22, Max Interval: 32
SmartStudent(ID5263) => Min Interval: 22, Max Interval: 40
SmartStudent(ID5266) => Min Interval: 22, Max Interval: 38
SmartStudent(ID5269) => Min Interval: 22, Max Interval: 49
SmartStudent(ID5271) => Min Interval: 22, Max Interval: 34
SmartStudent(ID5272) => Min Interval: 22, Max Interval: 39
SmartStudent(ID5273) => Min Interval: 22, Max Interval: 27
SmartStudent(ID5274) => Min Interval: 32, Max Interval: 49
SmartStudent(ID5277) => Min Interval: 22, Max Interval: 24
SmartStudent(ID5278) => Min Interval: 22, Max Interval: 25
SmartStudent(ID5279) => Min Interval: 26, Max Interval: 44
SmartStudent(ID5280) => Min Interval: 22, Max Interval: 42
SmartStudent(ID5282) => Min Interval: 30, Max Interval: 45
