Stored fact information:
Faculty(ID0) => Min Interval: 30, Max Interval: 41
Faculty(ID4410) => Min Interval: 25, Max Interval: 47
Faculty(ID4412) => Min Interval: 9, Max Interval: 40
Faculty(ID4414) => Min Interval: 3, Max Interval: 48
Faculty(ID4423) => Min Interval: 19, Max Interval: 44
Faculty(ID4424) => Min Interval: 16, Max Interval: 46
Faculty(ID4428) => Min Interval: 2, Max Interval: 45
Faculty(ID4429) => Min Interval: 12, Max Interval: 40
Faculty(ID4433) => Min Interval: 16, Max Interval: 47
Faculty(ID4436) => Min Interval: 27, Max Interval: 44
Faculty(ID4441) => Min Interval: 6, Max Interval: 53
Faculty(ID4443) => Min Interval: 11, Max Interval: 38
Faculty(ID4445) => Min Interval: 8, Max Interval: 49
Faculty(ID4448) => Min Interval: 31, Max Interval: 41
Faculty(ID4449) => Min Interval: 4, Max Interval: 54
Faculty(ID4451) => Min Interval: 9, Max Interval: 33
Faculty(ID4453) => Min Interval: 19, Max Interval: 42
Faculty(ID4455) => Min Interval: 10, Max Interval: 49
Faculty(ID4457) => Min Interval: 27, Max Interval: 50
Faculty(ID4462) => Min Interval: 21, Max Interval: 51
Faculty(ID4463) => Min Interval: 12, Max Interval: 38
Faculty(ID4468) => Min Interval: 9, Max Interval: 18
Faculty(ID4472) => Min Interval: 23, Max Interval: 47
Faculty(ID4474) => Min Interval: 9, Max Interval: 35
Faculty(ID4475) => Min Interval: 13, Max Interval: 37
Faculty(ID4479) => Min Interval: 0, Max Interval: 99
Faculty(ID4483) => Min Interval: 9, Max Interval: 36
Faculty(ID4484) => Min Interval: 9, Max Interval: 21
Faculty(ID4486) => Min Interval: 22, Max Interval: 34
Faculty(ID4487) => Min Interval: 28, Max Interval: 46
Faculty(ID4489) => Min Interval: 10, Max Interval: 11
Faculty(ID4490) => Min Interval: 11, Max Interval: 35
Faculty(ID4491) => Min Interval: 14, Max Interval: 40
Faculty(ID4493) => Min Interval: 7, Max Interval: 52
Faculty(ID4496) => Min Interval: 22, Max Interval: 51
Faculty(ID4500) => Min Interval: 20, Max Interval: 31
Faculty(ID4505) => Min Interval: 4, Max Interval: 49
Faculty(ID4511) => Min Interval: 11, Max Interval: 42
Faculty(ID4513) => Min Interval: 43, Max Interval: 44
Faculty(ID4515) => Min Interval: 9, Max Interval: 45
Faculty(ID4516) => Min Interval: 14, Max Interval: 51
Faculty(ID4517) => Min Interval: 29, Max Interval: 51
Faculty(ID4521) => Min Interval: 3, Max Interval: 49
Faculty(ID4522) => Min Interval: 6, Max Interval: 53
Faculty(ID4523) => Min Interval: 8, Max Interval: 26
Faculty(ID4526) => Min Interval: 15, Max Interval: 39
Faculty(ID4527) => Min Interval: 16, Max Interval: 45
Faculty(ID4528) => Min Interval: 13, Max Interval: 39
Faculty(ID4529) => Min Interval: 9, Max Interval: 53
Faculty(ID4531) => Min Interval: 25, Max Interval: 49
Faculty(ID4533) => Min Interval: 8, Max Interval: 43
Faculty(ID4534) => Min Interval: 25, Max Interval: 26
Faculty(ID4541) => Min Interval: 9, Max Interval: 47
Faculty(ID4542) => Min Interval: 21, Max Interval: 40
Faculty(ID4546) => Min Interval: 14, Max Interval: 25
Faculty(ID4551) => Min Interval: 13, Max Interval: 42
Faculty(ID4553) => Min Interval: 8, Max Interval: 35
Faculty(ID4554) => Min Interval: 36, Max Interval: 50
Faculty(ID4560) => Min Interval: 9, Max Interval: 45
Faculty(ID4562) => Min Interval: 8, Max Interval: 43
Faculty(ID4563) => Min Interval: 23, Max Interval: 45
Faculty(ID4565) => Min Interval: 29, Max Interval: 44
Faculty(ID4569) => Min Interval: 10, Max Interval: 50
Faculty(ID4571) => Min Interval: 17, Max Interval: 51
Faculty(ID4572) => Min Interval: 23, Max Interval: 37
Faculty(ID4573) => Min Interval: 42, Max Interval: 50
Faculty(ID4576) => Min Interval: 33, Max Interval: 51
Faculty(ID4577) => Min Interval: 18, Max Interval: 43
Faculty(ID4583) => Min Interval: 12, Max Interval: 38
Faculty(ID4584) => Min Interval: 34, Max Interval: 35
Faculty(ID4585) => Min Interval: 10, Max Interval: 26
Faculty(ID4586) => Min Interval: 14, Max Interval: 47
Faculty(ID4587) => Min Interval: 12, Max Interval: 50
Faculty(ID4588) => Min Interval: 1, Max Interval: 48
Faculty(ID4591) => Min Interval: 18, Max Interval: 32
Faculty(ID4596) => Min Interval: 29, Max Interval: 40
Faculty(ID4597) => Min Interval: 36, Max Interval: 48
Faculty(ID4600) => Min Interval: 16, Max Interval: 41
Faculty(ID4605) => Min Interval: 29, Max Interval: 50
Faculty(ID4609) => Min Interval: 12, Max Interval: 51
Faculty(ID4611) => Min Interval: 24, Max Interval: 40
Faculty(ID4615) => Min Interval: 20, Max Interval: 43
Faculty(ID4618) => Min Interval: 20, Max Interval: 47
Faculty(ID4622) => Min Interval: 28, Max Interval: 42
Faculty(ID4624) => Min Interval: 8, Max Interval: 21
Faculty(ID4626) => Min Interval: 14, Max Interval: 44
Faculty(ID4628) => Min Interval: 31, Max Interval: 44
Faculty(ID4629) => Min Interval: 13, Max Interval: 30
Faculty(ID4631) => Min Interval: 15, Max Interval: 49
Faculty(ID4632) => Min Interval: 8, Max Interval: 45
Faculty(ID4635) => Min Interval: 11, Max Interval: 47
Faculty(ID4638) => Min Interval: 39, Max Interval: 48
Faculty(ID4639) => Min Interval: 25, Max Interval: 26
Faculty(ID4641) => Min Interval: 11, Max Interval: 44
Faculty(ID4642) => Min Interval: 11, Max Interval: 51
Faculty(ID4643) => Min Interval: 32, Max Interval: 43
Faculty(ID4650) => Min Interval: 21, Max Interval: 51
Faculty(ID4652) => Min Interval: 26, Max Interval: 50
Faculty(ID4658) => Min Interval: 33, Max Interval: 52
Faculty(ID4663) => Min Interval: 11, Max Interval: 40
Faculty(ID4668) => Min Interval: 8, Max Interval: 42
Faculty(ID4670) => Min Interval: 17, Max Interval: 52
Faculty(ID4671) => Min Interval: 10, Max Interval: 38
Faculty(ID4677) => Min Interval: 9, Max Interval: 50
Faculty(ID4682) => Min Interval: 14, Max Interval: 53
Faculty(ID4685) => Min Interval: 14, Max Interval: 25
Faculty(ID4686) => Min Interval: 29, Max Interval: 49
Faculty(ID4688) => Min Interval: 15, Max Interval: 48
Faculty(ID4693) => Min Interval: 11, Max Interval: 20
Faculty(ID4700) => Min Interval: 9, Max Interval: 38
Faculty(ID4701) => Min Interval: 8, Max Interval: 50
Faculty(ID4702) => Min Interval: 25, Max Interval: 41
Faculty(ID4707) => Min Interval: 10, Max Interval: 37
Faculty(ID4713) => Min Interval: 17, Max Interval: 32
Faculty(ID4719) => Min Interval: 12, Max Interval: 39
Faculty(ID4720) => Min Interval: 8, Max Interval: 35
Faculty(ID4729) => Min Interval: 16, Max Interval: 34
Faculty(ID4731) => Min Interval: 12, Max Interval: 20
Faculty(ID4743) => Min Interval: 20, Max Interval: 33
Faculty(ID4745) => Min Interval: 11, Max Interval: 43
Faculty(ID4747) => Min Interval: 9, Max Interval: 50
Faculty(ID4750) => Min Interval: 21, Max Interval: 31
Faculty(ID4751) => Min Interval: 9, Max Interval: 42
Faculty(ID4758) => Min Interval: 24, Max Interval: 42
Faculty(ID4762) => Min Interval: 9, Max Interval: 38
Faculty(ID4764) => Min Interval: 14, Max Interval: 51
Faculty(ID4768) => Min Interval: 29, Max Interval: 43
Faculty(ID4773) => Min Interval: 28, Max Interval: 48
Faculty(ID4781) => Min Interval: 9, Max Interval: 39
Faculty(ID4782) => Min Interval: 16, Max Interval: 45
Faculty(ID4783) => Min Interval: 23, Max Interval: 38
Faculty(ID4787) => Min Interval: 11, Max Interval: 39
Faculty(ID4788) => Min Interval: 40, Max Interval: 51
Faculty(ID4789) => Min Interval: 10, Max Interval: 39
Faculty(ID4795) => Min Interval: 10, Max Interval: 48
Faculty(ID4806) => Min Interval: 18, Max Interval: 50
Faculty(ID4809) => Min Interval: 0, Max Interval: 46
Faculty(ID4821) => Min Interval: 24, Max Interval: 42
Faculty(ID4842) => Min Interval: 20, Max Interval: 45
Faculty(ID4886) => Min Interval: 9, Max Interval: 31
Faculty(ID4889) => Min Interval: 4, Max Interval: 99
Faculty(ID4891) => Min Interval: 0, Max Interval: 99
Faculty(ID4892) => Min Interval: 26, Max Interval: 27
Faculty(ID4895) => Min Interval: 9, Max Interval: 49
Faculty(ID4897) => Min Interval: 19, Max Interval: 41
Faculty(ID4900) => Min Interval: 1, Max Interval: 99
Faculty(ID4901) => Min Interval: 0, Max Interval: 99
Faculty(ID4902) => Min Interval: 18, Max Interval: 46
Faculty(ID4904) => Min Interval: 4, Max Interval: 46
Faculty(ID4907) => Min Interval: 2, Max Interval: 53
Faculty(ID4909) => Min Interval: 8, Max Interval: 53
Faculty(ID4911) => Min Interval: 0, Max Interval: 99
Faculty(ID4913) => Min Interval: 12, Max Interval: 39
Faculty(ID4915) => Min Interval: 10, Max Interval: 28
Faculty(ID4917) => Min Interval: 3, Max Interval: 54
Faculty(ID4918) => Min Interval: 20, Max Interval: 43
Faculty(ID4920) => Min Interval: 12, Max Interval: 38
Faculty(ID4921) => Min Interval: 35, Max Interval: 44
Faculty(ID4922) => Min Interval: 2, Max Interval: 99
Faculty(ID4923) => Min Interval: 21, Max Interval: 33
Faculty(ID4925) => Min Interval: 17, Max Interval: 38
Faculty(ID4927) => Min Interval: 1, Max Interval: 99
Faculty(ID4930) => Min Interval: 0, Max Interval: 99
Faculty(ID4933) => Min Interval: 21, Max Interval: 48
Faculty(ID4935) => Min Interval: 25, Max Interval: 46
Faculty(ID4936) => Min Interval: 5, Max Interval: 99
Faculty(ID4937) => Min Interval: 27, Max Interval: 48
Faculty(ID4939) => Min Interval: 12, Max Interval: 47
Faculty(ID4940) => Min Interval: 9, Max Interval: 35
Faculty(ID4943) => Min Interval: 5, Max Interval: 54
Faculty(ID4946) => Min Interval: 19, Max Interval: 42
Faculty(ID4947) => Min Interval: 32, Max Interval: 40
Faculty(ID4953) => Min Interval: 0, Max Interval: 99
Faculty(ID4954) => Min Interval: 29, Max Interval: 51
Faculty(ID4956) => Min Interval: 11, Max Interval: 43
Faculty(ID4958) => Min Interval: 28, Max Interval: 50
Faculty(ID4960) => Min Interval: 23, Max Interval: 38
Faculty(ID4966) => Min Interval: 15, Max Interval: 48
Faculty(ID4968) => Min Interval: 14, Max Interval: 35
Faculty(ID4969) => Min Interval: 8, Max Interval: 24
Faculty(ID4971) => Min Interval: 10, Max Interval: 44
Faculty(ID4977) => Min Interval: 22, Max Interval: 23
Faculty(ID4979) => Min Interval: 11, Max Interval: 12
Faculty(ID4980) => Min Interval: 0, Max Interval: 99
Faculty(ID4981) => Min Interval: 21, Max Interval: 49
Faculty(ID4983) => Min Interval: 6, Max Interval: 43
Faculty(ID4988) => Min Interval: 2, Max Interval: 99
Faculty(ID4990) => Min Interval: 4, Max Interval: 47
Faculty(ID4991) => Min Interval: 14, Max Interval: 26
Faculty(ID4993) => Min Interval: 7, Max Interval: 49
Faculty(ID4994) => Min Interval: 3, Max Interval: 52
Faculty(ID4995) => Min Interval: 4, Max Interval: 51
Faculty(ID4997) => Min Interval: 13, Max Interval: 51
Faculty(ID5001) => Min Interval: 20, Max Interval: 46
Faculty(ID5003) => Min Interval: 21, Max Interval: 48
Faculty(ID5004) => Min Interval: 2, Max Interval: 53
Faculty(ID5006) => Min Interval: 15, Max Interval: 33
Faculty(ID5010) => Min Interval: 9, Max Interval: 45
Faculty(ID5013) => Min Interval: 5, Max Interval: 49
Faculty(ID5014) => Min Interval: 1, Max Interval: 99
Faculty(ID5019) => Min Interval: 9, Max Interval: 23
Faculty(ID5020) => Min Interval: 0, Max Interval: 99
Faculty(ID5022) => Min Interval: 39, Max Interval: 50
Faculty(ID5023) => Min Interval: 14, Max Interval: 41
Faculty(ID5025) => Min Interval: 8, Max Interval: 48
Faculty(ID5026) => Min Interval: 0, Max Interval: 99
Faculty(ID5027) => Min Interval: 21, Max Interval: 46
Faculty(ID5029) => Min Interval: 17, Max Interval: 50
Faculty(ID5031) => Min Interval: 17, Max Interval: 45
Faculty(ID5034) => Min Interval: 0, Max Interval: 99
Faculty(ID5035) => Min Interval: 11, Max Interval: 46
Faculty(ID5036) => Min Interval: 9, Max Interval: 48
Faculty(ID5038) => Min Interval: 20, Max Interval: 47
Faculty(ID5040) => Min Interval: 0, Max Interval: 99
Faculty(ID5041) => Min Interval: 10, Max Interval: 27
Faculty(ID5042) => Min Interval: 16, Max Interval: 16
Faculty(ID5047) => Min Interval: 16, Max Interval: 48
Faculty(ID5048) => Min Interval: 35, Max Interval: 35
Faculty(ID5051) => Min Interval: 12, Max Interval: 38
Faculty(ID5052) => Min Interval: 21, Max Interval: 41
Faculty(ID5053) => Min Interval: 32, Max Interval: 46
Faculty(ID5054) => Min Interval: 31, Max Interval: 49
Faculty(ID5055) => Min Interval: 19, Max Interval: 39
Faculty(ID5060) => Min Interval: 36, Max Interval: 44
Faculty(ID5061) => Min Interval: 1, Max Interval: 99
Faculty(ID5063) => Min Interval: 10, Max Interval: 40
Faculty(ID5064) => Min Interval: 23, Max Interval: 44
Faculty(ID5066) => Min Interval: 2, Max Interval: 99
Faculty(ID5067) => Min Interval: 43, Max Interval: 44
Faculty(ID5068) => Min Interval: 18, Max Interval: 44
Faculty(ID5070) => Min Interval: 2, Max Interval: 48
Faculty(ID5072) => Min Interval: 32, Max Interval: 32
Faculty(ID5073) => Min Interval: 20, Max Interval: 54
Faculty(ID5074) => Min Interval: 14, Max Interval: 44
Faculty(ID5075) => Min Interval: 21, Max Interval: 54
Faculty(ID5079) => Min Interval: 1, Max Interval: 52
Faculty(ID5080) => Min Interval: 21, Max Interval: 32
Faculty(ID5081) => Min Interval: 22, Max Interval: 39
Faculty(ID5083) => Min Interval: 10, Max Interval: 46
Faculty(ID5086) => Min Interval: 0, Max Interval: 99
Faculty(ID5089) => Min Interval: 18, Max Interval: 45
Faculty(ID5090) => Min Interval: 8, Max Interval: 18
Faculty(ID5091) => Min Interval: 11, Max Interval: 38
Faculty(ID5092) => Min Interval: 24, Max Interval: 33
Faculty(ID5093) => Min Interval: 38, Max Interval: 47
Faculty(ID5094) => Min Interval: 38, Max Interval: 50
Faculty(ID5097) => Min Interval: 14, Max Interval: 43
Faculty(ID5098) => Min Interval: 21, Max Interval: 21
Faculty(ID5101) => Min Interval: 1, Max Interval: 99
Faculty(ID5103) => Min Interval: 0, Max Interval: 41
Faculty(ID5108) => Min Interval: 7, Max Interval: 48
Faculty(ID5111) => Min Interval: 38, Max Interval: 47
Faculty(ID5112) => Min Interval: 6, Max Interval: 36
Faculty(ID5113) => Min Interval: 12, Max Interval: 34
Faculty(ID5115) => Min Interval: 4, Max Interval: 99
Faculty(ID5116) => Min Interval: 10, Max Interval: 23
Faculty(ID5121) => Min Interval: 4, Max Interval: 52
Faculty(ID5122) => Min Interval: 16, Max Interval: 34
Faculty(ID5123) => Min Interval: 12, Max Interval: 50
Faculty(ID5125) => Min Interval: 2, Max Interval: 45
Faculty(ID5126) => Min Interval: 1, Max Interval: 50
Faculty(ID5128) => Min Interval: 9, Max Interval: 51
Faculty(ID5129) => Min Interval: 5, Max Interval: 51
Faculty(ID5130) => Min Interval: 26, Max Interval: 43
Faculty(ID5131) => Min Interval: 1, Max Interval: 48
Faculty(ID5132) => Min Interval: 9, Max Interval: 49
Faculty(ID5134) => Min Interval: 15, Max Interval: 27
Faculty(ID5136) => Min Interval: 0, Max Interval: 99
Faculty(ID5137) => Min Interval: 24, Max Interval: 41
Faculty(ID5139) => Min Interval: 11, Max Interval: 50
Faculty(ID5140) => Min Interval: 1, Max Interval: 55
Faculty(ID5143) => Min Interval: 18, Max Interval: 49
Faculty(ID5145) => Min Interval: 13, Max Interval: 43
Faculty(ID5148) => Min Interval: 3, Max Interval: 43
Faculty(ID5150) => Min Interval: 3, Max Interval: 55
Faculty(ID5151) => Min Interval: 19, Max Interval: 50
Faculty(ID5153) => Min Interval: 11, Max Interval: 50
Faculty(ID5154) => Min Interval: 11, Max Interval: 46
Faculty(ID5155) => Min Interval: 11, Max Interval: 21
Faculty(ID5156) => Min Interval: 12, Max Interval: 23
Faculty(ID5157) => Min Interval: 9, Max Interval: 48
Faculty(ID5158) => Min Interval: 26, Max Interval: 49
Faculty(ID5163) => Min Interval: 18, Max Interval: 26
Faculty(ID5165) => Min Interval: 16, Max Interval: 35
Faculty(ID5167) => Min Interval: 13, Max Interval: 46
Faculty(ID5169) => Min Interval: 11, Max Interval: 42
Faculty(ID5170) => Min Interval: 0, Max Interval: 99
Faculty(ID5171) => Min Interval: 8, Max Interval: 51
Faculty(ID5173) => Min Interval: 33, Max Interval: 49
Faculty(ID5174) => Min Interval: 25, Max Interval: 49
Faculty(ID5177) => Min Interval: 7, Max Interval: 99
Faculty(ID5180) => Min Interval: 14, Max Interval: 44
Faculty(ID5182) => Min Interval: 9, Max Interval: 50
Faculty(ID5184) => Min Interval: 25, Max Interval: 50
Faculty(ID5187) => Min Interval: 9, Max Interval: 55
Faculty(ID5188) => Min Interval: 19, Max Interval: 41
Faculty(ID5189) => Min Interval: 36, Max Interval: 49
Faculty(ID5193) => Min Interval: 0, Max Interval: 99
Faculty(ID5195) => Min Interval: 13, Max Interval: 42
Faculty(ID5200) => Min Interval: 39, Max Interval: 51
Faculty(ID5201) => Min Interval: 8, Max Interval: 51
Faculty(ID5203) => Min Interval: 14, Max Interval: 31
Faculty(ID5204) => Min Interval: 20, Max Interval: 38
Faculty(ID5205) => Min Interval: 30, Max Interval: 52
Faculty(ID5209) => Min Interval: 7, Max Interval: 36
Faculty(ID5211) => Min Interval: 5, Max Interval: 52
Faculty(ID5212) => Min Interval: 12, Max Interval: 49
Faculty(ID5214) => Min Interval: 10, Max Interval: 50
Faculty(ID5216) => Min Interval: 10, Max Interval: 41
Faculty(ID5217) => Min Interval: 4, Max Interval: 52
Faculty(ID5220) => Min Interval: 36, Max Interval: 45
Faculty(ID5221) => Min Interval: 1, Max Interval: 55
Faculty(ID5223) => Min Interval: 14, Max Interval: 47
Faculty(ID5225) => Min Interval: 8, Max Interval: 48
Faculty(ID5227) => Min Interval: 2, Max Interval: 53
Faculty(ID5229) => Min Interval: 23, Max Interval: 51
Faculty(ID5230) => Min Interval: 19, Max Interval: 50
Faculty(ID5232) => Min Interval: 3, Max Interval: 99
Faculty(ID5233) => Min Interval: 14, Max Interval: 44
Faculty(ID5235) => Min Interval: 5, Max Interval: 50
Faculty(ID5236) => Min Interval: 14, Max Interval: 51
Faculty(ID5239) => Min Interval: 23, Max Interval: 24
Faculty(ID5240) => Min Interval: 18, Max Interval: 44
Faculty(ID5241) => Min Interval: 0, Max Interval: 99
Faculty(ID5242) => Min Interval: 16, Max Interval: 49
Faculty(ID5243) => Min Interval: 1, Max Interval: 99
Faculty(ID5247) => Min Interval: 23, Max Interval: 45
Faculty(ID5250) => Min Interval: 18, Max Interval: 46
Faculty(ID5252) => Min Interval: 19, Max Interval: 43
Faculty(ID5256) => Min Interval: 10, Max Interval: 37
Faculty(ID5259) => Min Interval: 9, Max Interval: 39
Faculty(ID5261) => Min Interval: 2, Max Interval: 99
Faculty(ID5263) => Min Interval: 1, Max Interval: 47
Faculty(ID5264) => Min Interval: 1, Max Interval: 99
Faculty(ID5266) => Min Interval: 11, Max Interval: 50
Faculty(ID5267) => Min Interval: 1, Max Interval: 99
Faculty(ID5269) => Min Interval: 5, Max Interval: 54
Faculty(ID5271) => Min Interval: 20, Max Interval: 51
Faculty(ID5272) => Min Interval: 14, Max Interval: 40
Faculty(ID5273) => Min Interval: 14, Max Interval: 28
Faculty(ID5274) => Min Interval: 40, Max Interval: 51
Faculty(ID5277) => Min Interval: 7, Max Interval: 43
Faculty(ID5278) => Min Interval: 20, Max Interval: 20
Faculty(ID5279) => Min Interval: 34, Max Interval: 45
Faculty(ID5280) => Min Interval: 10, Max Interval: 43
Faculty(ID5282) => Min Interval: 13, Max Interval: 52
Faculty(ID5283) => Min Interval: 12, Max Interval: 38
Faculty(ID5288) => Min Interval: 0, Max Interval: 32
Faculty(ID5289) => Min Interval: 21, Max Interval: 22
Faculty(ID5291) => Min Interval: 9, Max Interval: 36
Faculty(ID5292) => Min Interval: 9, Max Interval: 40
Faculty(ID5293) => Min Interval: 42, Max Interval: 50
Faculty(ID5294) => Min Interval: 6, Max Interval: 18
Faculty(ID5298) => Min Interval: 36, Max Interval: 48
Faculty(ID5299) => Min Interval: 20, Max Interval: 21
Faculty(ID5301) => Min Interval: 30, Max Interval: 46
Faculty(ID5303) => Min Interval: 11, Max Interval: 46
Faculty(ID5305) => Min Interval: 25, Max Interval: 43
Faculty(ID5307) => Min Interval: 14, Max Interval: 33
Faculty(ID5309) => Min Interval: 13, Max Interval: 48
