Stored fact information:
ResearchAssistantCandidate(ID0) => Min Interval: 27, Max Interval: 40
ResearchAssistantCandidate(ID3462) => Min Interval: 5, Max Interval: 35
ResearchAssistantCandidate(ID3468) => Min Interval: 9, Max Interval: 36
ResearchAssistantCandidate(ID3471) => Min Interval: 7, Max Interval: 25
ResearchAssistantCandidate(ID3472) => Min Interval: 10, Max Interval: 42
ResearchAssistantCandidate(ID3475) => Min Interval: 25, Max Interval: 37
ResearchAssistantCandidate(ID3476) => Min Interval: 45, Max Interval: 47
ResearchAssistantCandidate(ID3477) => Min Interval: 26, Max Interval: 47
ResearchAssistantCandidate(ID3478) => Min Interval: 23, Max Interval: 43
ResearchAssistantCandidate(ID3479) => Min Interval: 27, Max Interval: 49
ResearchAssistantCandidate(ID3481) => Min Interval: 13, Max Interval: 25
ResearchAssistantCandidate(ID3482) => Min Interval: 10, Max Interval: 49
ResearchAssistantCandidate(ID3486) => Min Interval: 16, Max Interval: 42
ResearchAssistantCandidate(ID3487) => Min Interval: 22, Max Interval: 29
ResearchAssistantCandidate(ID3488) => Min Interval: 15, Max Interval: 42
ResearchAssistantCandidate(ID3494) => Min Interval: 5, Max Interval: 50
ResearchAssistantCandidate(ID3496) => Min Interval: 27, Max Interval: 50
ResearchAssistantCandidate(ID3499) => Min Interval: 9, Max Interval: 51
ResearchAssistantCandidate(ID3504) => Min Interval: 2, Max Interval: 44
ResearchAssistantCandidate(ID3505) => Min Interval: 12, Max Interval: 25
ResearchAssistantCandidate(ID3506) => Min Interval: 25, Max Interval: 42
ResearchAssistantCandidate(ID3509) => Min Interval: 8, Max Interval: 41
ResearchAssistantCandidate(ID3513) => Min Interval: 5, Max Interval: 33
ResearchAssistantCandidate(ID3517) => Min Interval: 28, Max Interval: 49
ResearchAssistantCandidate(ID3518) => Min Interval: 41, Max Interval: 49
ResearchAssistantCandidate(ID3521) => Min Interval: 5, Max Interval: 28
ResearchAssistantCandidate(ID3528) => Min Interval: 0, Max Interval: 10
ResearchAssistantCandidate(ID3529) => Min Interval: 26, Max Interval: 48
ResearchAssistantCandidate(ID3531) => Min Interval: 21, Max Interval: 49
ResearchAssistantCandidate(ID3532) => Min Interval: 14, Max Interval: 42
ResearchAssistantCandidate(ID3533) => Min Interval: 4, Max Interval: 33
ResearchAssistantCandidate(ID3534) => Min Interval: 16, Max Interval: 28
ResearchAssistantCandidate(ID3535) => Min Interval: 12, Max Interval: 48
ResearchAssistantCandidate(ID3541) => Min Interval: 16, Max Interval: 19
ResearchAssistantCandidate(ID3542) => Min Interval: 13, Max Interval: 49
ResearchAssistantCandidate(ID3551) => Min Interval: 21, Max Interval: 33
ResearchAssistantCandidate(ID3552) => Min Interval: 46, Max Interval: 47
ResearchAssistantCandidate(ID3554) => Min Interval: 8, Max Interval: 42
ResearchAssistantCandidate(ID3556) => Min Interval: 7, Max Interval: 33
ResearchAssistantCandidate(ID3567) => Min Interval: 13, Max Interval: 50
ResearchAssistantCandidate(ID3568) => Min Interval: 12, Max Interval: 37
ResearchAssistantCandidate(ID3575) => Min Interval: 6, Max Interval: 47
ResearchAssistantCandidate(ID3576) => Min Interval: 12, Max Interval: 50
ResearchAssistantCandidate(ID3577) => Min Interval: 6, Max Interval: 40
ResearchAssistantCandidate(ID3578) => Min Interval: 10, Max Interval: 49
ResearchAssistantCandidate(ID3580) => Min Interval: 6, Max Interval: 47
ResearchAssistantCandidate(ID3582) => Min Interval: 3, Max Interval: 47
ResearchAssistantCandidate(ID3588) => Min Interval: 17, Max Interval: 47
ResearchAssistantCandidate(ID3594) => Min Interval: 28, Max Interval: 33
ResearchAssistantCandidate(ID3595) => Min Interval: 4, Max Interval: 49
ResearchAssistantCandidate(ID3597) => Min Interval: 32, Max Interval: 50
ResearchAssistantCandidate(ID3601) => Min Interval: 17, Max Interval: 48
ResearchAssistantCandidate(ID3603) => Min Interval: 3, Max Interval: 20
ResearchAssistantCandidate(ID3607) => Min Interval: 2, Max Interval: 39
ResearchAssistantCandidate(ID3615) => Min Interval: 14, Max Interval: 28
ResearchAssistantCandidate(ID3616) => Min Interval: 19, Max Interval: 34
ResearchAssistantCandidate(ID3617) => Min Interval: 8, Max Interval: 42
ResearchAssistantCandidate(ID3620) => Min Interval: 9, Max Interval: 48
ResearchAssistantCandidate(ID3621) => Min Interval: 11, Max Interval: 42
ResearchAssistantCandidate(ID3627) => Min Interval: 24, Max Interval: 49
ResearchAssistantCandidate(ID3630) => Min Interval: 15, Max Interval: 43
ResearchAssistantCandidate(ID3631) => Min Interval: 7, Max Interval: 43
ResearchAssistantCandidate(ID3635) => Min Interval: 23, Max Interval: 43
ResearchAssistantCandidate(ID3636) => Min Interval: 1, Max Interval: 50
ResearchAssistantCandidate(ID3642) => Min Interval: 9, Max Interval: 42
ResearchAssistantCandidate(ID3650) => Min Interval: 21, Max Interval: 48
ResearchAssistantCandidate(ID3652) => Min Interval: 8, Max Interval: 46
ResearchAssistantCandidate(ID3653) => Min Interval: 10, Max Interval: 24
ResearchAssistantCandidate(ID3654) => Min Interval: 39, Max Interval: 43
ResearchAssistantCandidate(ID3661) => Min Interval: 43, Max Interval: 45
ResearchAssistantCandidate(ID3666) => Min Interval: 8, Max Interval: 33
ResearchAssistantCandidate(ID3667) => Min Interval: 32, Max Interval: 41
ResearchAssistantCandidate(ID3682) => Min Interval: 26, Max Interval: 35
ResearchAssistantCandidate(ID3690) => Min Interval: 23, Max Interval: 43
ResearchAssistantCandidate(ID3692) => Min Interval: 20, Max Interval: 46
ResearchAssistantCandidate(ID3696) => Min Interval: 17, Max Interval: 49
ResearchAssistantCandidate(ID3697) => Min Interval: 5, Max Interval: 27
ResearchAssistantCandidate(ID3698) => Min Interval: 13, Max Interval: 40
ResearchAssistantCandidate(ID3699) => Min Interval: 7, Max Interval: 31
ResearchAssistantCandidate(ID3702) => Min Interval: 18, Max Interval: 44
ResearchAssistantCandidate(ID3703) => Min Interval: 11, Max Interval: 41
ResearchAssistantCandidate(ID3712) => Min Interval: 37, Max Interval: 39
ResearchAssistantCandidate(ID3714) => Min Interval: 18, Max Interval: 19
ResearchAssistantCandidate(ID3720) => Min Interval: 11, Max Interval: 49
ResearchAssistantCandidate(ID3721) => Min Interval: 34, Max Interval: 50
ResearchAssistantCandidate(ID3724) => Min Interval: 11, Max Interval: 20
ResearchAssistantCandidate(ID3733) => Min Interval: 21, Max Interval: 50
ResearchAssistantCandidate(ID3748) => Min Interval: 19, Max Interval: 32
ResearchAssistantCandidate(ID3758) => Min Interval: 16, Max Interval: 50
ResearchAssistantCandidate(ID3759) => Min Interval: 23, Max Interval: 48
ResearchAssistantCandidate(ID3762) => Min Interval: 15, Max Interval: 47
ResearchAssistantCandidate(ID3770) => Min Interval: 6, Max Interval: 35
ResearchAssistantCandidate(ID3772) => Min Interval: 6, Max Interval: 40
ResearchAssistantCandidate(ID3786) => Min Interval: 7, Max Interval: 34
ResearchAssistantCandidate(ID3791) => Min Interval: 19, Max Interval: 37
ResearchAssistantCandidate(ID3792) => Min Interval: 11, Max Interval: 37
ResearchAssistantCandidate(ID3818) => Min Interval: 27, Max Interval: 49
ResearchAssistantCandidate(ID3824) => Min Interval: 8, Max Interval: 20
ResearchAssistantCandidate(ID3854) => Min Interval: 5, Max Interval: 18
ResearchAssistantCandidate(ID3856) => Min Interval: 16, Max Interval: 44
ResearchAssistantCandidate(ID3857) => Min Interval: 7, Max Interval: 37
ResearchAssistantCandidate(ID3858) => Min Interval: 25, Max Interval: 49
ResearchAssistantCandidate(ID3868) => Min Interval: 7, Max Interval: 29
ResearchAssistantCandidate(ID3869) => Min Interval: 7, Max Interval: 43
ResearchAssistantCandidate(ID3873) => Min Interval: 4, Max Interval: 44
ResearchAssistantCandidate(ID3878) => Min Interval: 7, Max Interval: 47
ResearchAssistantCandidate(ID3881) => Min Interval: 7, Max Interval: 43
ResearchAssistantCandidate(ID3883) => Min Interval: 31, Max Interval: 46
ResearchAssistantCandidate(ID3884) => Min Interval: 15, Max Interval: 44
ResearchAssistantCandidate(ID3885) => Min Interval: 26, Max Interval: 33
ResearchAssistantCandidate(ID3887) => Min Interval: 2, Max Interval: 47
ResearchAssistantCandidate(ID3888) => Min Interval: 18, Max Interval: 40
ResearchAssistantCandidate(ID3889) => Min Interval: 16, Max Interval: 39
ResearchAssistantCandidate(ID3891) => Min Interval: 7, Max Interval: 47
ResearchAssistantCandidate(ID3892) => Min Interval: 1, Max Interval: 27
ResearchAssistantCandidate(ID3895) => Min Interval: 30, Max Interval: 31
ResearchAssistantCandidate(ID3898) => Min Interval: 20, Max Interval: 29
ResearchAssistantCandidate(ID3900) => Min Interval: 17, Max Interval: 50
ResearchAssistantCandidate(ID3902) => Min Interval: 10, Max Interval: 41
ResearchAssistantCandidate(ID3904) => Min Interval: 31, Max Interval: 45
ResearchAssistantCandidate(ID3906) => Min Interval: 7, Max Interval: 20
ResearchAssistantCandidate(ID3908) => Min Interval: 0, Max Interval: 38
ResearchAssistantCandidate(ID3911) => Min Interval: 9, Max Interval: 39
ResearchAssistantCandidate(ID3917) => Min Interval: 6, Max Interval: 44
ResearchAssistantCandidate(ID3918) => Min Interval: 6, Max Interval: 42
ResearchAssistantCandidate(ID3920) => Min Interval: 4, Max Interval: 52
ResearchAssistantCandidate(ID3921) => Min Interval: 11, Max Interval: 28
ResearchAssistantCandidate(ID3924) => Min Interval: 10, Max Interval: 26
ResearchAssistantCandidate(ID3926) => Min Interval: 7, Max Interval: 18
ResearchAssistantCandidate(ID3929) => Min Interval: 11, Max Interval: 27
ResearchAssistantCandidate(ID3935) => Min Interval: 3, Max Interval: 52
ResearchAssistantCandidate(ID3936) => Min Interval: 15, Max Interval: 30
ResearchAssistantCandidate(ID3938) => Min Interval: 5, Max Interval: 49
ResearchAssistantCandidate(ID3939) => Min Interval: 13, Max Interval: 48
ResearchAssistantCandidate(ID3943) => Min Interval: 6, Max Interval: 46
ResearchAssistantCandidate(ID3945) => Min Interval: 13, Max Interval: 31
ResearchAssistantCandidate(ID3950) => Min Interval: 14, Max Interval: 48
ResearchAssistantCandidate(ID3951) => Min Interval: 17, Max Interval: 31
ResearchAssistantCandidate(ID3952) => Min Interval: 8, Max Interval: 22
ResearchAssistantCandidate(ID3955) => Min Interval: 31, Max Interval: 44
ResearchAssistantCandidate(ID3961) => Min Interval: 8, Max Interval: 43
ResearchAssistantCandidate(ID3962) => Min Interval: 17, Max Interval: 51
ResearchAssistantCandidate(ID3964) => Min Interval: 0, Max Interval: 47
ResearchAssistantCandidate(ID3965) => Min Interval: 11, Max Interval: 43
ResearchAssistantCandidate(ID3967) => Min Interval: 9, Max Interval: 47
ResearchAssistantCandidate(ID3969) => Min Interval: 7, Max Interval: 48
ResearchAssistantCandidate(ID3971) => Min Interval: 24, Max Interval: 50
ResearchAssistantCandidate(ID3973) => Min Interval: 7, Max Interval: 47
ResearchAssistantCandidate(ID3974) => Min Interval: 16, Max Interval: 19
ResearchAssistantCandidate(ID3975) => Min Interval: 10, Max Interval: 50
ResearchAssistantCandidate(ID3976) => Min Interval: 4, Max Interval: 33
ResearchAssistantCandidate(ID3979) => Min Interval: 1, Max Interval: 40
ResearchAssistantCandidate(ID3983) => Min Interval: 12, Max Interval: 26
ResearchAssistantCandidate(ID3985) => Min Interval: 31, Max Interval: 49
ResearchAssistantCandidate(ID3987) => Min Interval: 6, Max Interval: 19
ResearchAssistantCandidate(ID3988) => Min Interval: 8, Max Interval: 43
ResearchAssistantCandidate(ID3990) => Min Interval: 26, Max Interval: 51
ResearchAssistantCandidate(ID3991) => Min Interval: 29, Max Interval: 48
ResearchAssistantCandidate(ID3993) => Min Interval: 5, Max Interval: 24
ResearchAssistantCandidate(ID3994) => Min Interval: 34, Max Interval: 49
ResearchAssistantCandidate(ID3995) => Min Interval: 17, Max Interval: 30
ResearchAssistantCandidate(ID3997) => Min Interval: 17, Max Interval: 49
ResearchAssistantCandidate(ID3999) => Min Interval: 19, Max Interval: 35
ResearchAssistantCandidate(ID4000) => Min Interval: 7, Max Interval: 49
ResearchAssistantCandidate(ID4001) => Min Interval: 27, Max Interval: 46
ResearchAssistantCandidate(ID4002) => Min Interval: 7, Max Interval: 35
ResearchAssistantCandidate(ID4008) => Min Interval: 5, Max Interval: 48
ResearchAssistantCandidate(ID4013) => Min Interval: 14, Max Interval: 29
ResearchAssistantCandidate(ID4014) => Min Interval: 11, Max Interval: 46
ResearchAssistantCandidate(ID4015) => Min Interval: 18, Max Interval: 38
ResearchAssistantCandidate(ID4018) => Min Interval: 13, Max Interval: 41
ResearchAssistantCandidate(ID4022) => Min Interval: 30, Max Interval: 50
ResearchAssistantCandidate(ID4026) => Min Interval: 16, Max Interval: 34
ResearchAssistantCandidate(ID4027) => Min Interval: 15, Max Interval: 51
ResearchAssistantCandidate(ID4029) => Min Interval: 7, Max Interval: 47
ResearchAssistantCandidate(ID4030) => Min Interval: 9, Max Interval: 48
ResearchAssistantCandidate(ID4031) => Min Interval: 15, Max Interval: 21
ResearchAssistantCandidate(ID4032) => Min Interval: 13, Max Interval: 49
ResearchAssistantCandidate(ID4036) => Min Interval: 16, Max Interval: 42
ResearchAssistantCandidate(ID4039) => Min Interval: 7, Max Interval: 14
ResearchAssistantCandidate(ID4041) => Min Interval: 12, Max Interval: 45
ResearchAssistantCandidate(ID4043) => Min Interval: 19, Max Interval: 28
ResearchAssistantCandidate(ID4047) => Min Interval: 6, Max Interval: 45
ResearchAssistantCandidate(ID4050) => Min Interval: 1, Max Interval: 47
ResearchAssistantCandidate(ID4051) => Min Interval: 6, Max Interval: 39
ResearchAssistantCandidate(ID4056) => Min Interval: 16, Max Interval: 50
ResearchAssistantCandidate(ID4059) => Min Interval: 17, Max Interval: 44
ResearchAssistantCandidate(ID4060) => Min Interval: 7, Max Interval: 50
ResearchAssistantCandidate(ID4061) => Min Interval: 22, Max Interval: 39
ResearchAssistantCandidate(ID4066) => Min Interval: 9, Max Interval: 19
ResearchAssistantCandidate(ID4067) => Min Interval: 8, Max Interval: 41
ResearchAssistantCandidate(ID4068) => Min Interval: 9, Max Interval: 47
ResearchAssistantCandidate(ID4070) => Min Interval: 8, Max Interval: 50
ResearchAssistantCandidate(ID4072) => Min Interval: 8, Max Interval: 48
ResearchAssistantCandidate(ID4075) => Min Interval: 1, Max Interval: 27
ResearchAssistantCandidate(ID4077) => Min Interval: 0, Max Interval: 51
ResearchAssistantCandidate(ID4079) => Min Interval: 46, Max Interval: 47
ResearchAssistantCandidate(ID4080) => Min Interval: 15, Max Interval: 28
ResearchAssistantCandidate(ID4081) => Min Interval: 3, Max Interval: 48
ResearchAssistantCandidate(ID4083) => Min Interval: 0, Max Interval: 49
ResearchAssistantCandidate(ID4086) => Min Interval: 0, Max Interval: 51
ResearchAssistantCandidate(ID4088) => Min Interval: 9, Max Interval: 38
ResearchAssistantCandidate(ID4089) => Min Interval: 18, Max Interval: 31
ResearchAssistantCandidate(ID4093) => Min Interval: 5, Max Interval: 40
ResearchAssistantCandidate(ID4097) => Min Interval: 8, Max Interval: 48
ResearchAssistantCandidate(ID4100) => Min Interval: 9, Max Interval: 47
ResearchAssistantCandidate(ID4104) => Min Interval: 12, Max Interval: 44
ResearchAssistantCandidate(ID4107) => Min Interval: 18, Max Interval: 44
ResearchAssistantCandidate(ID4108) => Min Interval: 47, Max Interval: 47
ResearchAssistantCandidate(ID4111) => Min Interval: 8, Max Interval: 47
ResearchAssistantCandidate(ID4113) => Min Interval: 7, Max Interval: 51
ResearchAssistantCandidate(ID4114) => Min Interval: 6, Max Interval: 42
ResearchAssistantCandidate(ID4117) => Min Interval: 6, Max Interval: 40
ResearchAssistantCandidate(ID4119) => Min Interval: 12, Max Interval: 30
ResearchAssistantCandidate(ID4120) => Min Interval: 14, Max Interval: 43
ResearchAssistantCandidate(ID4122) => Min Interval: 27, Max Interval: 32
ResearchAssistantCandidate(ID4125) => Min Interval: 25, Max Interval: 37
ResearchAssistantCandidate(ID4127) => Min Interval: 17, Max Interval: 33
ResearchAssistantCandidate(ID4128) => Min Interval: 13, Max Interval: 13
ResearchAssistantCandidate(ID4129) => Min Interval: 22, Max Interval: 43
ResearchAssistantCandidate(ID4131) => Min Interval: 0, Max Interval: 47
ResearchAssistantCandidate(ID4133) => Min Interval: 21, Max Interval: 44
ResearchAssistantCandidate(ID4134) => Min Interval: 13, Max Interval: 23
ResearchAssistantCandidate(ID4136) => Min Interval: 33, Max Interval: 47
ResearchAssistantCandidate(ID4139) => Min Interval: 5, Max Interval: 46
ResearchAssistantCandidate(ID4146) => Min Interval: 12, Max Interval: 45
ResearchAssistantCandidate(ID4149) => Min Interval: 36, Max Interval: 48
ResearchAssistantCandidate(ID4150) => Min Interval: 19, Max Interval: 50
ResearchAssistantCandidate(ID4151) => Min Interval: 25, Max Interval: 45
ResearchAssistantCandidate(ID4153) => Min Interval: 3, Max Interval: 52
ResearchAssistantCandidate(ID4156) => Min Interval: 16, Max Interval: 39
ResearchAssistantCandidate(ID4157) => Min Interval: 19, Max Interval: 20
ResearchAssistantCandidate(ID4159) => Min Interval: 7, Max Interval: 36
ResearchAssistantCandidate(ID4165) => Min Interval: 0, Max Interval: 12
ResearchAssistantCandidate(ID4170) => Min Interval: 13, Max Interval: 38
ResearchAssistantCandidate(ID4172) => Min Interval: 4, Max Interval: 42
ResearchAssistantCandidate(ID4176) => Min Interval: 20, Max Interval: 30
ResearchAssistantCandidate(ID4177) => Min Interval: 15, Max Interval: 34
ResearchAssistantCandidate(ID4178) => Min Interval: 42, Max Interval: 42
ResearchAssistantCandidate(ID4180) => Min Interval: 6, Max Interval: 41
ResearchAssistantCandidate(ID4181) => Min Interval: 27, Max Interval: 45
ResearchAssistantCandidate(ID4183) => Min Interval: 7, Max Interval: 32
ResearchAssistantCandidate(ID4186) => Min Interval: 8, Max Interval: 51
ResearchAssistantCandidate(ID4188) => Min Interval: 3, Max Interval: 41
ResearchAssistantCandidate(ID4189) => Min Interval: 18, Max Interval: 40
