Stored fact information:
ResearchAssistant(ID0) => Min Interval: 32, Max Interval: 40
ResearchAssistant(ID4573) => Min Interval: 44, Max Interval: 49
ResearchAssistant(ID4576) => Min Interval: 23, Max Interval: 50
ResearchAssistant(ID4577) => Min Interval: 20, Max Interval: 42
ResearchAssistant(ID4583) => Min Interval: 14, Max Interval: 37
ResearchAssistant(ID4584) => Min Interval: 36, Max Interval: 40
ResearchAssistant(ID4585) => Min Interval: 12, Max Interval: 25
ResearchAssistant(ID4586) => Min Interval: 16, Max Interval: 46
ResearchAssistant(ID4587) => Min Interval: 14, Max Interval: 49
ResearchAssistant(ID4588) => Min Interval: 1, Max Interval: 43
ResearchAssistant(ID4591) => Min Interval: 20, Max Interval: 31
ResearchAssistant(ID4595) => Min Interval: 47, Max Interval: 49
ResearchAssistant(ID4596) => Min Interval: 31, Max Interval: 39
ResearchAssistant(ID4597) => Min Interval: 38, Max Interval: 47
ResearchAssistant(ID4600) => Min Interval: 18, Max Interval: 40
ResearchAssistant(ID4605) => Min Interval: 31, Max Interval: 49
ResearchAssistant(ID4609) => Min Interval: 14, Max Interval: 50
ResearchAssistant(ID4611) => Min Interval: 26, Max Interval: 39
ResearchAssistant(ID4615) => Min Interval: 22, Max Interval: 42
ResearchAssistant(ID4618) => Min Interval: 22, Max Interval: 46
ResearchAssistant(ID4622) => Min Interval: 30, Max Interval: 41
ResearchAssistant(ID4624) => Min Interval: 10, Max Interval: 20
ResearchAssistant(ID4626) => Min Interval: 16, Max Interval: 43
ResearchAssistant(ID4628) => Min Interval: 33, Max Interval: 43
ResearchAssistant(ID4629) => Min Interval: 15, Max Interval: 29
ResearchAssistant(ID4631) => Min Interval: 17, Max Interval: 48
ResearchAssistant(ID4632) => Min Interval: 10, Max Interval: 44
ResearchAssistant(ID4635) => Min Interval: 13, Max Interval: 46
ResearchAssistant(ID4638) => Min Interval: 41, Max Interval: 47
ResearchAssistant(ID4639) => Min Interval: 27, Max Interval: 31
ResearchAssistant(ID4641) => Min Interval: 13, Max Interval: 43
ResearchAssistant(ID4642) => Min Interval: 13, Max Interval: 50
ResearchAssistant(ID4643) => Min Interval: 18, Max Interval: 42
ResearchAssistant(ID4650) => Min Interval: 23, Max Interval: 50
ResearchAssistant(ID4652) => Min Interval: 28, Max Interval: 49
ResearchAssistant(ID4658) => Min Interval: 35, Max Interval: 52
ResearchAssistant(ID4663) => Min Interval: 13, Max Interval: 39
ResearchAssistant(ID4664) => Min Interval: 34, Max Interval: 35
ResearchAssistant(ID4668) => Min Interval: 10, Max Interval: 41
ResearchAssistant(ID4670) => Min Interval: 17, Max Interval: 51
ResearchAssistant(ID4671) => Min Interval: 12, Max Interval: 37
ResearchAssistant(ID4677) => Min Interval: 11, Max Interval: 49
ResearchAssistant(ID4682) => Min Interval: 16, Max Interval: 52
ResearchAssistant(ID4685) => Min Interval: 16, Max Interval: 24
ResearchAssistant(ID4686) => Min Interval: 31, Max Interval: 48
ResearchAssistant(ID4688) => Min Interval: 17, Max Interval: 47
ResearchAssistant(ID4693) => Min Interval: 13, Max Interval: 19
ResearchAssistant(ID4700) => Min Interval: 11, Max Interval: 37
ResearchAssistant(ID4701) => Min Interval: 10, Max Interval: 45
ResearchAssistant(ID4702) => Min Interval: 27, Max Interval: 40
ResearchAssistant(ID4707) => Min Interval: 12, Max Interval: 36
ResearchAssistant(ID4713) => Min Interval: 19, Max Interval: 31
ResearchAssistant(ID4719) => Min Interval: 14, Max Interval: 38
ResearchAssistant(ID4720) => Min Interval: 10, Max Interval: 34
ResearchAssistant(ID4729) => Min Interval: 18, Max Interval: 33
ResearchAssistant(ID4731) => Min Interval: 14, Max Interval: 31
ResearchAssistant(ID4743) => Min Interval: 22, Max Interval: 32
ResearchAssistant(ID4745) => Min Interval: 13, Max Interval: 42
ResearchAssistant(ID4747) => Min Interval: 11, Max Interval: 49
ResearchAssistant(ID4750) => Min Interval: 23, Max Interval: 30
ResearchAssistant(ID4751) => Min Interval: 11, Max Interval: 41
ResearchAssistant(ID4758) => Min Interval: 26, Max Interval: 41
ResearchAssistant(ID4762) => Min Interval: 11, Max Interval: 37
ResearchAssistant(ID4764) => Min Interval: 16, Max Interval: 50
ResearchAssistant(ID4768) => Min Interval: 31, Max Interval: 42
ResearchAssistant(ID4773) => Min Interval: 30, Max Interval: 47
ResearchAssistant(ID4781) => Min Interval: 11, Max Interval: 38
ResearchAssistant(ID4782) => Min Interval: 18, Max Interval: 44
ResearchAssistant(ID4783) => Min Interval: 25, Max Interval: 37
ResearchAssistant(ID4787) => Min Interval: 13, Max Interval: 38
ResearchAssistant(ID4788) => Min Interval: 42, Max Interval: 50
ResearchAssistant(ID4789) => Min Interval: 12, Max Interval: 38
ResearchAssistant(ID4795) => Min Interval: 12, Max Interval: 47
ResearchAssistant(ID4806) => Min Interval: 20, Max Interval: 49
ResearchAssistant(ID4809) => Min Interval: 1, Max Interval: 45
ResearchAssistant(ID4821) => Min Interval: 26, Max Interval: 41
ResearchAssistant(ID4842) => Min Interval: 22, Max Interval: 44
ResearchAssistant(ID4886) => Min Interval: 11, Max Interval: 30
ResearchAssistant(ID4892) => Min Interval: 11, Max Interval: 32
ResearchAssistant(ID4895) => Min Interval: 11, Max Interval: 44
ResearchAssistant(ID4897) => Min Interval: 21, Max Interval: 40
ResearchAssistant(ID4902) => Min Interval: 20, Max Interval: 45
ResearchAssistant(ID4904) => Min Interval: 4, Max Interval: 43
ResearchAssistant(ID4907) => Min Interval: 2, Max Interval: 48
ResearchAssistant(ID4909) => Min Interval: 8, Max Interval: 48
ResearchAssistant(ID4910) => Min Interval: 10, Max Interval: 11
ResearchAssistant(ID4913) => Min Interval: 14, Max Interval: 38
ResearchAssistant(ID4915) => Min Interval: 12, Max Interval: 27
ResearchAssistant(ID4917) => Min Interval: 3, Max Interval: 49
ResearchAssistant(ID4918) => Min Interval: 22, Max Interval: 42
ResearchAssistant(ID4920) => Min Interval: 14, Max Interval: 37
ResearchAssistant(ID4921) => Min Interval: 37, Max Interval: 43
ResearchAssistant(ID4923) => Min Interval: 23, Max Interval: 32
ResearchAssistant(ID4925) => Min Interval: 19, Max Interval: 37
ResearchAssistant(ID4933) => Min Interval: 23, Max Interval: 47
ResearchAssistant(ID4935) => Min Interval: 27, Max Interval: 45
ResearchAssistant(ID4937) => Min Interval: 29, Max Interval: 43
ResearchAssistant(ID4939) => Min Interval: 14, Max Interval: 46
ResearchAssistant(ID4940) => Min Interval: 11, Max Interval: 34
ResearchAssistant(ID4943) => Min Interval: 6, Max Interval: 51
ResearchAssistant(ID4946) => Min Interval: 21, Max Interval: 41
ResearchAssistant(ID4947) => Min Interval: 34, Max Interval: 39
ResearchAssistant(ID4954) => Min Interval: 31, Max Interval: 50
ResearchAssistant(ID4956) => Min Interval: 13, Max Interval: 42
ResearchAssistant(ID4958) => Min Interval: 30, Max Interval: 49
ResearchAssistant(ID4960) => Min Interval: 25, Max Interval: 37
ResearchAssistant(ID4966) => Min Interval: 17, Max Interval: 47
ResearchAssistant(ID4968) => Min Interval: 16, Max Interval: 34
ResearchAssistant(ID4969) => Min Interval: 10, Max Interval: 23
ResearchAssistant(ID4971) => Min Interval: 12, Max Interval: 43
ResearchAssistant(ID4974) => Min Interval: 15, Max Interval: 42
ResearchAssistant(ID4977) => Min Interval: 24, Max Interval: 28
ResearchAssistant(ID4979) => Min Interval: 13, Max Interval: 39
ResearchAssistant(ID4981) => Min Interval: 23, Max Interval: 48
ResearchAssistant(ID4983) => Min Interval: 8, Max Interval: 38
ResearchAssistant(ID4985) => Min Interval: 28, Max Interval: 29
ResearchAssistant(ID4990) => Min Interval: 6, Max Interval: 42
ResearchAssistant(ID4991) => Min Interval: 16, Max Interval: 25
ResearchAssistant(ID4993) => Min Interval: 9, Max Interval: 46
ResearchAssistant(ID4994) => Min Interval: 2, Max Interval: 47
ResearchAssistant(ID4995) => Min Interval: 6, Max Interval: 50
ResearchAssistant(ID4997) => Min Interval: 15, Max Interval: 50
ResearchAssistant(ID5001) => Min Interval: 22, Max Interval: 45
ResearchAssistant(ID5003) => Min Interval: 23, Max Interval: 43
ResearchAssistant(ID5004) => Min Interval: 3, Max Interval: 50
ResearchAssistant(ID5006) => Min Interval: 17, Max Interval: 32
ResearchAssistant(ID5010) => Min Interval: 11, Max Interval: 40
ResearchAssistant(ID5013) => Min Interval: 4, Max Interval: 48
ResearchAssistant(ID5015) => Min Interval: 39, Max Interval: 41
ResearchAssistant(ID5019) => Min Interval: 11, Max Interval: 43
ResearchAssistant(ID5022) => Min Interval: 15, Max Interval: 49
ResearchAssistant(ID5023) => Min Interval: 16, Max Interval: 40
ResearchAssistant(ID5025) => Min Interval: 10, Max Interval: 43
ResearchAssistant(ID5027) => Min Interval: 23, Max Interval: 45
ResearchAssistant(ID5029) => Min Interval: 19, Max Interval: 49
ResearchAssistant(ID5031) => Min Interval: 19, Max Interval: 44
ResearchAssistant(ID5035) => Min Interval: 13, Max Interval: 41
ResearchAssistant(ID5036) => Min Interval: 11, Max Interval: 47
ResearchAssistant(ID5038) => Min Interval: 22, Max Interval: 46
ResearchAssistant(ID5041) => Min Interval: 12, Max Interval: 26
ResearchAssistant(ID5042) => Min Interval: 18, Max Interval: 21
ResearchAssistant(ID5045) => Min Interval: 44, Max Interval: 46
ResearchAssistant(ID5047) => Min Interval: 18, Max Interval: 47
ResearchAssistant(ID5048) => Min Interval: 24, Max Interval: 40
ResearchAssistant(ID5051) => Min Interval: 14, Max Interval: 37
ResearchAssistant(ID5052) => Min Interval: 23, Max Interval: 40
ResearchAssistant(ID5053) => Min Interval: 34, Max Interval: 45
ResearchAssistant(ID5054) => Min Interval: 33, Max Interval: 48
ResearchAssistant(ID5055) => Min Interval: 21, Max Interval: 38
ResearchAssistant(ID5058) => Min Interval: 48, Max Interval: 49
ResearchAssistant(ID5060) => Min Interval: 38, Max Interval: 43
ResearchAssistant(ID5063) => Min Interval: 12, Max Interval: 39
ResearchAssistant(ID5064) => Min Interval: 25, Max Interval: 43
ResearchAssistant(ID5067) => Min Interval: 45, Max Interval: 49
ResearchAssistant(ID5068) => Min Interval: 20, Max Interval: 43
ResearchAssistant(ID5070) => Min Interval: 2, Max Interval: 43
ResearchAssistant(ID5072) => Min Interval: 34, Max Interval: 37
ResearchAssistant(ID5073) => Min Interval: 22, Max Interval: 50
ResearchAssistant(ID5074) => Min Interval: 16, Max Interval: 43
ResearchAssistant(ID5075) => Min Interval: 23, Max Interval: 50
ResearchAssistant(ID5079) => Min Interval: 0, Max Interval: 47
ResearchAssistant(ID5080) => Min Interval: 23, Max Interval: 31
ResearchAssistant(ID5081) => Min Interval: 24, Max Interval: 38
ResearchAssistant(ID5083) => Min Interval: 12, Max Interval: 45
ResearchAssistant(ID5087) => Min Interval: 49, Max Interval: 49
ResearchAssistant(ID5089) => Min Interval: 20, Max Interval: 44
ResearchAssistant(ID5090) => Min Interval: 10, Max Interval: 49
ResearchAssistant(ID5091) => Min Interval: 13, Max Interval: 37
ResearchAssistant(ID5092) => Min Interval: 26, Max Interval: 32
ResearchAssistant(ID5093) => Min Interval: 40, Max Interval: 46
ResearchAssistant(ID5094) => Min Interval: 40, Max Interval: 49
ResearchAssistant(ID5097) => Min Interval: 14, Max Interval: 38
ResearchAssistant(ID5098) => Min Interval: 23, Max Interval: 26
ResearchAssistant(ID5103) => Min Interval: 2, Max Interval: 36
ResearchAssistant(ID5108) => Min Interval: 9, Max Interval: 43
ResearchAssistant(ID5111) => Min Interval: 40, Max Interval: 46
ResearchAssistant(ID5112) => Min Interval: 8, Max Interval: 35
ResearchAssistant(ID5113) => Min Interval: 14, Max Interval: 33
ResearchAssistant(ID5116) => Min Interval: 12, Max Interval: 43
ResearchAssistant(ID5119) => Min Interval: 37, Max Interval: 39
ResearchAssistant(ID5121) => Min Interval: 4, Max Interval: 47
ResearchAssistant(ID5122) => Min Interval: 18, Max Interval: 33
ResearchAssistant(ID5123) => Min Interval: 14, Max Interval: 49
ResearchAssistant(ID5125) => Min Interval: 1, Max Interval: 44
ResearchAssistant(ID5126) => Min Interval: 0, Max Interval: 45
ResearchAssistant(ID5128) => Min Interval: 11, Max Interval: 50
ResearchAssistant(ID5129) => Min Interval: 7, Max Interval: 50
ResearchAssistant(ID5130) => Min Interval: 28, Max Interval: 42
ResearchAssistant(ID5131) => Min Interval: 0, Max Interval: 47
ResearchAssistant(ID5132) => Min Interval: 11, Max Interval: 48
ResearchAssistant(ID5134) => Min Interval: 17, Max Interval: 45
ResearchAssistant(ID5137) => Min Interval: 26, Max Interval: 40
ResearchAssistant(ID5139) => Min Interval: 13, Max Interval: 49
ResearchAssistant(ID5140) => Min Interval: 3, Max Interval: 52
ResearchAssistant(ID5143) => Min Interval: 20, Max Interval: 48
ResearchAssistant(ID5145) => Min Interval: 15, Max Interval: 42
ResearchAssistant(ID5148) => Min Interval: 3, Max Interval: 38
ResearchAssistant(ID5150) => Min Interval: 3, Max Interval: 50
ResearchAssistant(ID5151) => Min Interval: 21, Max Interval: 49
ResearchAssistant(ID5153) => Min Interval: 13, Max Interval: 49
ResearchAssistant(ID5154) => Min Interval: 13, Max Interval: 45
ResearchAssistant(ID5155) => Min Interval: 13, Max Interval: 20
ResearchAssistant(ID5156) => Min Interval: 14, Max Interval: 22
ResearchAssistant(ID5157) => Min Interval: 11, Max Interval: 47
ResearchAssistant(ID5158) => Min Interval: 28, Max Interval: 48
ResearchAssistant(ID5163) => Min Interval: 20, Max Interval: 25
ResearchAssistant(ID5165) => Min Interval: 18, Max Interval: 34
ResearchAssistant(ID5167) => Min Interval: 15, Max Interval: 45
ResearchAssistant(ID5169) => Min Interval: 13, Max Interval: 41
ResearchAssistant(ID5171) => Min Interval: 10, Max Interval: 50
ResearchAssistant(ID5173) => Min Interval: 35, Max Interval: 48
ResearchAssistant(ID5174) => Min Interval: 27, Max Interval: 48
ResearchAssistant(ID5180) => Min Interval: 14, Max Interval: 39
ResearchAssistant(ID5182) => Min Interval: 11, Max Interval: 49
ResearchAssistant(ID5184) => Min Interval: 27, Max Interval: 49
ResearchAssistant(ID5187) => Min Interval: 11, Max Interval: 52
ResearchAssistant(ID5188) => Min Interval: 21, Max Interval: 40
ResearchAssistant(ID5189) => Min Interval: 38, Max Interval: 48
ResearchAssistant(ID5195) => Min Interval: 15, Max Interval: 41
ResearchAssistant(ID5200) => Min Interval: 41, Max Interval: 50
ResearchAssistant(ID5201) => Min Interval: 10, Max Interval: 50
ResearchAssistant(ID5203) => Min Interval: 16, Max Interval: 30
ResearchAssistant(ID5204) => Min Interval: 22, Max Interval: 37
ResearchAssistant(ID5205) => Min Interval: 1, Max Interval: 49
ResearchAssistant(ID5209) => Min Interval: 9, Max Interval: 31
ResearchAssistant(ID5211) => Min Interval: 5, Max Interval: 51
ResearchAssistant(ID5212) => Min Interval: 14, Max Interval: 48
ResearchAssistant(ID5214) => Min Interval: 12, Max Interval: 49
ResearchAssistant(ID5216) => Min Interval: 12, Max Interval: 40
ResearchAssistant(ID5217) => Min Interval: 6, Max Interval: 48
ResearchAssistant(ID5220) => Min Interval: 38, Max Interval: 44
ResearchAssistant(ID5221) => Min Interval: 1, Max Interval: 52
ResearchAssistant(ID5223) => Min Interval: 16, Max Interval: 46
ResearchAssistant(ID5225) => Min Interval: 10, Max Interval: 47
ResearchAssistant(ID5227) => Min Interval: 2, Max Interval: 48
ResearchAssistant(ID5229) => Min Interval: 25, Max Interval: 50
ResearchAssistant(ID5230) => Min Interval: 21, Max Interval: 49
ResearchAssistant(ID5233) => Min Interval: 16, Max Interval: 43
ResearchAssistant(ID5235) => Min Interval: 7, Max Interval: 45
ResearchAssistant(ID5236) => Min Interval: 16, Max Interval: 50
ResearchAssistant(ID5239) => Min Interval: 25, Max Interval: 29
ResearchAssistant(ID5240) => Min Interval: 20, Max Interval: 43
ResearchAssistant(ID5242) => Min Interval: 18, Max Interval: 48
ResearchAssistant(ID5247) => Min Interval: 25, Max Interval: 44
ResearchAssistant(ID5250) => Min Interval: 20, Max Interval: 45
ResearchAssistant(ID5252) => Min Interval: 21, Max Interval: 42
ResearchAssistant(ID5256) => Min Interval: 12, Max Interval: 36
ResearchAssistant(ID5259) => Min Interval: 11, Max Interval: 38
ResearchAssistant(ID5263) => Min Interval: 1, Max Interval: 42
ResearchAssistant(ID5266) => Min Interval: 13, Max Interval: 49
ResearchAssistant(ID5269) => Min Interval: 5, Max Interval: 52
ResearchAssistant(ID5271) => Min Interval: 22, Max Interval: 50
ResearchAssistant(ID5272) => Min Interval: 16, Max Interval: 39
ResearchAssistant(ID5273) => Min Interval: 16, Max Interval: 27
ResearchAssistant(ID5274) => Min Interval: 42, Max Interval: 50
ResearchAssistant(ID5277) => Min Interval: 7, Max Interval: 38
ResearchAssistant(ID5278) => Min Interval: 22, Max Interval: 25
ResearchAssistant(ID5279) => Min Interval: 36, Max Interval: 44
ResearchAssistant(ID5280) => Min Interval: 12, Max Interval: 42
ResearchAssistant(ID5282) => Min Interval: 13, Max Interval: 47
ResearchAssistant(ID5283) => Min Interval: 14, Max Interval: 37
ResearchAssistant(ID5287) => Min Interval: 10, Max Interval: 32
ResearchAssistant(ID5288) => Min Interval: 0, Max Interval: 27
ResearchAssistant(ID5289) => Min Interval: 23, Max Interval: 27
ResearchAssistant(ID5291) => Min Interval: 11, Max Interval: 35
ResearchAssistant(ID5292) => Min Interval: 11, Max Interval: 39
ResearchAssistant(ID5293) => Min Interval: 44, Max Interval: 49
ResearchAssistant(ID5294) => Min Interval: 8, Max Interval: 13
ResearchAssistant(ID5298) => Min Interval: 38, Max Interval: 47
ResearchAssistant(ID5299) => Min Interval: 22, Max Interval: 26
ResearchAssistant(ID5301) => Min Interval: 32, Max Interval: 45
ResearchAssistant(ID5303) => Min Interval: 13, Max Interval: 45
ResearchAssistant(ID5305) => Min Interval: 27, Max Interval: 42
ResearchAssistant(ID5307) => Min Interval: 16, Max Interval: 32
ResearchAssistant(ID5309) => Min Interval: 15, Max Interval: 47
ResearchAssistant(ID5311) => Min Interval: 2, Max Interval: 43
ResearchAssistant(ID5315) => Min Interval: 6, Max Interval: 50
ResearchAssistant(ID5316) => Min Interval: 20, Max Interval: 38
ResearchAssistant(ID5317) => Min Interval: 31, Max Interval: 40
ResearchAssistant(ID5318) => Min Interval: 17, Max Interval: 26
ResearchAssistant(ID5319) => Min Interval: 6, Max Interval: 44
ResearchAssistant(ID5320) => Min Interval: 5, Max Interval: 46
ResearchAssistant(ID5321) => Min Interval: 15, Max Interval: 44
ResearchAssistant(ID5323) => Min Interval: 23, Max Interval: 45
