Stored fact information:
Employee(ID0) => Min Interval: 30, Max Interval: 41
Employee(ID4521) => Min Interval: 3, Max Interval: 49
Employee(ID4522) => Min Interval: 6, Max Interval: 53
Employee(ID4523) => Min Interval: 8, Max Interval: 26
Employee(ID4526) => Min Interval: 15, Max Interval: 39
Employee(ID4527) => Min Interval: 16, Max Interval: 45
Employee(ID4528) => Min Interval: 13, Max Interval: 39
Employee(ID4529) => Min Interval: 9, Max Interval: 53
Employee(ID4531) => Min Interval: 25, Max Interval: 49
Employee(ID4533) => Min Interval: 8, Max Interval: 43
Employee(ID4534) => Min Interval: 25, Max Interval: 26
Employee(ID4541) => Min Interval: 9, Max Interval: 47
Employee(ID4542) => Min Interval: 21, Max Interval: 40
Employee(ID4546) => Min Interval: 14, Max Interval: 25
Employee(ID4551) => Min Interval: 13, Max Interval: 42
Employee(ID4553) => Min Interval: 8, Max Interval: 35
Employee(ID4554) => Min Interval: 36, Max Interval: 50
Employee(ID4560) => Min Interval: 9, Max Interval: 45
Employee(ID4562) => Min Interval: 8, Max Interval: 43
Employee(ID4563) => Min Interval: 23, Max Interval: 45
Employee(ID4565) => Min Interval: 29, Max Interval: 44
Employee(ID4569) => Min Interval: 10, Max Interval: 50
Employee(ID4571) => Min Interval: 17, Max Interval: 51
Employee(ID4572) => Min Interval: 23, Max Interval: 37
Employee(ID4573) => Min Interval: 42, Max Interval: 50
Employee(ID4576) => Min Interval: 33, Max Interval: 51
Employee(ID4577) => Min Interval: 18, Max Interval: 43
Employee(ID4583) => Min Interval: 12, Max Interval: 38
Employee(ID4584) => Min Interval: 34, Max Interval: 35
Employee(ID4585) => Min Interval: 10, Max Interval: 26
Employee(ID4586) => Min Interval: 14, Max Interval: 47
Employee(ID4587) => Min Interval: 12, Max Interval: 50
Employee(ID4588) => Min Interval: 1, Max Interval: 48
Employee(ID4591) => Min Interval: 18, Max Interval: 32
Employee(ID4596) => Min Interval: 29, Max Interval: 40
Employee(ID4597) => Min Interval: 36, Max Interval: 48
Employee(ID4600) => Min Interval: 16, Max Interval: 41
Employee(ID4605) => Min Interval: 29, Max Interval: 50
Employee(ID4609) => Min Interval: 12, Max Interval: 51
Employee(ID4611) => Min Interval: 24, Max Interval: 40
Employee(ID4615) => Min Interval: 20, Max Interval: 43
Employee(ID4618) => Min Interval: 20, Max Interval: 47
Employee(ID4622) => Min Interval: 28, Max Interval: 42
Employee(ID4624) => Min Interval: 8, Max Interval: 21
Employee(ID4626) => Min Interval: 14, Max Interval: 44
Employee(ID4628) => Min Interval: 31, Max Interval: 44
Employee(ID4629) => Min Interval: 13, Max Interval: 30
Employee(ID4631) => Min Interval: 15, Max Interval: 49
Employee(ID4632) => Min Interval: 8, Max Interval: 45
Employee(ID4635) => Min Interval: 11, Max Interval: 47
Employee(ID4638) => Min Interval: 39, Max Interval: 48
Employee(ID4639) => Min Interval: 25, Max Interval: 26
Employee(ID4641) => Min Interval: 11, Max Interval: 44
Employee(ID4642) => Min Interval: 11, Max Interval: 51
Employee(ID4643) => Min Interval: 32, Max Interval: 43
Employee(ID4650) => Min Interval: 21, Max Interval: 51
Employee(ID4652) => Min Interval: 26, Max Interval: 50
Employee(ID4658) => Min Interval: 33, Max Interval: 52
Employee(ID4663) => Min Interval: 11, Max Interval: 40
Employee(ID4668) => Min Interval: 8, Max Interval: 42
Employee(ID4670) => Min Interval: 17, Max Interval: 52
Employee(ID4671) => Min Interval: 10, Max Interval: 38
Employee(ID4677) => Min Interval: 9, Max Interval: 50
Employee(ID4682) => Min Interval: 14, Max Interval: 53
Employee(ID4685) => Min Interval: 14, Max Interval: 25
Employee(ID4686) => Min Interval: 29, Max Interval: 49
Employee(ID4688) => Min Interval: 15, Max Interval: 48
Employee(ID4693) => Min Interval: 11, Max Interval: 20
Employee(ID4700) => Min Interval: 9, Max Interval: 38
Employee(ID4701) => Min Interval: 8, Max Interval: 50
Employee(ID4702) => Min Interval: 25, Max Interval: 41
Employee(ID4707) => Min Interval: 10, Max Interval: 37
Employee(ID4713) => Min Interval: 17, Max Interval: 32
Employee(ID4719) => Min Interval: 12, Max Interval: 39
Employee(ID4720) => Min Interval: 8, Max Interval: 35
Employee(ID4729) => Min Interval: 16, Max Interval: 34
Employee(ID4731) => Min Interval: 12, Max Interval: 20
Employee(ID4743) => Min Interval: 20, Max Interval: 33
Employee(ID4745) => Min Interval: 11, Max Interval: 43
Employee(ID4747) => Min Interval: 9, Max Interval: 50
Employee(ID4750) => Min Interval: 21, Max Interval: 31
Employee(ID4751) => Min Interval: 9, Max Interval: 42
Employee(ID4758) => Min Interval: 24, Max Interval: 42
Employee(ID4762) => Min Interval: 9, Max Interval: 38
Employee(ID4764) => Min Interval: 14, Max Interval: 51
Employee(ID4768) => Min Interval: 29, Max Interval: 43
Employee(ID4773) => Min Interval: 28, Max Interval: 48
Employee(ID4781) => Min Interval: 9, Max Interval: 39
Employee(ID4782) => Min Interval: 16, Max Interval: 45
Employee(ID4783) => Min Interval: 23, Max Interval: 38
Employee(ID4787) => Min Interval: 11, Max Interval: 39
Employee(ID4788) => Min Interval: 40, Max Interval: 51
Employee(ID4789) => Min Interval: 10, Max Interval: 39
Employee(ID4795) => Min Interval: 10, Max Interval: 48
Employee(ID4806) => Min Interval: 18, Max Interval: 50
Employee(ID4809) => Min Interval: 0, Max Interval: 46
Employee(ID4821) => Min Interval: 24, Max Interval: 42
Employee(ID4842) => Min Interval: 20, Max Interval: 45
Employee(ID4886) => Min Interval: 9, Max Interval: 31
Employee(ID4889) => Min Interval: 4, Max Interval: 99
Employee(ID4891) => Min Interval: 0, Max Interval: 99
Employee(ID4892) => Min Interval: 26, Max Interval: 27
Employee(ID4895) => Min Interval: 9, Max Interval: 49
Employee(ID4897) => Min Interval: 19, Max Interval: 41
Employee(ID4900) => Min Interval: 1, Max Interval: 99
Employee(ID4901) => Min Interval: 0, Max Interval: 99
Employee(ID4902) => Min Interval: 18, Max Interval: 46
Employee(ID4904) => Min Interval: 4, Max Interval: 46
Employee(ID4907) => Min Interval: 2, Max Interval: 53
Employee(ID4909) => Min Interval: 8, Max Interval: 53
Employee(ID4911) => Min Interval: 0, Max Interval: 99
Employee(ID4913) => Min Interval: 12, Max Interval: 39
Employee(ID4915) => Min Interval: 10, Max Interval: 28
Employee(ID4917) => Min Interval: 3, Max Interval: 54
Employee(ID4918) => Min Interval: 20, Max Interval: 43
Employee(ID4920) => Min Interval: 12, Max Interval: 38
Employee(ID4921) => Min Interval: 35, Max Interval: 44
Employee(ID4922) => Min Interval: 2, Max Interval: 99
Employee(ID4923) => Min Interval: 21, Max Interval: 33
Employee(ID4925) => Min Interval: 17, Max Interval: 38
Employee(ID4927) => Min Interval: 1, Max Interval: 99
Employee(ID4930) => Min Interval: 0, Max Interval: 99
Employee(ID4933) => Min Interval: 21, Max Interval: 48
Employee(ID4935) => Min Interval: 25, Max Interval: 46
Employee(ID4936) => Min Interval: 3, Max Interval: 99
Employee(ID4937) => Min Interval: 27, Max Interval: 48
Employee(ID4939) => Min Interval: 12, Max Interval: 47
Employee(ID4940) => Min Interval: 9, Max Interval: 35
Employee(ID4943) => Min Interval: 5, Max Interval: 54
Employee(ID4946) => Min Interval: 19, Max Interval: 42
Employee(ID4947) => Min Interval: 32, Max Interval: 40
Employee(ID4953) => Min Interval: 0, Max Interval: 99
Employee(ID4954) => Min Interval: 29, Max Interval: 51
Employee(ID4956) => Min Interval: 11, Max Interval: 43
Employee(ID4958) => Min Interval: 28, Max Interval: 50
Employee(ID4960) => Min Interval: 23, Max Interval: 38
Employee(ID4966) => Min Interval: 15, Max Interval: 48
Employee(ID4968) => Min Interval: 14, Max Interval: 35
Employee(ID4969) => Min Interval: 8, Max Interval: 24
Employee(ID4971) => Min Interval: 10, Max Interval: 44
Employee(ID4977) => Min Interval: 22, Max Interval: 23
Employee(ID4979) => Min Interval: 11, Max Interval: 12
Employee(ID4980) => Min Interval: 0, Max Interval: 99
Employee(ID4981) => Min Interval: 21, Max Interval: 49
Employee(ID4983) => Min Interval: 6, Max Interval: 43
Employee(ID4988) => Min Interval: 2, Max Interval: 99
Employee(ID4990) => Min Interval: 4, Max Interval: 47
Employee(ID4991) => Min Interval: 14, Max Interval: 26
Employee(ID4993) => Min Interval: 7, Max Interval: 49
Employee(ID4994) => Min Interval: 3, Max Interval: 52
Employee(ID4995) => Min Interval: 4, Max Interval: 51
Employee(ID4997) => Min Interval: 13, Max Interval: 51
Employee(ID5001) => Min Interval: 20, Max Interval: 46
Employee(ID5003) => Min Interval: 21, Max Interval: 48
Employee(ID5004) => Min Interval: 2, Max Interval: 53
Employee(ID5006) => Min Interval: 15, Max Interval: 33
Employee(ID5010) => Min Interval: 9, Max Interval: 45
Employee(ID5013) => Min Interval: 5, Max Interval: 49
Employee(ID5014) => Min Interval: 1, Max Interval: 99
Employee(ID5019) => Min Interval: 9, Max Interval: 23
Employee(ID5020) => Min Interval: 0, Max Interval: 99
Employee(ID5022) => Min Interval: 39, Max Interval: 50
Employee(ID5023) => Min Interval: 14, Max Interval: 41
Employee(ID5025) => Min Interval: 8, Max Interval: 48
Employee(ID5026) => Min Interval: 0, Max Interval: 99
Employee(ID5027) => Min Interval: 21, Max Interval: 46
Employee(ID5029) => Min Interval: 17, Max Interval: 50
Employee(ID5031) => Min Interval: 17, Max Interval: 45
Employee(ID5034) => Min Interval: 0, Max Interval: 99
Employee(ID5035) => Min Interval: 11, Max Interval: 46
Employee(ID5036) => Min Interval: 9, Max Interval: 48
Employee(ID5038) => Min Interval: 20, Max Interval: 47
Employee(ID5040) => Min Interval: 0, Max Interval: 99
Employee(ID5041) => Min Interval: 10, Max Interval: 27
Employee(ID5042) => Min Interval: 16, Max Interval: 16
Employee(ID5047) => Min Interval: 16, Max Interval: 48
Employee(ID5048) => Min Interval: 35, Max Interval: 35
Employee(ID5051) => Min Interval: 12, Max Interval: 38
Employee(ID5052) => Min Interval: 21, Max Interval: 41
Employee(ID5053) => Min Interval: 32, Max Interval: 46
Employee(ID5054) => Min Interval: 31, Max Interval: 49
Employee(ID5055) => Min Interval: 19, Max Interval: 39
Employee(ID5060) => Min Interval: 36, Max Interval: 44
Employee(ID5061) => Min Interval: 1, Max Interval: 99
Employee(ID5063) => Min Interval: 10, Max Interval: 40
Employee(ID5064) => Min Interval: 23, Max Interval: 44
Employee(ID5066) => Min Interval: 2, Max Interval: 99
Employee(ID5067) => Min Interval: 43, Max Interval: 44
Employee(ID5068) => Min Interval: 18, Max Interval: 44
Employee(ID5070) => Min Interval: 2, Max Interval: 48
Employee(ID5072) => Min Interval: 32, Max Interval: 32
Employee(ID5073) => Min Interval: 20, Max Interval: 54
Employee(ID5074) => Min Interval: 14, Max Interval: 44
Employee(ID5075) => Min Interval: 21, Max Interval: 54
Employee(ID5079) => Min Interval: 1, Max Interval: 52
Employee(ID5080) => Min Interval: 21, Max Interval: 32
Employee(ID5081) => Min Interval: 22, Max Interval: 39
Employee(ID5083) => Min Interval: 10, Max Interval: 46
Employee(ID5086) => Min Interval: 0, Max Interval: 99
Employee(ID5089) => Min Interval: 18, Max Interval: 45
Employee(ID5090) => Min Interval: 8, Max Interval: 18
Employee(ID5091) => Min Interval: 11, Max Interval: 38
Employee(ID5092) => Min Interval: 24, Max Interval: 33
Employee(ID5093) => Min Interval: 38, Max Interval: 47
Employee(ID5094) => Min Interval: 38, Max Interval: 50
Employee(ID5097) => Min Interval: 14, Max Interval: 43
Employee(ID5098) => Min Interval: 21, Max Interval: 21
Employee(ID5101) => Min Interval: 0, Max Interval: 99
Employee(ID5103) => Min Interval: 0, Max Interval: 41
Employee(ID5108) => Min Interval: 7, Max Interval: 48
Employee(ID5111) => Min Interval: 38, Max Interval: 47
Employee(ID5112) => Min Interval: 6, Max Interval: 36
Employee(ID5113) => Min Interval: 12, Max Interval: 34
Employee(ID5115) => Min Interval: 4, Max Interval: 99
Employee(ID5116) => Min Interval: 10, Max Interval: 23
Employee(ID5121) => Min Interval: 4, Max Interval: 52
Employee(ID5122) => Min Interval: 16, Max Interval: 34
Employee(ID5123) => Min Interval: 12, Max Interval: 50
Employee(ID5125) => Min Interval: 2, Max Interval: 45
Employee(ID5126) => Min Interval: 1, Max Interval: 50
Employee(ID5128) => Min Interval: 9, Max Interval: 51
Employee(ID5129) => Min Interval: 5, Max Interval: 51
Employee(ID5130) => Min Interval: 26, Max Interval: 43
Employee(ID5131) => Min Interval: 1, Max Interval: 48
Employee(ID5132) => Min Interval: 9, Max Interval: 49
Employee(ID5134) => Min Interval: 15, Max Interval: 27
Employee(ID5136) => Min Interval: 0, Max Interval: 99
Employee(ID5137) => Min Interval: 24, Max Interval: 41
Employee(ID5139) => Min Interval: 11, Max Interval: 50
Employee(ID5140) => Min Interval: 1, Max Interval: 55
Employee(ID5143) => Min Interval: 18, Max Interval: 49
Employee(ID5145) => Min Interval: 13, Max Interval: 43
Employee(ID5148) => Min Interval: 3, Max Interval: 43
Employee(ID5150) => Min Interval: 3, Max Interval: 55
Employee(ID5151) => Min Interval: 19, Max Interval: 50
Employee(ID5153) => Min Interval: 11, Max Interval: 50
Employee(ID5154) => Min Interval: 11, Max Interval: 46
Employee(ID5155) => Min Interval: 11, Max Interval: 21
Employee(ID5156) => Min Interval: 12, Max Interval: 23
Employee(ID5157) => Min Interval: 9, Max Interval: 48
Employee(ID5158) => Min Interval: 26, Max Interval: 49
Employee(ID5163) => Min Interval: 18, Max Interval: 26
Employee(ID5165) => Min Interval: 16, Max Interval: 35
Employee(ID5167) => Min Interval: 13, Max Interval: 46
Employee(ID5169) => Min Interval: 11, Max Interval: 42
Employee(ID5170) => Min Interval: 0, Max Interval: 99
Employee(ID5171) => Min Interval: 8, Max Interval: 51
Employee(ID5173) => Min Interval: 33, Max Interval: 49
Employee(ID5174) => Min Interval: 25, Max Interval: 49
Employee(ID5177) => Min Interval: 7, Max Interval: 99
Employee(ID5180) => Min Interval: 14, Max Interval: 44
Employee(ID5182) => Min Interval: 9, Max Interval: 50
Employee(ID5184) => Min Interval: 25, Max Interval: 50
Employee(ID5187) => Min Interval: 9, Max Interval: 55
Employee(ID5188) => Min Interval: 19, Max Interval: 41
Employee(ID5189) => Min Interval: 36, Max Interval: 49
Employee(ID5193) => Min Interval: 0, Max Interval: 99
Employee(ID5195) => Min Interval: 13, Max Interval: 42
Employee(ID5200) => Min Interval: 39, Max Interval: 51
Employee(ID5201) => Min Interval: 8, Max Interval: 51
Employee(ID5203) => Min Interval: 14, Max Interval: 31
Employee(ID5204) => Min Interval: 20, Max Interval: 38
Employee(ID5205) => Min Interval: 30, Max Interval: 52
Employee(ID5209) => Min Interval: 7, Max Interval: 36
Employee(ID5211) => Min Interval: 5, Max Interval: 52
Employee(ID5212) => Min Interval: 12, Max Interval: 49
Employee(ID5214) => Min Interval: 10, Max Interval: 50
Employee(ID5216) => Min Interval: 10, Max Interval: 41
Employee(ID5217) => Min Interval: 4, Max Interval: 52
Employee(ID5220) => Min Interval: 36, Max Interval: 45
Employee(ID5221) => Min Interval: 1, Max Interval: 55
Employee(ID5223) => Min Interval: 14, Max Interval: 47
Employee(ID5225) => Min Interval: 8, Max Interval: 48
Employee(ID5227) => Min Interval: 2, Max Interval: 53
Employee(ID5229) => Min Interval: 23, Max Interval: 51
Employee(ID5230) => Min Interval: 19, Max Interval: 50
Employee(ID5232) => Min Interval: 3, Max Interval: 99
Employee(ID5233) => Min Interval: 14, Max Interval: 44
Employee(ID5235) => Min Interval: 5, Max Interval: 50
Employee(ID5236) => Min Interval: 14, Max Interval: 51
Employee(ID5239) => Min Interval: 23, Max Interval: 24
Employee(ID5240) => Min Interval: 18, Max Interval: 44
Employee(ID5241) => Min Interval: 0, Max Interval: 99
Employee(ID5242) => Min Interval: 16, Max Interval: 49
Employee(ID5243) => Min Interval: 1, Max Interval: 99
Employee(ID5247) => Min Interval: 23, Max Interval: 45
Employee(ID5250) => Min Interval: 18, Max Interval: 46
Employee(ID5252) => Min Interval: 19, Max Interval: 43
Employee(ID5256) => Min Interval: 10, Max Interval: 37
Employee(ID5259) => Min Interval: 9, Max Interval: 39
Employee(ID5261) => Min Interval: 2, Max Interval: 99
Employee(ID5263) => Min Interval: 1, Max Interval: 47
Employee(ID5264) => Min Interval: 1, Max Interval: 99
Employee(ID5266) => Min Interval: 11, Max Interval: 50
Employee(ID5267) => Min Interval: 1, Max Interval: 99
Employee(ID5269) => Min Interval: 5, Max Interval: 54
Employee(ID5271) => Min Interval: 20, Max Interval: 51
Employee(ID5272) => Min Interval: 14, Max Interval: 40
Employee(ID5273) => Min Interval: 14, Max Interval: 28
Employee(ID5274) => Min Interval: 40, Max Interval: 51
Employee(ID5277) => Min Interval: 7, Max Interval: 43
Employee(ID5278) => Min Interval: 20, Max Interval: 20
Employee(ID5279) => Min Interval: 34, Max Interval: 45
Employee(ID5280) => Min Interval: 10, Max Interval: 43
Employee(ID5282) => Min Interval: 13, Max Interval: 52
Employee(ID5283) => Min Interval: 12, Max Interval: 38
Employee(ID5288) => Min Interval: 0, Max Interval: 32
Employee(ID5289) => Min Interval: 21, Max Interval: 22
Employee(ID5291) => Min Interval: 9, Max Interval: 36
Employee(ID5292) => Min Interval: 9, Max Interval: 40
Employee(ID5293) => Min Interval: 42, Max Interval: 50
Employee(ID5294) => Min Interval: 6, Max Interval: 18
Employee(ID5298) => Min Interval: 36, Max Interval: 48
Employee(ID5299) => Min Interval: 20, Max Interval: 21
Employee(ID5301) => Min Interval: 30, Max Interval: 46
Employee(ID5303) => Min Interval: 11, Max Interval: 46
Employee(ID5305) => Min Interval: 25, Max Interval: 43
Employee(ID5307) => Min Interval: 14, Max Interval: 33
Employee(ID5309) => Min Interval: 13, Max Interval: 48
Employee(ID5311) => Min Interval: 0, Max Interval: 48
Employee(ID5315) => Min Interval: 4, Max Interval: 53
Employee(ID5316) => Min Interval: 18, Max Interval: 39
Employee(ID5317) => Min Interval: 29, Max Interval: 41
Employee(ID5318) => Min Interval: 15, Max Interval: 27
Employee(ID5319) => Min Interval: 6, Max Interval: 49
Employee(ID5320) => Min Interval: 3, Max Interval: 51
Employee(ID5321) => Min Interval: 13, Max Interval: 45
