Stored fact information:
AssociateProfessorCandidate(ID0) => Min Interval: 36, Max Interval: 39
AssociateProfessorCandidate(ID4490) => Min Interval: 17, Max Interval: 33
AssociateProfessorCandidate(ID4491) => Min Interval: 20, Max Interval: 38
AssociateProfessorCandidate(ID4493) => Min Interval: 13, Max Interval: 50
AssociateProfessorCandidate(ID4496) => Min Interval: 28, Max Interval: 49
AssociateProfessorCandidate(ID4500) => Min Interval: 26, Max Interval: 29
AssociateProfessorCandidate(ID4505) => Min Interval: 10, Max Interval: 47
AssociateProfessorCandidate(ID4511) => Min Interval: 17, Max Interval: 40
AssociateProfessorCandidate(ID4515) => Min Interval: 33, Max Interval: 43
AssociateProfessorCandidate(ID4516) => Min Interval: 20, Max Interval: 49
AssociateProfessorCandidate(ID4517) => Min Interval: 35, Max Interval: 49
AssociateProfessorCandidate(ID4521) => Min Interval: 9, Max Interval: 47
AssociateProfessorCandidate(ID4522) => Min Interval: 12, Max Interval: 51
AssociateProfessorCandidate(ID4523) => Min Interval: 14, Max Interval: 24
AssociateProfessorCandidate(ID4526) => Min Interval: 21, Max Interval: 37
AssociateProfessorCandidate(ID4527) => Min Interval: 22, Max Interval: 43
AssociateProfessorCandidate(ID4528) => Min Interval: 19, Max Interval: 37
AssociateProfessorCandidate(ID4529) => Min Interval: 15, Max Interval: 51
AssociateProfessorCandidate(ID4531) => Min Interval: 31, Max Interval: 47
AssociateProfessorCandidate(ID4533) => Min Interval: 14, Max Interval: 41
AssociateProfessorCandidate(ID4541) => Min Interval: 15, Max Interval: 45
AssociateProfessorCandidate(ID4542) => Min Interval: 27, Max Interval: 38
AssociateProfessorCandidate(ID4546) => Min Interval: 20, Max Interval: 23
AssociateProfessorCandidate(ID4551) => Min Interval: 19, Max Interval: 40
AssociateProfessorCandidate(ID4553) => Min Interval: 14, Max Interval: 33
AssociateProfessorCandidate(ID4554) => Min Interval: 42, Max Interval: 48
AssociateProfessorCandidate(ID4560) => Min Interval: 15, Max Interval: 43
AssociateProfessorCandidate(ID4562) => Min Interval: 14, Max Interval: 41
AssociateProfessorCandidate(ID4563) => Min Interval: 29, Max Interval: 43
AssociateProfessorCandidate(ID4565) => Min Interval: 35, Max Interval: 42
AssociateProfessorCandidate(ID4569) => Min Interval: 16, Max Interval: 48
AssociateProfessorCandidate(ID4571) => Min Interval: 23, Max Interval: 49
AssociateProfessorCandidate(ID4572) => Min Interval: 29, Max Interval: 35
AssociateProfessorCandidate(ID4573) => Min Interval: 48, Max Interval: 48
AssociateProfessorCandidate(ID4576) => Min Interval: 39, Max Interval: 49
AssociateProfessorCandidate(ID4577) => Min Interval: 24, Max Interval: 41
AssociateProfessorCandidate(ID4583) => Min Interval: 18, Max Interval: 36
AssociateProfessorCandidate(ID4585) => Min Interval: 16, Max Interval: 24
AssociateProfessorCandidate(ID4586) => Min Interval: 20, Max Interval: 45
AssociateProfessorCandidate(ID4587) => Min Interval: 18, Max Interval: 48
AssociateProfessorCandidate(ID4588) => Min Interval: 7, Max Interval: 46
AssociateProfessorCandidate(ID4591) => Min Interval: 24, Max Interval: 30
AssociateProfessorCandidate(ID4596) => Min Interval: 35, Max Interval: 38
AssociateProfessorCandidate(ID4597) => Min Interval: 42, Max Interval: 46
AssociateProfessorCandidate(ID4600) => Min Interval: 22, Max Interval: 39
AssociateProfessorCandidate(ID4605) => Min Interval: 35, Max Interval: 48
AssociateProfessorCandidate(ID4609) => Min Interval: 18, Max Interval: 49
AssociateProfessorCandidate(ID4611) => Min Interval: 30, Max Interval: 38
AssociateProfessorCandidate(ID4615) => Min Interval: 26, Max Interval: 41
AssociateProfessorCandidate(ID4618) => Min Interval: 26, Max Interval: 45
AssociateProfessorCandidate(ID4622) => Min Interval: 34, Max Interval: 40
AssociateProfessorCandidate(ID4624) => Min Interval: 14, Max Interval: 19
AssociateProfessorCandidate(ID4626) => Min Interval: 20, Max Interval: 42
AssociateProfessorCandidate(ID4628) => Min Interval: 37, Max Interval: 42
AssociateProfessorCandidate(ID4629) => Min Interval: 19, Max Interval: 28
AssociateProfessorCandidate(ID4631) => Min Interval: 21, Max Interval: 47
AssociateProfessorCandidate(ID4632) => Min Interval: 14, Max Interval: 43
AssociateProfessorCandidate(ID4635) => Min Interval: 17, Max Interval: 45
AssociateProfessorCandidate(ID4638) => Min Interval: 45, Max Interval: 46
AssociateProfessorCandidate(ID4641) => Min Interval: 32, Max Interval: 42
AssociateProfessorCandidate(ID4642) => Min Interval: 17, Max Interval: 49
AssociateProfessorCandidate(ID4643) => Min Interval: 38, Max Interval: 41
AssociateProfessorCandidate(ID4650) => Min Interval: 27, Max Interval: 49
AssociateProfessorCandidate(ID4652) => Min Interval: 47, Max Interval: 48
AssociateProfessorCandidate(ID4658) => Min Interval: 39, Max Interval: 50
AssociateProfessorCandidate(ID4663) => Min Interval: 17, Max Interval: 38
AssociateProfessorCandidate(ID4668) => Min Interval: 14, Max Interval: 40
AssociateProfessorCandidate(ID4670) => Min Interval: 23, Max Interval: 50
AssociateProfessorCandidate(ID4671) => Min Interval: 16, Max Interval: 36
AssociateProfessorCandidate(ID4677) => Min Interval: 15, Max Interval: 48
AssociateProfessorCandidate(ID4682) => Min Interval: 20, Max Interval: 51
AssociateProfessorCandidate(ID4685) => Min Interval: 20, Max Interval: 23
AssociateProfessorCandidate(ID4686) => Min Interval: 35, Max Interval: 47
AssociateProfessorCandidate(ID4688) => Min Interval: 21, Max Interval: 46
AssociateProfessorCandidate(ID4693) => Min Interval: 17, Max Interval: 18
AssociateProfessorCandidate(ID4700) => Min Interval: 15, Max Interval: 36
AssociateProfessorCandidate(ID4701) => Min Interval: 14, Max Interval: 48
AssociateProfessorCandidate(ID4702) => Min Interval: 31, Max Interval: 39
AssociateProfessorCandidate(ID4707) => Min Interval: 16, Max Interval: 35
AssociateProfessorCandidate(ID4713) => Min Interval: 23, Max Interval: 30
AssociateProfessorCandidate(ID4719) => Min Interval: 18, Max Interval: 37
AssociateProfessorCandidate(ID4720) => Min Interval: 14, Max Interval: 33
AssociateProfessorCandidate(ID4729) => Min Interval: 22, Max Interval: 32
AssociateProfessorCandidate(ID4731) => Min Interval: 18, Max Interval: 18
AssociateProfessorCandidate(ID4743) => Min Interval: 26, Max Interval: 31
AssociateProfessorCandidate(ID4745) => Min Interval: 17, Max Interval: 41
AssociateProfessorCandidate(ID4747) => Min Interval: 15, Max Interval: 48
AssociateProfessorCandidate(ID4750) => Min Interval: 27, Max Interval: 29
AssociateProfessorCandidate(ID4751) => Min Interval: 39, Max Interval: 40
AssociateProfessorCandidate(ID4758) => Min Interval: 30, Max Interval: 40
AssociateProfessorCandidate(ID4762) => Min Interval: 15, Max Interval: 36
AssociateProfessorCandidate(ID4764) => Min Interval: 20, Max Interval: 49
AssociateProfessorCandidate(ID4768) => Min Interval: 35, Max Interval: 41
AssociateProfessorCandidate(ID4773) => Min Interval: 34, Max Interval: 46
AssociateProfessorCandidate(ID4781) => Min Interval: 15, Max Interval: 37
AssociateProfessorCandidate(ID4782) => Min Interval: 22, Max Interval: 43
AssociateProfessorCandidate(ID4783) => Min Interval: 29, Max Interval: 36
AssociateProfessorCandidate(ID4787) => Min Interval: 17, Max Interval: 37
AssociateProfessorCandidate(ID4788) => Min Interval: 46, Max Interval: 49
AssociateProfessorCandidate(ID4789) => Min Interval: 16, Max Interval: 37
AssociateProfessorCandidate(ID4795) => Min Interval: 16, Max Interval: 46
AssociateProfessorCandidate(ID4806) => Min Interval: 24, Max Interval: 48
AssociateProfessorCandidate(ID4809) => Min Interval: 6, Max Interval: 44
AssociateProfessorCandidate(ID4821) => Min Interval: 30, Max Interval: 40
AssociateProfessorCandidate(ID4842) => Min Interval: 26, Max Interval: 43
AssociateProfessorCandidate(ID4886) => Min Interval: 15, Max Interval: 29
AssociateProfessorCandidate(ID4889) => Min Interval: 31, Max Interval: 51
AssociateProfessorCandidate(ID4895) => Min Interval: 15, Max Interval: 47
AssociateProfessorCandidate(ID4897) => Min Interval: 25, Max Interval: 39
AssociateProfessorCandidate(ID4902) => Min Interval: 24, Max Interval: 44
AssociateProfessorCandidate(ID4904) => Min Interval: 10, Max Interval: 44
AssociateProfessorCandidate(ID4907) => Min Interval: 8, Max Interval: 51
AssociateProfessorCandidate(ID4909) => Min Interval: 14, Max Interval: 51
AssociateProfessorCandidate(ID4913) => Min Interval: 18, Max Interval: 37
AssociateProfessorCandidate(ID4915) => Min Interval: 16, Max Interval: 26
AssociateProfessorCandidate(ID4917) => Min Interval: 9, Max Interval: 52
AssociateProfessorCandidate(ID4918) => Min Interval: 26, Max Interval: 41
AssociateProfessorCandidate(ID4920) => Min Interval: 18, Max Interval: 36
AssociateProfessorCandidate(ID4921) => Min Interval: 41, Max Interval: 42
AssociateProfessorCandidate(ID4923) => Min Interval: 27, Max Interval: 31
AssociateProfessorCandidate(ID4925) => Min Interval: 23, Max Interval: 36
AssociateProfessorCandidate(ID4927) => Min Interval: 12, Max Interval: 43
AssociateProfessorCandidate(ID4930) => Min Interval: 18, Max Interval: 24
AssociateProfessorCandidate(ID4933) => Min Interval: 27, Max Interval: 46
AssociateProfessorCandidate(ID4935) => Min Interval: 31, Max Interval: 44
AssociateProfessorCandidate(ID4936) => Min Interval: 22, Max Interval: 48
AssociateProfessorCandidate(ID4937) => Min Interval: 33, Max Interval: 46
AssociateProfessorCandidate(ID4939) => Min Interval: 18, Max Interval: 45
AssociateProfessorCandidate(ID4940) => Min Interval: 15, Max Interval: 33
AssociateProfessorCandidate(ID4943) => Min Interval: 11, Max Interval: 52
AssociateProfessorCandidate(ID4946) => Min Interval: 25, Max Interval: 40
AssociateProfessorCandidate(ID4947) => Min Interval: 38, Max Interval: 38
AssociateProfessorCandidate(ID4954) => Min Interval: 35, Max Interval: 49
AssociateProfessorCandidate(ID4956) => Min Interval: 17, Max Interval: 41
AssociateProfessorCandidate(ID4958) => Min Interval: 34, Max Interval: 48
AssociateProfessorCandidate(ID4960) => Min Interval: 29, Max Interval: 36
AssociateProfessorCandidate(ID4966) => Min Interval: 21, Max Interval: 46
AssociateProfessorCandidate(ID4968) => Min Interval: 20, Max Interval: 33
AssociateProfessorCandidate(ID4969) => Min Interval: 14, Max Interval: 22
AssociateProfessorCandidate(ID4971) => Min Interval: 16, Max Interval: 42
AssociateProfessorCandidate(ID4981) => Min Interval: 43, Max Interval: 47
AssociateProfessorCandidate(ID4983) => Min Interval: 12, Max Interval: 41
AssociateProfessorCandidate(ID4990) => Min Interval: 10, Max Interval: 45
AssociateProfessorCandidate(ID4991) => Min Interval: 20, Max Interval: 24
AssociateProfessorCandidate(ID4993) => Min Interval: 13, Max Interval: 47
AssociateProfessorCandidate(ID4994) => Min Interval: 9, Max Interval: 50
AssociateProfessorCandidate(ID4995) => Min Interval: 10, Max Interval: 49
AssociateProfessorCandidate(ID4997) => Min Interval: 19, Max Interval: 49
AssociateProfessorCandidate(ID5001) => Min Interval: 26, Max Interval: 44
AssociateProfessorCandidate(ID5003) => Min Interval: 27, Max Interval: 46
AssociateProfessorCandidate(ID5004) => Min Interval: 8, Max Interval: 51
AssociateProfessorCandidate(ID5006) => Min Interval: 21, Max Interval: 31
AssociateProfessorCandidate(ID5010) => Min Interval: 15, Max Interval: 43
AssociateProfessorCandidate(ID5013) => Min Interval: 11, Max Interval: 47
AssociateProfessorCandidate(ID5014) => Min Interval: 0, Max Interval: 39
AssociateProfessorCandidate(ID5019) => Min Interval: 15, Max Interval: 21
AssociateProfessorCandidate(ID5020) => Min Interval: 18, Max Interval: 40
AssociateProfessorCandidate(ID5022) => Min Interval: 45, Max Interval: 48
AssociateProfessorCandidate(ID5023) => Min Interval: 20, Max Interval: 39
AssociateProfessorCandidate(ID5025) => Min Interval: 14, Max Interval: 46
AssociateProfessorCandidate(ID5026) => Min Interval: 6, Max Interval: 29
AssociateProfessorCandidate(ID5027) => Min Interval: 27, Max Interval: 44
AssociateProfessorCandidate(ID5029) => Min Interval: 23, Max Interval: 48
AssociateProfessorCandidate(ID5031) => Min Interval: 23, Max Interval: 43
AssociateProfessorCandidate(ID5035) => Min Interval: 17, Max Interval: 44
AssociateProfessorCandidate(ID5036) => Min Interval: 15, Max Interval: 46
AssociateProfessorCandidate(ID5038) => Min Interval: 26, Max Interval: 45
AssociateProfessorCandidate(ID5040) => Min Interval: 20, Max Interval: 45
AssociateProfessorCandidate(ID5041) => Min Interval: 16, Max Interval: 25
AssociateProfessorCandidate(ID5047) => Min Interval: 22, Max Interval: 46
AssociateProfessorCandidate(ID5051) => Min Interval: 18, Max Interval: 36
AssociateProfessorCandidate(ID5052) => Min Interval: 27, Max Interval: 39
AssociateProfessorCandidate(ID5053) => Min Interval: 38, Max Interval: 44
AssociateProfessorCandidate(ID5054) => Min Interval: 37, Max Interval: 47
AssociateProfessorCandidate(ID5055) => Min Interval: 25, Max Interval: 37
AssociateProfessorCandidate(ID5060) => Min Interval: 42, Max Interval: 42
AssociateProfessorCandidate(ID5063) => Min Interval: 16, Max Interval: 38
AssociateProfessorCandidate(ID5064) => Min Interval: 29, Max Interval: 42
AssociateProfessorCandidate(ID5068) => Min Interval: 24, Max Interval: 42
AssociateProfessorCandidate(ID5070) => Min Interval: 8, Max Interval: 46
AssociateProfessorCandidate(ID5073) => Min Interval: 26, Max Interval: 52
AssociateProfessorCandidate(ID5074) => Min Interval: 20, Max Interval: 42
AssociateProfessorCandidate(ID5075) => Min Interval: 27, Max Interval: 52
AssociateProfessorCandidate(ID5079) => Min Interval: 7, Max Interval: 50
AssociateProfessorCandidate(ID5080) => Min Interval: 27, Max Interval: 30
AssociateProfessorCandidate(ID5081) => Min Interval: 28, Max Interval: 37
AssociateProfessorCandidate(ID5083) => Min Interval: 16, Max Interval: 44
AssociateProfessorCandidate(ID5089) => Min Interval: 24, Max Interval: 43
AssociateProfessorCandidate(ID5090) => Min Interval: 14, Max Interval: 16
AssociateProfessorCandidate(ID5091) => Min Interval: 17, Max Interval: 36
AssociateProfessorCandidate(ID5092) => Min Interval: 30, Max Interval: 31
AssociateProfessorCandidate(ID5093) => Min Interval: 44, Max Interval: 45
AssociateProfessorCandidate(ID5094) => Min Interval: 44, Max Interval: 48
AssociateProfessorCandidate(ID5097) => Min Interval: 20, Max Interval: 41
AssociateProfessorCandidate(ID5101) => Min Interval: 7, Max Interval: 44
AssociateProfessorCandidate(ID5103) => Min Interval: 6, Max Interval: 39
AssociateProfessorCandidate(ID5108) => Min Interval: 13, Max Interval: 46
AssociateProfessorCandidate(ID5111) => Min Interval: 44, Max Interval: 45
AssociateProfessorCandidate(ID5112) => Min Interval: 12, Max Interval: 34
AssociateProfessorCandidate(ID5113) => Min Interval: 18, Max Interval: 32
AssociateProfessorCandidate(ID5116) => Min Interval: 16, Max Interval: 21
AssociateProfessorCandidate(ID5121) => Min Interval: 10, Max Interval: 50
AssociateProfessorCandidate(ID5122) => Min Interval: 22, Max Interval: 32
AssociateProfessorCandidate(ID5123) => Min Interval: 18, Max Interval: 48
AssociateProfessorCandidate(ID5125) => Min Interval: 8, Max Interval: 43
AssociateProfessorCandidate(ID5126) => Min Interval: 7, Max Interval: 48
AssociateProfessorCandidate(ID5128) => Min Interval: 15, Max Interval: 49
AssociateProfessorCandidate(ID5129) => Min Interval: 11, Max Interval: 49
AssociateProfessorCandidate(ID5130) => Min Interval: 32, Max Interval: 41
AssociateProfessorCandidate(ID5131) => Min Interval: 7, Max Interval: 46
AssociateProfessorCandidate(ID5132) => Min Interval: 15, Max Interval: 47
AssociateProfessorCandidate(ID5134) => Min Interval: 21, Max Interval: 25
AssociateProfessorCandidate(ID5137) => Min Interval: 30, Max Interval: 39
AssociateProfessorCandidate(ID5139) => Min Interval: 17, Max Interval: 48
AssociateProfessorCandidate(ID5140) => Min Interval: 7, Max Interval: 53
AssociateProfessorCandidate(ID5143) => Min Interval: 24, Max Interval: 47
AssociateProfessorCandidate(ID5145) => Min Interval: 19, Max Interval: 41
AssociateProfessorCandidate(ID5148) => Min Interval: 9, Max Interval: 41
AssociateProfessorCandidate(ID5150) => Min Interval: 9, Max Interval: 53
AssociateProfessorCandidate(ID5151) => Min Interval: 25, Max Interval: 48
AssociateProfessorCandidate(ID5153) => Min Interval: 17, Max Interval: 48
AssociateProfessorCandidate(ID5154) => Min Interval: 17, Max Interval: 44
AssociateProfessorCandidate(ID5155) => Min Interval: 17, Max Interval: 19
AssociateProfessorCandidate(ID5156) => Min Interval: 18, Max Interval: 21
AssociateProfessorCandidate(ID5157) => Min Interval: 15, Max Interval: 46
AssociateProfessorCandidate(ID5158) => Min Interval: 32, Max Interval: 47
AssociateProfessorCandidate(ID5163) => Min Interval: 24, Max Interval: 24
AssociateProfessorCandidate(ID5165) => Min Interval: 22, Max Interval: 33
AssociateProfessorCandidate(ID5167) => Min Interval: 19, Max Interval: 44
AssociateProfessorCandidate(ID5169) => Min Interval: 17, Max Interval: 40
AssociateProfessorCandidate(ID5170) => Min Interval: 8, Max Interval: 12
AssociateProfessorCandidate(ID5171) => Min Interval: 14, Max Interval: 49
AssociateProfessorCandidate(ID5173) => Min Interval: 39, Max Interval: 47
AssociateProfessorCandidate(ID5174) => Min Interval: 31, Max Interval: 47
