Stored fact information:
AssistantProfessorCandidate(ID0) => Min Interval: 31, Max Interval: 38
AssistantProfessorCandidate(ID4189) => Min Interval: 22, Max Interval: 38
AssistantProfessorCandidate(ID4194) => Min Interval: 16, Max Interval: 36
AssistantProfessorCandidate(ID4200) => Min Interval: 29, Max Interval: 38
AssistantProfessorCandidate(ID4205) => Min Interval: 5, Max Interval: 41
AssistantProfessorCandidate(ID4206) => Min Interval: 12, Max Interval: 34
AssistantProfessorCandidate(ID4208) => Min Interval: 20, Max Interval: 48
AssistantProfessorCandidate(ID4212) => Min Interval: 13, Max Interval: 29
AssistantProfessorCandidate(ID4215) => Min Interval: 1, Max Interval: 38
AssistantProfessorCandidate(ID4217) => Min Interval: 9, Max Interval: 33
AssistantProfessorCandidate(ID4218) => Min Interval: 11, Max Interval: 47
AssistantProfessorCandidate(ID4224) => Min Interval: 24, Max Interval: 43
AssistantProfessorCandidate(ID4226) => Min Interval: 4, Max Interval: 48
AssistantProfessorCandidate(ID4227) => Min Interval: 9, Max Interval: 45
AssistantProfessorCandidate(ID4229) => Min Interval: 18, Max Interval: 29
AssistantProfessorCandidate(ID4230) => Min Interval: 12, Max Interval: 16
AssistantProfessorCandidate(ID4233) => Min Interval: 14, Max Interval: 47
AssistantProfessorCandidate(ID4234) => Min Interval: 7, Max Interval: 49
AssistantProfessorCandidate(ID4242) => Min Interval: 19, Max Interval: 29
AssistantProfessorCandidate(ID4243) => Min Interval: 5, Max Interval: 50
AssistantProfessorCandidate(ID4244) => Min Interval: 25, Max Interval: 27
AssistantProfessorCandidate(ID4247) => Min Interval: 4, Max Interval: 49
AssistantProfessorCandidate(ID4250) => Min Interval: 9, Max Interval: 30
AssistantProfessorCandidate(ID4253) => Min Interval: 10, Max Interval: 38
AssistantProfessorCandidate(ID4254) => Min Interval: 15, Max Interval: 42
AssistantProfessorCandidate(ID4255) => Min Interval: 5, Max Interval: 36
AssistantProfessorCandidate(ID4256) => Min Interval: 4, Max Interval: 33
AssistantProfessorCandidate(ID4258) => Min Interval: 10, Max Interval: 46
AssistantProfessorCandidate(ID4259) => Min Interval: 32, Max Interval: 44
AssistantProfessorCandidate(ID4260) => Min Interval: 20, Max Interval: 48
AssistantProfessorCandidate(ID4266) => Min Interval: 6, Max Interval: 33
AssistantProfessorCandidate(ID4269) => Min Interval: 27, Max Interval: 48
AssistantProfessorCandidate(ID4274) => Min Interval: 10, Max Interval: 44
AssistantProfessorCandidate(ID4275) => Min Interval: 4, Max Interval: 44
AssistantProfessorCandidate(ID4278) => Min Interval: 36, Max Interval: 48
AssistantProfessorCandidate(ID4282) => Min Interval: 12, Max Interval: 48
AssistantProfessorCandidate(ID4285) => Min Interval: 17, Max Interval: 43
AssistantProfessorCandidate(ID4288) => Min Interval: 21, Max Interval: 44
AssistantProfessorCandidate(ID4289) => Min Interval: 9, Max Interval: 49
AssistantProfessorCandidate(ID4291) => Min Interval: 2, Max Interval: 51
AssistantProfessorCandidate(ID4294) => Min Interval: 9, Max Interval: 42
AssistantProfessorCandidate(ID4297) => Min Interval: 8, Max Interval: 50
AssistantProfessorCandidate(ID4300) => Min Interval: 4, Max Interval: 52
AssistantProfessorCandidate(ID4301) => Min Interval: 30, Max Interval: 41
AssistantProfessorCandidate(ID4308) => Min Interval: 42, Max Interval: 48
AssistantProfessorCandidate(ID4310) => Min Interval: 6, Max Interval: 51
AssistantProfessorCandidate(ID4311) => Min Interval: 16, Max Interval: 38
AssistantProfessorCandidate(ID4312) => Min Interval: 27, Max Interval: 42
AssistantProfessorCandidate(ID4315) => Min Interval: 14, Max Interval: 26
AssistantProfessorCandidate(ID4316) => Min Interval: 12, Max Interval: 47
AssistantProfessorCandidate(ID4318) => Min Interval: 5, Max Interval: 39
AssistantProfessorCandidate(ID4319) => Min Interval: 23, Max Interval: 27
AssistantProfessorCandidate(ID4321) => Min Interval: 4, Max Interval: 51
AssistantProfessorCandidate(ID4322) => Min Interval: 9, Max Interval: 47
AssistantProfessorCandidate(ID4323) => Min Interval: 11, Max Interval: 44
AssistantProfessorCandidate(ID4325) => Min Interval: 23, Max Interval: 34
AssistantProfessorCandidate(ID4328) => Min Interval: 21, Max Interval: 47
AssistantProfessorCandidate(ID4329) => Min Interval: 28, Max Interval: 38
AssistantProfessorCandidate(ID4331) => Min Interval: 35, Max Interval: 44
AssistantProfessorCandidate(ID4333) => Min Interval: 10, Max Interval: 48
AssistantProfessorCandidate(ID4335) => Min Interval: 5, Max Interval: 50
AssistantProfessorCandidate(ID4338) => Min Interval: 9, Max Interval: 45
AssistantProfessorCandidate(ID4340) => Min Interval: 34, Max Interval: 47
AssistantProfessorCandidate(ID4341) => Min Interval: 24, Max Interval: 36
AssistantProfessorCandidate(ID4342) => Min Interval: 14, Max Interval: 45
AssistantProfessorCandidate(ID4343) => Min Interval: 8, Max Interval: 48
AssistantProfessorCandidate(ID4344) => Min Interval: 15, Max Interval: 46
AssistantProfessorCandidate(ID4346) => Min Interval: 27, Max Interval: 47
AssistantProfessorCandidate(ID4347) => Min Interval: 8, Max Interval: 48
AssistantProfessorCandidate(ID4349) => Min Interval: 16, Max Interval: 22
AssistantProfessorCandidate(ID4353) => Min Interval: 14, Max Interval: 42
AssistantProfessorCandidate(ID4358) => Min Interval: 15, Max Interval: 48
AssistantProfessorCandidate(ID4360) => Min Interval: 5, Max Interval: 42
AssistantProfessorCandidate(ID4364) => Min Interval: 12, Max Interval: 30
AssistantProfessorCandidate(ID4366) => Min Interval: 9, Max Interval: 35
AssistantProfessorCandidate(ID4370) => Min Interval: 24, Max Interval: 46
AssistantProfessorCandidate(ID4375) => Min Interval: 14, Max Interval: 29
AssistantProfessorCandidate(ID4377) => Min Interval: 10, Max Interval: 45
AssistantProfessorCandidate(ID4378) => Min Interval: 15, Max Interval: 35
AssistantProfessorCandidate(ID4380) => Min Interval: 9, Max Interval: 17
AssistantProfessorCandidate(ID4381) => Min Interval: 9, Max Interval: 35
AssistantProfessorCandidate(ID4385) => Min Interval: 21, Max Interval: 36
AssistantProfessorCandidate(ID4386) => Min Interval: 4, Max Interval: 49
AssistantProfessorCandidate(ID4389) => Min Interval: 1, Max Interval: 37
AssistantProfessorCandidate(ID4391) => Min Interval: 10, Max Interval: 43
AssistantProfessorCandidate(ID4392) => Min Interval: 4, Max Interval: 26
AssistantProfessorCandidate(ID4393) => Min Interval: 1, Max Interval: 36
AssistantProfessorCandidate(ID4397) => Min Interval: 33, Max Interval: 36
AssistantProfessorCandidate(ID4401) => Min Interval: 23, Max Interval: 41
AssistantProfessorCandidate(ID4402) => Min Interval: 13, Max Interval: 53
AssistantProfessorCandidate(ID4406) => Min Interval: 22, Max Interval: 36
AssistantProfessorCandidate(ID4408) => Min Interval: 15, Max Interval: 50
AssistantProfessorCandidate(ID4409) => Min Interval: 21, Max Interval: 47
AssistantProfessorCandidate(ID4410) => Min Interval: 26, Max Interval: 44
AssistantProfessorCandidate(ID4412) => Min Interval: 10, Max Interval: 37
AssistantProfessorCandidate(ID4414) => Min Interval: 4, Max Interval: 45
AssistantProfessorCandidate(ID4423) => Min Interval: 20, Max Interval: 41
AssistantProfessorCandidate(ID4424) => Min Interval: 17, Max Interval: 43
AssistantProfessorCandidate(ID4428) => Min Interval: 3, Max Interval: 42
AssistantProfessorCandidate(ID4429) => Min Interval: 13, Max Interval: 37
AssistantProfessorCandidate(ID4433) => Min Interval: 17, Max Interval: 44
AssistantProfessorCandidate(ID4436) => Min Interval: 28, Max Interval: 41
AssistantProfessorCandidate(ID4441) => Min Interval: 7, Max Interval: 50
AssistantProfessorCandidate(ID4443) => Min Interval: 12, Max Interval: 35
AssistantProfessorCandidate(ID4445) => Min Interval: 9, Max Interval: 46
AssistantProfessorCandidate(ID4448) => Min Interval: 32, Max Interval: 38
AssistantProfessorCandidate(ID4449) => Min Interval: 5, Max Interval: 51
AssistantProfessorCandidate(ID4451) => Min Interval: 10, Max Interval: 30
AssistantProfessorCandidate(ID4453) => Min Interval: 20, Max Interval: 39
AssistantProfessorCandidate(ID4455) => Min Interval: 11, Max Interval: 46
AssistantProfessorCandidate(ID4457) => Min Interval: 28, Max Interval: 47
AssistantProfessorCandidate(ID4462) => Min Interval: 22, Max Interval: 48
AssistantProfessorCandidate(ID4463) => Min Interval: 13, Max Interval: 35
AssistantProfessorCandidate(ID4468) => Min Interval: 10, Max Interval: 15
AssistantProfessorCandidate(ID4472) => Min Interval: 24, Max Interval: 44
AssistantProfessorCandidate(ID4474) => Min Interval: 10, Max Interval: 32
AssistantProfessorCandidate(ID4475) => Min Interval: 14, Max Interval: 34
AssistantProfessorCandidate(ID4483) => Min Interval: 10, Max Interval: 33
AssistantProfessorCandidate(ID4484) => Min Interval: 10, Max Interval: 18
AssistantProfessorCandidate(ID4486) => Min Interval: 23, Max Interval: 31
AssistantProfessorCandidate(ID4487) => Min Interval: 29, Max Interval: 43
AssistantProfessorCandidate(ID4489) => Min Interval: 11, Max Interval: 14
AssistantProfessorCandidate(ID4490) => Min Interval: 12, Max Interval: 32
AssistantProfessorCandidate(ID4491) => Min Interval: 15, Max Interval: 37
AssistantProfessorCandidate(ID4493) => Min Interval: 8, Max Interval: 49
AssistantProfessorCandidate(ID4496) => Min Interval: 23, Max Interval: 48
AssistantProfessorCandidate(ID4500) => Min Interval: 21, Max Interval: 28
AssistantProfessorCandidate(ID4505) => Min Interval: 5, Max Interval: 46
AssistantProfessorCandidate(ID4511) => Min Interval: 12, Max Interval: 39
AssistantProfessorCandidate(ID4513) => Min Interval: 44, Max Interval: 47
AssistantProfessorCandidate(ID4515) => Min Interval: 10, Max Interval: 42
AssistantProfessorCandidate(ID4516) => Min Interval: 15, Max Interval: 48
AssistantProfessorCandidate(ID4517) => Min Interval: 30, Max Interval: 48
AssistantProfessorCandidate(ID4521) => Min Interval: 4, Max Interval: 46
AssistantProfessorCandidate(ID4522) => Min Interval: 7, Max Interval: 50
AssistantProfessorCandidate(ID4523) => Min Interval: 9, Max Interval: 23
AssistantProfessorCandidate(ID4526) => Min Interval: 16, Max Interval: 36
AssistantProfessorCandidate(ID4527) => Min Interval: 17, Max Interval: 42
AssistantProfessorCandidate(ID4528) => Min Interval: 14, Max Interval: 36
AssistantProfessorCandidate(ID4529) => Min Interval: 10, Max Interval: 50
AssistantProfessorCandidate(ID4531) => Min Interval: 26, Max Interval: 46
AssistantProfessorCandidate(ID4533) => Min Interval: 9, Max Interval: 40
AssistantProfessorCandidate(ID4534) => Min Interval: 26, Max Interval: 29
AssistantProfessorCandidate(ID4541) => Min Interval: 10, Max Interval: 44
AssistantProfessorCandidate(ID4542) => Min Interval: 22, Max Interval: 37
AssistantProfessorCandidate(ID4546) => Min Interval: 15, Max Interval: 22
AssistantProfessorCandidate(ID4551) => Min Interval: 14, Max Interval: 39
AssistantProfessorCandidate(ID4553) => Min Interval: 9, Max Interval: 32
AssistantProfessorCandidate(ID4554) => Min Interval: 37, Max Interval: 47
AssistantProfessorCandidate(ID4560) => Min Interval: 10, Max Interval: 42
AssistantProfessorCandidate(ID4562) => Min Interval: 9, Max Interval: 40
AssistantProfessorCandidate(ID4563) => Min Interval: 24, Max Interval: 42
AssistantProfessorCandidate(ID4565) => Min Interval: 30, Max Interval: 41
AssistantProfessorCandidate(ID4569) => Min Interval: 11, Max Interval: 47
AssistantProfessorCandidate(ID4571) => Min Interval: 18, Max Interval: 48
AssistantProfessorCandidate(ID4572) => Min Interval: 24, Max Interval: 34
AssistantProfessorCandidate(ID4573) => Min Interval: 43, Max Interval: 47
AssistantProfessorCandidate(ID4576) => Min Interval: 34, Max Interval: 48
AssistantProfessorCandidate(ID4577) => Min Interval: 19, Max Interval: 40
AssistantProfessorCandidate(ID4583) => Min Interval: 13, Max Interval: 35
AssistantProfessorCandidate(ID4584) => Min Interval: 35, Max Interval: 38
AssistantProfessorCandidate(ID4585) => Min Interval: 11, Max Interval: 23
AssistantProfessorCandidate(ID4586) => Min Interval: 15, Max Interval: 44
AssistantProfessorCandidate(ID4587) => Min Interval: 13, Max Interval: 47
AssistantProfessorCandidate(ID4588) => Min Interval: 2, Max Interval: 45
AssistantProfessorCandidate(ID4591) => Min Interval: 19, Max Interval: 29
AssistantProfessorCandidate(ID4596) => Min Interval: 30, Max Interval: 37
AssistantProfessorCandidate(ID4597) => Min Interval: 37, Max Interval: 45
AssistantProfessorCandidate(ID4600) => Min Interval: 17, Max Interval: 38
AssistantProfessorCandidate(ID4605) => Min Interval: 30, Max Interval: 47
AssistantProfessorCandidate(ID4609) => Min Interval: 13, Max Interval: 48
AssistantProfessorCandidate(ID4611) => Min Interval: 25, Max Interval: 37
AssistantProfessorCandidate(ID4615) => Min Interval: 21, Max Interval: 40
AssistantProfessorCandidate(ID4618) => Min Interval: 21, Max Interval: 44
AssistantProfessorCandidate(ID4622) => Min Interval: 29, Max Interval: 39
AssistantProfessorCandidate(ID4624) => Min Interval: 9, Max Interval: 18
AssistantProfessorCandidate(ID4626) => Min Interval: 15, Max Interval: 41
AssistantProfessorCandidate(ID4628) => Min Interval: 32, Max Interval: 41
AssistantProfessorCandidate(ID4629) => Min Interval: 14, Max Interval: 27
AssistantProfessorCandidate(ID4631) => Min Interval: 16, Max Interval: 46
AssistantProfessorCandidate(ID4632) => Min Interval: 9, Max Interval: 42
AssistantProfessorCandidate(ID4635) => Min Interval: 12, Max Interval: 44
AssistantProfessorCandidate(ID4638) => Min Interval: 40, Max Interval: 45
AssistantProfessorCandidate(ID4639) => Min Interval: 26, Max Interval: 29
AssistantProfessorCandidate(ID4641) => Min Interval: 12, Max Interval: 41
AssistantProfessorCandidate(ID4642) => Min Interval: 12, Max Interval: 48
AssistantProfessorCandidate(ID4643) => Min Interval: 33, Max Interval: 40
AssistantProfessorCandidate(ID4650) => Min Interval: 22, Max Interval: 48
AssistantProfessorCandidate(ID4652) => Min Interval: 27, Max Interval: 47
AssistantProfessorCandidate(ID4658) => Min Interval: 34, Max Interval: 49
AssistantProfessorCandidate(ID4663) => Min Interval: 12, Max Interval: 37
AssistantProfessorCandidate(ID4668) => Min Interval: 9, Max Interval: 39
AssistantProfessorCandidate(ID4670) => Min Interval: 18, Max Interval: 49
AssistantProfessorCandidate(ID4671) => Min Interval: 11, Max Interval: 35
AssistantProfessorCandidate(ID4677) => Min Interval: 10, Max Interval: 47
AssistantProfessorCandidate(ID4682) => Min Interval: 15, Max Interval: 50
AssistantProfessorCandidate(ID4685) => Min Interval: 15, Max Interval: 22
AssistantProfessorCandidate(ID4686) => Min Interval: 30, Max Interval: 46
AssistantProfessorCandidate(ID4688) => Min Interval: 16, Max Interval: 45
AssistantProfessorCandidate(ID4693) => Min Interval: 12, Max Interval: 17
AssistantProfessorCandidate(ID4700) => Min Interval: 10, Max Interval: 35
AssistantProfessorCandidate(ID4701) => Min Interval: 9, Max Interval: 47
AssistantProfessorCandidate(ID4702) => Min Interval: 26, Max Interval: 38
AssistantProfessorCandidate(ID4707) => Min Interval: 11, Max Interval: 34
AssistantProfessorCandidate(ID4713) => Min Interval: 18, Max Interval: 29
AssistantProfessorCandidate(ID4719) => Min Interval: 13, Max Interval: 36
AssistantProfessorCandidate(ID4720) => Min Interval: 9, Max Interval: 32
AssistantProfessorCandidate(ID4729) => Min Interval: 17, Max Interval: 31
AssistantProfessorCandidate(ID4731) => Min Interval: 13, Max Interval: 17
AssistantProfessorCandidate(ID4743) => Min Interval: 21, Max Interval: 30
AssistantProfessorCandidate(ID4745) => Min Interval: 12, Max Interval: 40
AssistantProfessorCandidate(ID4747) => Min Interval: 10, Max Interval: 47
AssistantProfessorCandidate(ID4750) => Min Interval: 22, Max Interval: 28
AssistantProfessorCandidate(ID4751) => Min Interval: 10, Max Interval: 39
AssistantProfessorCandidate(ID4758) => Min Interval: 25, Max Interval: 39
AssistantProfessorCandidate(ID4762) => Min Interval: 10, Max Interval: 35
AssistantProfessorCandidate(ID4764) => Min Interval: 15, Max Interval: 48
AssistantProfessorCandidate(ID4768) => Min Interval: 30, Max Interval: 40
AssistantProfessorCandidate(ID4773) => Min Interval: 29, Max Interval: 45
AssistantProfessorCandidate(ID4781) => Min Interval: 10, Max Interval: 36
AssistantProfessorCandidate(ID4782) => Min Interval: 17, Max Interval: 42
AssistantProfessorCandidate(ID4783) => Min Interval: 24, Max Interval: 35
AssistantProfessorCandidate(ID4787) => Min Interval: 12, Max Interval: 36
AssistantProfessorCandidate(ID4788) => Min Interval: 41, Max Interval: 48
AssistantProfessorCandidate(ID4789) => Min Interval: 11, Max Interval: 36
AssistantProfessorCandidate(ID4795) => Min Interval: 11, Max Interval: 45
AssistantProfessorCandidate(ID4806) => Min Interval: 19, Max Interval: 47
AssistantProfessorCandidate(ID4809) => Min Interval: 1, Max Interval: 43
AssistantProfessorCandidate(ID4821) => Min Interval: 25, Max Interval: 39
AssistantProfessorCandidate(ID4842) => Min Interval: 21, Max Interval: 42
AssistantProfessorCandidate(ID4886) => Min Interval: 10, Max Interval: 28
AssistantProfessorCandidate(ID4892) => Min Interval: 27, Max Interval: 30
AssistantProfessorCandidate(ID4895) => Min Interval: 10, Max Interval: 46
AssistantProfessorCandidate(ID4897) => Min Interval: 20, Max Interval: 38
AssistantProfessorCandidate(ID4902) => Min Interval: 19, Max Interval: 43
