Stored fact information:
Publication(ID12) => Min Interval: 5, Max Interval: 49
Publication(ID4337) => Min Interval: 2, Max Interval: 49
Publication(ID4345) => Min Interval: 1, Max Interval: 46
Publication(ID4352) => Min Interval: 0, Max Interval: 45
Publication(ID4354) => Min Interval: 7, Max Interval: 48
Publication(ID4357) => Min Interval: 3, Max Interval: 46
Publication(ID4359) => Min Interval: 3, Max Interval: 42
Publication(ID4362) => Min Interval: 0, Max Interval: 46
Publication(ID4367) => Min Interval: 9, Max Interval: 47
Publication(ID4369) => Min Interval: 5, Max Interval: 49
Publication(ID4372) => Min Interval: 1, Max Interval: 50
Publication(ID4373) => Min Interval: 6, Max Interval: 49
Publication(ID4374) => Min Interval: 3, Max Interval: 47
Publication(ID4379) => Min Interval: 4, Max Interval: 44
Publication(ID4382) => Min Interval: 0, Max Interval: 48
Publication(ID4387) => Min Interval: 0, Max Interval: 48
Publication(ID4388) => Min Interval: 3, Max Interval: 44
Publication(ID4396) => Min Interval: 12, Max Interval: 50
Publication(ID4399) => Min Interval: 3, Max Interval: 50
Publication(ID4404) => Min Interval: 1, Max Interval: 33
Publication(ID4407) => Min Interval: 2, Max Interval: 50
Publication(ID4416) => Min Interval: 8, Max Interval: 48
Publication(ID4417) => Min Interval: 1, Max Interval: 48
Publication(ID4418) => Min Interval: 2, Max Interval: 50
Publication(ID4419) => Min Interval: 0, Max Interval: 43
Publication(ID4422) => Min Interval: 0, Max Interval: 50
Publication(ID4430) => Min Interval: 3, Max Interval: 49
Publication(ID4431) => Min Interval: 2, Max Interval: 50
Publication(ID4434) => Min Interval: 6, Max Interval: 42
Publication(ID4435) => Min Interval: 2, Max Interval: 48
Publication(ID4437) => Min Interval: 11, Max Interval: 48
Publication(ID4438) => Min Interval: 12, Max Interval: 48
Publication(ID4446) => Min Interval: 1, Max Interval: 30
Publication(ID4447) => Min Interval: 2, Max Interval: 50
Publication(ID4450) => Min Interval: 4, Max Interval: 43
Publication(ID4454) => Min Interval: 4, Max Interval: 41
Publication(ID4460) => Min Interval: 4, Max Interval: 50
Publication(ID4461) => Min Interval: 1, Max Interval: 48
Publication(ID4464) => Min Interval: 0, Max Interval: 37
Publication(ID4465) => Min Interval: 3, Max Interval: 47
Publication(ID4467) => Min Interval: 6, Max Interval: 50
Publication(ID4471) => Min Interval: 4, Max Interval: 44
Publication(ID4473) => Min Interval: 0, Max Interval: 47
Publication(ID4476) => Min Interval: 3, Max Interval: 39
Publication(ID4477) => Min Interval: 0, Max Interval: 50
Publication(ID4478) => Min Interval: 2, Max Interval: 50
Publication(ID4480) => Min Interval: 1, Max Interval: 43
Publication(ID4481) => Min Interval: 2, Max Interval: 48
Publication(ID4482) => Min Interval: 0, Max Interval: 50
Publication(ID4485) => Min Interval: 1, Max Interval: 45
Publication(ID4492) => Min Interval: 0, Max Interval: 49
Publication(ID4495) => Min Interval: 1, Max Interval: 48
Publication(ID4498) => Min Interval: 2, Max Interval: 49
Publication(ID4501) => Min Interval: 7, Max Interval: 47
Publication(ID4502) => Min Interval: 4, Max Interval: 49
Publication(ID4507) => Min Interval: 15, Max Interval: 46
Publication(ID4508) => Min Interval: 1, Max Interval: 49
Publication(ID4510) => Min Interval: 6, Max Interval: 45
Publication(ID4512) => Min Interval: 8, Max Interval: 43
Publication(ID4514) => Min Interval: 4, Max Interval: 50
Publication(ID4518) => Min Interval: 7, Max Interval: 43
Publication(ID4519) => Min Interval: 1, Max Interval: 50
Publication(ID4520) => Min Interval: 3, Max Interval: 39
Publication(ID4524) => Min Interval: 3, Max Interval: 44
Publication(ID4525) => Min Interval: 8, Max Interval: 35
Publication(ID4532) => Min Interval: 5, Max Interval: 50
Publication(ID4536) => Min Interval: 2, Max Interval: 50
Publication(ID4537) => Min Interval: 1, Max Interval: 48
Publication(ID4539) => Min Interval: 23, Max Interval: 50
Publication(ID4540) => Min Interval: 10, Max Interval: 44
Publication(ID4543) => Min Interval: 2, Max Interval: 40
Publication(ID4544) => Min Interval: 15, Max Interval: 48
Publication(ID4545) => Min Interval: 2, Max Interval: 41
Publication(ID4548) => Min Interval: 4, Max Interval: 47
Publication(ID4549) => Min Interval: 7, Max Interval: 47
Publication(ID4550) => Min Interval: 0, Max Interval: 50
Publication(ID4555) => Min Interval: 5, Max Interval: 49
Publication(ID4556) => Min Interval: 1, Max Interval: 44
Publication(ID4557) => Min Interval: 7, Max Interval: 50
Publication(ID4558) => Min Interval: 0, Max Interval: 42
Publication(ID4559) => Min Interval: 12, Max Interval: 47
Publication(ID4566) => Min Interval: 0, Max Interval: 49
Publication(ID4574) => Min Interval: 2, Max Interval: 36
Publication(ID4575) => Min Interval: 0, Max Interval: 48
Publication(ID4578) => Min Interval: 6, Max Interval: 50
Publication(ID4580) => Min Interval: 3, Max Interval: 49
Publication(ID4589) => Min Interval: 12, Max Interval: 49
Publication(ID4590) => Min Interval: 4, Max Interval: 40
Publication(ID4592) => Min Interval: 0, Max Interval: 50
Publication(ID4593) => Min Interval: 1, Max Interval: 47
Publication(ID4594) => Min Interval: 2, Max Interval: 48
Publication(ID4598) => Min Interval: 3, Max Interval: 42
Publication(ID4599) => Min Interval: 2, Max Interval: 50
Publication(ID4601) => Min Interval: 0, Max Interval: 47
Publication(ID4602) => Min Interval: 0, Max Interval: 50
Publication(ID4603) => Min Interval: 5, Max Interval: 50
Publication(ID4606) => Min Interval: 1, Max Interval: 45
Publication(ID4608) => Min Interval: 3, Max Interval: 49
Publication(ID4610) => Min Interval: 1, Max Interval: 50
Publication(ID4613) => Min Interval: 4, Max Interval: 45
Publication(ID4614) => Min Interval: 6, Max Interval: 50
Publication(ID4617) => Min Interval: 7, Max Interval: 46
Publication(ID4619) => Min Interval: 5, Max Interval: 50
Publication(ID4620) => Min Interval: 7, Max Interval: 50
Publication(ID4623) => Min Interval: 4, Max Interval: 50
Publication(ID4625) => Min Interval: 19, Max Interval: 39
Publication(ID4630) => Min Interval: 17, Max Interval: 50
Publication(ID4633) => Min Interval: 2, Max Interval: 48
Publication(ID4637) => Min Interval: 1, Max Interval: 50
Publication(ID4640) => Min Interval: 0, Max Interval: 50
Publication(ID4646) => Min Interval: 3, Max Interval: 50
Publication(ID4647) => Min Interval: 0, Max Interval: 40
Publication(ID4648) => Min Interval: 3, Max Interval: 44
Publication(ID4649) => Min Interval: 6, Max Interval: 41
Publication(ID4654) => Min Interval: 8, Max Interval: 50
Publication(ID4656) => Min Interval: 2, Max Interval: 49
Publication(ID4660) => Min Interval: 1, Max Interval: 45
Publication(ID4661) => Min Interval: 5, Max Interval: 43
Publication(ID4662) => Min Interval: 0, Max Interval: 37
Publication(ID4665) => Min Interval: 3, Max Interval: 45
Publication(ID4666) => Min Interval: 8, Max Interval: 47
Publication(ID4672) => Min Interval: 9, Max Interval: 44
Publication(ID4674) => Min Interval: 1, Max Interval: 49
Publication(ID4675) => Min Interval: 1, Max Interval: 29
Publication(ID4676) => Min Interval: 13, Max Interval: 48
Publication(ID4678) => Min Interval: 4, Max Interval: 50
Publication(ID4679) => Min Interval: 2, Max Interval: 27
Publication(ID4680) => Min Interval: 9, Max Interval: 49
Publication(ID4681) => Min Interval: 3, Max Interval: 49
Publication(ID4683) => Min Interval: 12, Max Interval: 38
Publication(ID4684) => Min Interval: 5, Max Interval: 45
Publication(ID4687) => Min Interval: 0, Max Interval: 50
Publication(ID4689) => Min Interval: 1, Max Interval: 49
Publication(ID4690) => Min Interval: 0, Max Interval: 50
Publication(ID4692) => Min Interval: 18, Max Interval: 49
Publication(ID4694) => Min Interval: 3, Max Interval: 45
Publication(ID4695) => Min Interval: 0, Max Interval: 43
Publication(ID4699) => Min Interval: 0, Max Interval: 48
Publication(ID4703) => Min Interval: 3, Max Interval: 44
Publication(ID4704) => Min Interval: 8, Max Interval: 44
Publication(ID4705) => Min Interval: 0, Max Interval: 48
Publication(ID4706) => Min Interval: 5, Max Interval: 48
Publication(ID4708) => Min Interval: 7, Max Interval: 46
Publication(ID4709) => Min Interval: 16, Max Interval: 42
Publication(ID4711) => Min Interval: 1, Max Interval: 45
Publication(ID4712) => Min Interval: 1, Max Interval: 49
Publication(ID4715) => Min Interval: 11, Max Interval: 47
Publication(ID4718) => Min Interval: 3, Max Interval: 47
Publication(ID4721) => Min Interval: 4, Max Interval: 50
Publication(ID4723) => Min Interval: 9, Max Interval: 48
Publication(ID4724) => Min Interval: 3, Max Interval: 47
Publication(ID4725) => Min Interval: 5, Max Interval: 50
Publication(ID4726) => Min Interval: 4, Max Interval: 48
Publication(ID4727) => Min Interval: 2, Max Interval: 48
Publication(ID4730) => Min Interval: 2, Max Interval: 50
Publication(ID4732) => Min Interval: 11, Max Interval: 43
Publication(ID4733) => Min Interval: 11, Max Interval: 50
Publication(ID4735) => Min Interval: 4, Max Interval: 45
Publication(ID4737) => Min Interval: 0, Max Interval: 47
Publication(ID4739) => Min Interval: 3, Max Interval: 44
Publication(ID4740) => Min Interval: 1, Max Interval: 48
Publication(ID4742) => Min Interval: 0, Max Interval: 47
Publication(ID4746) => Min Interval: 0, Max Interval: 46
Publication(ID4748) => Min Interval: 3, Max Interval: 49
Publication(ID4752) => Min Interval: 0, Max Interval: 48
Publication(ID4753) => Min Interval: 1, Max Interval: 48
Publication(ID4754) => Min Interval: 3, Max Interval: 47
Publication(ID4757) => Min Interval: 0, Max Interval: 49
Publication(ID4760) => Min Interval: 4, Max Interval: 48
Publication(ID4763) => Min Interval: 6, Max Interval: 42
Publication(ID4765) => Min Interval: 1, Max Interval: 47
Publication(ID4766) => Min Interval: 4, Max Interval: 46
Publication(ID4767) => Min Interval: 5, Max Interval: 50
Publication(ID4769) => Min Interval: 4, Max Interval: 45
Publication(ID4770) => Min Interval: 3, Max Interval: 49
Publication(ID4771) => Min Interval: 9, Max Interval: 34
Publication(ID4772) => Min Interval: 5, Max Interval: 46
Publication(ID4775) => Min Interval: 0, Max Interval: 44
Publication(ID4779) => Min Interval: 7, Max Interval: 49
Publication(ID4780) => Min Interval: 1, Max Interval: 47
Publication(ID4784) => Min Interval: 1, Max Interval: 50
Publication(ID4786) => Min Interval: 2, Max Interval: 48
Publication(ID4790) => Min Interval: 2, Max Interval: 48
Publication(ID4792) => Min Interval: 1, Max Interval: 46
Publication(ID4793) => Min Interval: 7, Max Interval: 48
Publication(ID4796) => Min Interval: 5, Max Interval: 48
Publication(ID4797) => Min Interval: 0, Max Interval: 47
Publication(ID4798) => Min Interval: 5, Max Interval: 49
Publication(ID4800) => Min Interval: 3, Max Interval: 50
Publication(ID4801) => Min Interval: 5, Max Interval: 40
Publication(ID4808) => Min Interval: 6, Max Interval: 47
Publication(ID4810) => Min Interval: 8, Max Interval: 49
Publication(ID4813) => Min Interval: 4, Max Interval: 28
Publication(ID4814) => Min Interval: 2, Max Interval: 40
Publication(ID4817) => Min Interval: 5, Max Interval: 50
Publication(ID4819) => Min Interval: 0, Max Interval: 46
Publication(ID4820) => Min Interval: 0, Max Interval: 48
Publication(ID4823) => Min Interval: 1, Max Interval: 50
Publication(ID4828) => Min Interval: 2, Max Interval: 50
Publication(ID4829) => Min Interval: 8, Max Interval: 49
Publication(ID4830) => Min Interval: 9, Max Interval: 43
Publication(ID4832) => Min Interval: 0, Max Interval: 47
Publication(ID4833) => Min Interval: 0, Max Interval: 47
Publication(ID4834) => Min Interval: 0, Max Interval: 50
Publication(ID4835) => Min Interval: 13, Max Interval: 49
Publication(ID4836) => Min Interval: 8, Max Interval: 45
Publication(ID4837) => Min Interval: 5, Max Interval: 49
Publication(ID4838) => Min Interval: 3, Max Interval: 47
Publication(ID4839) => Min Interval: 1, Max Interval: 50
Publication(ID4841) => Min Interval: 0, Max Interval: 49
Publication(ID4844) => Min Interval: 1, Max Interval: 36
Publication(ID4845) => Min Interval: 1, Max Interval: 43
Publication(ID4846) => Min Interval: 8, Max Interval: 42
Publication(ID4848) => Min Interval: 8, Max Interval: 50
Publication(ID4849) => Min Interval: 5, Max Interval: 47
Publication(ID4851) => Min Interval: 10, Max Interval: 50
Publication(ID4855) => Min Interval: 4, Max Interval: 50
Publication(ID4856) => Min Interval: 19, Max Interval: 48
Publication(ID4857) => Min Interval: 5, Max Interval: 48
Publication(ID4858) => Min Interval: 5, Max Interval: 46
Publication(ID4859) => Min Interval: 9, Max Interval: 34
Publication(ID4862) => Min Interval: 4, Max Interval: 46
Publication(ID4863) => Min Interval: 8, Max Interval: 48
Publication(ID4868) => Min Interval: 0, Max Interval: 49
Publication(ID4870) => Min Interval: 1, Max Interval: 50
Publication(ID4872) => Min Interval: 0, Max Interval: 41
Publication(ID4877) => Min Interval: 4, Max Interval: 49
Publication(ID4879) => Min Interval: 17, Max Interval: 45
Publication(ID4880) => Min Interval: 0, Max Interval: 49
Publication(ID4882) => Min Interval: 0, Max Interval: 48
Publication(ID4888) => Min Interval: 5, Max Interval: 42
Publication(ID4890) => Min Interval: 5, Max Interval: 36
Publication(ID4894) => Min Interval: 0, Max Interval: 46
Publication(ID4898) => Min Interval: 1, Max Interval: 47
Publication(ID4899) => Min Interval: 4, Max Interval: 49
Publication(ID4906) => Min Interval: 0, Max Interval: 49
Publication(ID4929) => Min Interval: 1, Max Interval: 46
Publication(ID4942) => Min Interval: 6, Max Interval: 47
Publication(ID4944) => Min Interval: 2, Max Interval: 48
Publication(ID4945) => Min Interval: 1, Max Interval: 49
Publication(ID4951) => Min Interval: 1, Max Interval: 49
Publication(ID4952) => Min Interval: 0, Max Interval: 48
Publication(ID4955) => Min Interval: 6, Max Interval: 48
Publication(ID4964) => Min Interval: 5, Max Interval: 49
Publication(ID4965) => Min Interval: 14, Max Interval: 44
Publication(ID4973) => Min Interval: 1, Max Interval: 35
Publication(ID4976) => Min Interval: 2, Max Interval: 47
Publication(ID4982) => Min Interval: 4, Max Interval: 50
Publication(ID4987) => Min Interval: 4, Max Interval: 44
Publication(ID4989) => Min Interval: 6, Max Interval: 43
Publication(ID5000) => Min Interval: 6, Max Interval: 48
Publication(ID5008) => Min Interval: 7, Max Interval: 48
Publication(ID5009) => Min Interval: 8, Max Interval: 47
Publication(ID5012) => Min Interval: 0, Max Interval: 47
Publication(ID5017) => Min Interval: 6, Max Interval: 45
Publication(ID5024) => Min Interval: 13, Max Interval: 47
Publication(ID5033) => Min Interval: 1, Max Interval: 31
Publication(ID5039) => Min Interval: 11, Max Interval: 43
Publication(ID5057) => Min Interval: 1, Max Interval: 49
Publication(ID5065) => Min Interval: 12, Max Interval: 42
Publication(ID5071) => Min Interval: 3, Max Interval: 50
Publication(ID5077) => Min Interval: 15, Max Interval: 45
Publication(ID5078) => Min Interval: 10, Max Interval: 50
Publication(ID5085) => Min Interval: 5, Max Interval: 35
Publication(ID5095) => Min Interval: 0, Max Interval: 47
Publication(ID5096) => Min Interval: 3, Max Interval: 48
Publication(ID5099) => Min Interval: 17, Max Interval: 50
Publication(ID5100) => Min Interval: 2, Max Interval: 48
Publication(ID5106) => Min Interval: 1, Max Interval: 50
Publication(ID5107) => Min Interval: 10, Max Interval: 38
Publication(ID5114) => Min Interval: 1, Max Interval: 48
Publication(ID5117) => Min Interval: 1, Max Interval: 29
Publication(ID5120) => Min Interval: 8, Max Interval: 48
Publication(ID5124) => Min Interval: 4, Max Interval: 39
Publication(ID5127) => Min Interval: 15, Max Interval: 36
Publication(ID5133) => Min Interval: 4, Max Interval: 48
Publication(ID5135) => Min Interval: 10, Max Interval: 38
Publication(ID5149) => Min Interval: 3, Max Interval: 50
Publication(ID5152) => Min Interval: 6, Max Interval: 41
Publication(ID5160) => Min Interval: 9, Max Interval: 35
Publication(ID5162) => Min Interval: 0, Max Interval: 47
Publication(ID5172) => Min Interval: 7, Max Interval: 49
Publication(ID5178) => Min Interval: 3, Max Interval: 48
Publication(ID5179) => Min Interval: 1, Max Interval: 43
Publication(ID5181) => Min Interval: 6, Max Interval: 45
Publication(ID5183) => Min Interval: 11, Max Interval: 49
Publication(ID5185) => Min Interval: 7, Max Interval: 44
Publication(ID5186) => Min Interval: 2, Max Interval: 49
Publication(ID5192) => Min Interval: 15, Max Interval: 42
Publication(ID5194) => Min Interval: 4, Max Interval: 46
Publication(ID5196) => Min Interval: 0, Max Interval: 48
Publication(ID5198) => Min Interval: 1, Max Interval: 48
