Stored fact information:
Lecturer(ID0) => Min Interval: 30, Max Interval: 35
Lecturer(ID4584) => Min Interval: 34, Max Interval: 35
Lecturer(ID4585) => Min Interval: 10, Max Interval: 20
Lecturer(ID4586) => Min Interval: 14, Max Interval: 41
Lecturer(ID4587) => Min Interval: 12, Max Interval: 44
Lecturer(ID4588) => Min Interval: 1, Max Interval: 42
Lecturer(ID4591) => Min Interval: 18, Max Interval: 26
Lecturer(ID4596) => Min Interval: 29, Max Interval: 34
Lecturer(ID4597) => Min Interval: 36, Max Interval: 42
Lecturer(ID4600) => Min Interval: 16, Max Interval: 35
Lecturer(ID4605) => Min Interval: 29, Max Interval: 44
Lecturer(ID4609) => Min Interval: 12, Max Interval: 45
Lecturer(ID4611) => Min Interval: 24, Max Interval: 34
Lecturer(ID4615) => Min Interval: 20, Max Interval: 37
Lecturer(ID4618) => Min Interval: 20, Max Interval: 41
Lecturer(ID4622) => Min Interval: 28, Max Interval: 36
Lecturer(ID4624) => Min Interval: 8, Max Interval: 15
Lecturer(ID4626) => Min Interval: 14, Max Interval: 38
Lecturer(ID4628) => Min Interval: 31, Max Interval: 38
Lecturer(ID4629) => Min Interval: 13, Max Interval: 24
Lecturer(ID4631) => Min Interval: 15, Max Interval: 43
Lecturer(ID4632) => Min Interval: 8, Max Interval: 39
Lecturer(ID4635) => Min Interval: 11, Max Interval: 41
Lecturer(ID4638) => Min Interval: 39, Max Interval: 42
Lecturer(ID4639) => Min Interval: 25, Max Interval: 26
Lecturer(ID4641) => Min Interval: 11, Max Interval: 38
Lecturer(ID4642) => Min Interval: 11, Max Interval: 45
Lecturer(ID4643) => Min Interval: 32, Max Interval: 37
Lecturer(ID4650) => Min Interval: 21, Max Interval: 45
Lecturer(ID4652) => Min Interval: 26, Max Interval: 44
Lecturer(ID4658) => Min Interval: 33, Max Interval: 46
Lecturer(ID4663) => Min Interval: 11, Max Interval: 34
Lecturer(ID4668) => Min Interval: 8, Max Interval: 36
Lecturer(ID4670) => Min Interval: 17, Max Interval: 46
Lecturer(ID4671) => Min Interval: 10, Max Interval: 32
Lecturer(ID4677) => Min Interval: 9, Max Interval: 44
Lecturer(ID4682) => Min Interval: 14, Max Interval: 47
Lecturer(ID4685) => Min Interval: 14, Max Interval: 19
Lecturer(ID4686) => Min Interval: 29, Max Interval: 43
Lecturer(ID4688) => Min Interval: 15, Max Interval: 42
Lecturer(ID4693) => Min Interval: 11, Max Interval: 14
Lecturer(ID4700) => Min Interval: 9, Max Interval: 32
Lecturer(ID4701) => Min Interval: 8, Max Interval: 44
Lecturer(ID4702) => Min Interval: 25, Max Interval: 35
Lecturer(ID4707) => Min Interval: 10, Max Interval: 31
Lecturer(ID4713) => Min Interval: 17, Max Interval: 26
Lecturer(ID4719) => Min Interval: 12, Max Interval: 33
Lecturer(ID4720) => Min Interval: 8, Max Interval: 29
Lecturer(ID4729) => Min Interval: 16, Max Interval: 28
Lecturer(ID4731) => Min Interval: 12, Max Interval: 14
Lecturer(ID4743) => Min Interval: 20, Max Interval: 27
Lecturer(ID4745) => Min Interval: 11, Max Interval: 37
Lecturer(ID4747) => Min Interval: 9, Max Interval: 44
Lecturer(ID4750) => Min Interval: 21, Max Interval: 25
Lecturer(ID4751) => Min Interval: 9, Max Interval: 36
Lecturer(ID4758) => Min Interval: 24, Max Interval: 36
Lecturer(ID4762) => Min Interval: 9, Max Interval: 32
Lecturer(ID4764) => Min Interval: 14, Max Interval: 45
Lecturer(ID4768) => Min Interval: 29, Max Interval: 37
Lecturer(ID4773) => Min Interval: 28, Max Interval: 42
Lecturer(ID4781) => Min Interval: 9, Max Interval: 33
Lecturer(ID4782) => Min Interval: 16, Max Interval: 39
Lecturer(ID4783) => Min Interval: 23, Max Interval: 32
Lecturer(ID4787) => Min Interval: 11, Max Interval: 33
Lecturer(ID4788) => Min Interval: 40, Max Interval: 45
Lecturer(ID4789) => Min Interval: 10, Max Interval: 33
Lecturer(ID4795) => Min Interval: 10, Max Interval: 42
Lecturer(ID4806) => Min Interval: 18, Max Interval: 44
Lecturer(ID4809) => Min Interval: 0, Max Interval: 40
Lecturer(ID4821) => Min Interval: 24, Max Interval: 36
Lecturer(ID4842) => Min Interval: 20, Max Interval: 39
Lecturer(ID4886) => Min Interval: 9, Max Interval: 25
Lecturer(ID4892) => Min Interval: 26, Max Interval: 27
Lecturer(ID4895) => Min Interval: 9, Max Interval: 43
Lecturer(ID4897) => Min Interval: 19, Max Interval: 35
Lecturer(ID4902) => Min Interval: 18, Max Interval: 40
Lecturer(ID4904) => Min Interval: 4, Max Interval: 40
Lecturer(ID4907) => Min Interval: 2, Max Interval: 47
Lecturer(ID4909) => Min Interval: 8, Max Interval: 47
Lecturer(ID4913) => Min Interval: 12, Max Interval: 33
Lecturer(ID4915) => Min Interval: 10, Max Interval: 22
Lecturer(ID4917) => Min Interval: 3, Max Interval: 48
Lecturer(ID4918) => Min Interval: 20, Max Interval: 37
Lecturer(ID4920) => Min Interval: 12, Max Interval: 32
Lecturer(ID4921) => Min Interval: 35, Max Interval: 38
Lecturer(ID4923) => Min Interval: 21, Max Interval: 27
Lecturer(ID4925) => Min Interval: 17, Max Interval: 32
Lecturer(ID4930) => Min Interval: 12, Max Interval: 20
Lecturer(ID4933) => Min Interval: 21, Max Interval: 42
Lecturer(ID4935) => Min Interval: 25, Max Interval: 40
Lecturer(ID4936) => Min Interval: 19, Max Interval: 44
Lecturer(ID4937) => Min Interval: 27, Max Interval: 42
Lecturer(ID4939) => Min Interval: 12, Max Interval: 41
Lecturer(ID4940) => Min Interval: 9, Max Interval: 29
Lecturer(ID4943) => Min Interval: 5, Max Interval: 48
Lecturer(ID4946) => Min Interval: 19, Max Interval: 36
Lecturer(ID4947) => Min Interval: 32, Max Interval: 34
Lecturer(ID4954) => Min Interval: 29, Max Interval: 45
Lecturer(ID4956) => Min Interval: 11, Max Interval: 37
Lecturer(ID4958) => Min Interval: 28, Max Interval: 44
Lecturer(ID4960) => Min Interval: 23, Max Interval: 32
Lecturer(ID4966) => Min Interval: 15, Max Interval: 42
Lecturer(ID4968) => Min Interval: 14, Max Interval: 29
Lecturer(ID4969) => Min Interval: 8, Max Interval: 18
Lecturer(ID4971) => Min Interval: 10, Max Interval: 38
Lecturer(ID4977) => Min Interval: 22, Max Interval: 23
Lecturer(ID4979) => Min Interval: 11, Max Interval: 12
Lecturer(ID4981) => Min Interval: 21, Max Interval: 43
Lecturer(ID4983) => Min Interval: 6, Max Interval: 37
Lecturer(ID4990) => Min Interval: 4, Max Interval: 41
Lecturer(ID4991) => Min Interval: 14, Max Interval: 20
Lecturer(ID4993) => Min Interval: 7, Max Interval: 43
Lecturer(ID4994) => Min Interval: 3, Max Interval: 46
Lecturer(ID4995) => Min Interval: 4, Max Interval: 45
Lecturer(ID4997) => Min Interval: 13, Max Interval: 45
Lecturer(ID5001) => Min Interval: 20, Max Interval: 40
Lecturer(ID5003) => Min Interval: 21, Max Interval: 42
Lecturer(ID5004) => Min Interval: 2, Max Interval: 47
Lecturer(ID5006) => Min Interval: 15, Max Interval: 27
Lecturer(ID5010) => Min Interval: 9, Max Interval: 39
Lecturer(ID5013) => Min Interval: 5, Max Interval: 43
Lecturer(ID5019) => Min Interval: 9, Max Interval: 17
Lecturer(ID5022) => Min Interval: 39, Max Interval: 44
Lecturer(ID5023) => Min Interval: 14, Max Interval: 35
Lecturer(ID5025) => Min Interval: 8, Max Interval: 42
Lecturer(ID5027) => Min Interval: 21, Max Interval: 40
Lecturer(ID5029) => Min Interval: 17, Max Interval: 44
Lecturer(ID5031) => Min Interval: 17, Max Interval: 39
Lecturer(ID5035) => Min Interval: 11, Max Interval: 40
Lecturer(ID5036) => Min Interval: 9, Max Interval: 42
Lecturer(ID5038) => Min Interval: 20, Max Interval: 41
Lecturer(ID5040) => Min Interval: 17, Max Interval: 41
Lecturer(ID5041) => Min Interval: 10, Max Interval: 21
Lecturer(ID5042) => Min Interval: 16, Max Interval: 16
Lecturer(ID5047) => Min Interval: 16, Max Interval: 42
Lecturer(ID5048) => Min Interval: 35, Max Interval: 35
Lecturer(ID5051) => Min Interval: 12, Max Interval: 32
Lecturer(ID5052) => Min Interval: 21, Max Interval: 35
Lecturer(ID5053) => Min Interval: 32, Max Interval: 40
Lecturer(ID5054) => Min Interval: 31, Max Interval: 43
Lecturer(ID5055) => Min Interval: 19, Max Interval: 33
Lecturer(ID5060) => Min Interval: 36, Max Interval: 38
Lecturer(ID5063) => Min Interval: 10, Max Interval: 34
Lecturer(ID5064) => Min Interval: 23, Max Interval: 38
Lecturer(ID5067) => Min Interval: 43, Max Interval: 44
Lecturer(ID5068) => Min Interval: 18, Max Interval: 38
Lecturer(ID5070) => Min Interval: 2, Max Interval: 42
Lecturer(ID5072) => Min Interval: 32, Max Interval: 32
Lecturer(ID5073) => Min Interval: 20, Max Interval: 48
Lecturer(ID5074) => Min Interval: 14, Max Interval: 38
Lecturer(ID5075) => Min Interval: 21, Max Interval: 48
Lecturer(ID5079) => Min Interval: 1, Max Interval: 46
Lecturer(ID5080) => Min Interval: 21, Max Interval: 26
Lecturer(ID5081) => Min Interval: 22, Max Interval: 33
Lecturer(ID5083) => Min Interval: 10, Max Interval: 40
Lecturer(ID5089) => Min Interval: 18, Max Interval: 39
Lecturer(ID5090) => Min Interval: 8, Max Interval: 12
Lecturer(ID5091) => Min Interval: 11, Max Interval: 32
Lecturer(ID5092) => Min Interval: 24, Max Interval: 27
Lecturer(ID5093) => Min Interval: 38, Max Interval: 41
Lecturer(ID5094) => Min Interval: 38, Max Interval: 44
Lecturer(ID5097) => Min Interval: 14, Max Interval: 37
Lecturer(ID5098) => Min Interval: 21, Max Interval: 21
Lecturer(ID5103) => Min Interval: 0, Max Interval: 35
Lecturer(ID5108) => Min Interval: 7, Max Interval: 42
Lecturer(ID5111) => Min Interval: 38, Max Interval: 41
Lecturer(ID5112) => Min Interval: 6, Max Interval: 30
Lecturer(ID5113) => Min Interval: 12, Max Interval: 28
Lecturer(ID5116) => Min Interval: 10, Max Interval: 17
Lecturer(ID5121) => Min Interval: 4, Max Interval: 46
Lecturer(ID5122) => Min Interval: 16, Max Interval: 28
Lecturer(ID5123) => Min Interval: 12, Max Interval: 44
Lecturer(ID5125) => Min Interval: 2, Max Interval: 39
Lecturer(ID5126) => Min Interval: 1, Max Interval: 44
Lecturer(ID5128) => Min Interval: 9, Max Interval: 45
Lecturer(ID5129) => Min Interval: 5, Max Interval: 45
Lecturer(ID5130) => Min Interval: 26, Max Interval: 37
Lecturer(ID5131) => Min Interval: 1, Max Interval: 42
Lecturer(ID5132) => Min Interval: 9, Max Interval: 43
Lecturer(ID5134) => Min Interval: 15, Max Interval: 21
Lecturer(ID5137) => Min Interval: 24, Max Interval: 35
Lecturer(ID5139) => Min Interval: 11, Max Interval: 44
Lecturer(ID5140) => Min Interval: 1, Max Interval: 49
Lecturer(ID5143) => Min Interval: 18, Max Interval: 43
Lecturer(ID5145) => Min Interval: 13, Max Interval: 37
Lecturer(ID5148) => Min Interval: 3, Max Interval: 37
Lecturer(ID5150) => Min Interval: 3, Max Interval: 49
Lecturer(ID5151) => Min Interval: 19, Max Interval: 44
Lecturer(ID5153) => Min Interval: 11, Max Interval: 44
Lecturer(ID5154) => Min Interval: 11, Max Interval: 40
Lecturer(ID5155) => Min Interval: 11, Max Interval: 15
Lecturer(ID5156) => Min Interval: 12, Max Interval: 17
Lecturer(ID5157) => Min Interval: 9, Max Interval: 42
Lecturer(ID5158) => Min Interval: 26, Max Interval: 43
Lecturer(ID5163) => Min Interval: 18, Max Interval: 20
Lecturer(ID5165) => Min Interval: 16, Max Interval: 29
Lecturer(ID5167) => Min Interval: 13, Max Interval: 40
Lecturer(ID5169) => Min Interval: 11, Max Interval: 36
Lecturer(ID5171) => Min Interval: 8, Max Interval: 45
Lecturer(ID5173) => Min Interval: 33, Max Interval: 43
Lecturer(ID5174) => Min Interval: 25, Max Interval: 43
Lecturer(ID5177) => Min Interval: 11, Max Interval: 50
Lecturer(ID5180) => Min Interval: 14, Max Interval: 38
Lecturer(ID5182) => Min Interval: 9, Max Interval: 44
Lecturer(ID5184) => Min Interval: 25, Max Interval: 44
Lecturer(ID5187) => Min Interval: 9, Max Interval: 49
Lecturer(ID5188) => Min Interval: 19, Max Interval: 35
Lecturer(ID5189) => Min Interval: 36, Max Interval: 43
Lecturer(ID5195) => Min Interval: 13, Max Interval: 36
Lecturer(ID5200) => Min Interval: 39, Max Interval: 45
Lecturer(ID5201) => Min Interval: 8, Max Interval: 45
Lecturer(ID5203) => Min Interval: 14, Max Interval: 25
Lecturer(ID5204) => Min Interval: 20, Max Interval: 32
Lecturer(ID5205) => Min Interval: 30, Max Interval: 46
Lecturer(ID5209) => Min Interval: 7, Max Interval: 30
Lecturer(ID5211) => Min Interval: 5, Max Interval: 46
Lecturer(ID5212) => Min Interval: 12, Max Interval: 43
Lecturer(ID5214) => Min Interval: 10, Max Interval: 44
Lecturer(ID5216) => Min Interval: 10, Max Interval: 35
Lecturer(ID5217) => Min Interval: 4, Max Interval: 46
Lecturer(ID5220) => Min Interval: 36, Max Interval: 39
Lecturer(ID5221) => Min Interval: 1, Max Interval: 49
Lecturer(ID5223) => Min Interval: 14, Max Interval: 41
Lecturer(ID5225) => Min Interval: 8, Max Interval: 42
Lecturer(ID5227) => Min Interval: 2, Max Interval: 47
Lecturer(ID5229) => Min Interval: 23, Max Interval: 45
Lecturer(ID5230) => Min Interval: 19, Max Interval: 44
Lecturer(ID5233) => Min Interval: 14, Max Interval: 38
Lecturer(ID5235) => Min Interval: 5, Max Interval: 44
Lecturer(ID5236) => Min Interval: 14, Max Interval: 45
Lecturer(ID5239) => Min Interval: 23, Max Interval: 24
Lecturer(ID5240) => Min Interval: 18, Max Interval: 38
Lecturer(ID5242) => Min Interval: 16, Max Interval: 43
Lecturer(ID5247) => Min Interval: 23, Max Interval: 39
Lecturer(ID5250) => Min Interval: 18, Max Interval: 40
Lecturer(ID5252) => Min Interval: 19, Max Interval: 37
Lecturer(ID5256) => Min Interval: 10, Max Interval: 31
Lecturer(ID5259) => Min Interval: 9, Max Interval: 33
Lecturer(ID5263) => Min Interval: 1, Max Interval: 41
Lecturer(ID5266) => Min Interval: 11, Max Interval: 44
Lecturer(ID5269) => Min Interval: 5, Max Interval: 48
Lecturer(ID5271) => Min Interval: 20, Max Interval: 45
Lecturer(ID5272) => Min Interval: 14, Max Interval: 34
Lecturer(ID5273) => Min Interval: 14, Max Interval: 22
Lecturer(ID5274) => Min Interval: 40, Max Interval: 45
Lecturer(ID5277) => Min Interval: 7, Max Interval: 37
Lecturer(ID5278) => Min Interval: 20, Max Interval: 20
Lecturer(ID5279) => Min Interval: 34, Max Interval: 39
Lecturer(ID5280) => Min Interval: 10, Max Interval: 37
Lecturer(ID5282) => Min Interval: 13, Max Interval: 46
Lecturer(ID5283) => Min Interval: 12, Max Interval: 32
Lecturer(ID5288) => Min Interval: 0, Max Interval: 26
Lecturer(ID5289) => Min Interval: 21, Max Interval: 22
Lecturer(ID5291) => Min Interval: 9, Max Interval: 30
Lecturer(ID5292) => Min Interval: 9, Max Interval: 34
Lecturer(ID5293) => Min Interval: 42, Max Interval: 44
Lecturer(ID5294) => Min Interval: 6, Max Interval: 12
Lecturer(ID5298) => Min Interval: 36, Max Interval: 42
Lecturer(ID5299) => Min Interval: 20, Max Interval: 21
Lecturer(ID5301) => Min Interval: 30, Max Interval: 40
Lecturer(ID5303) => Min Interval: 11, Max Interval: 40
Lecturer(ID5305) => Min Interval: 25, Max Interval: 37
Lecturer(ID5307) => Min Interval: 14, Max Interval: 27
Lecturer(ID5309) => Min Interval: 13, Max Interval: 42
Lecturer(ID5311) => Min Interval: 0, Max Interval: 42
Lecturer(ID5315) => Min Interval: 4, Max Interval: 47
Lecturer(ID5316) => Min Interval: 18, Max Interval: 33
Lecturer(ID5317) => Min Interval: 29, Max Interval: 35
Lecturer(ID5318) => Min Interval: 15, Max Interval: 21
Lecturer(ID5319) => Min Interval: 6, Max Interval: 43
Lecturer(ID5320) => Min Interval: 3, Max Interval: 45
Lecturer(ID5321) => Min Interval: 13, Max Interval: 39
Lecturer(ID5323) => Min Interval: 21, Max Interval: 40
Lecturer(ID5326) => Min Interval: 9, Max Interval: 39
Lecturer(ID5327) => Min Interval: 13, Max Interval: 40
Lecturer(ID5329) => Min Interval: 3, Max Interval: 36
Lecturer(ID5332) => Min Interval: 14, Max Interval: 33
Lecturer(ID5333) => Min Interval: 15, Max Interval: 24
Lecturer(ID5334) => Min Interval: 31, Max Interval: 44
Lecturer(ID5336) => Min Interval: 9, Max Interval: 33
Lecturer(ID5339) => Min Interval: 10, Max Interval: 18
Lecturer(ID5346) => Min Interval: 15, Max Interval: 43
Lecturer(ID5348) => Min Interval: 18, Max Interval: 23
Lecturer(ID5350) => Min Interval: 17, Max Interval: 30
Lecturer(ID5351) => Min Interval: 14, Max Interval: 32
Lecturer(ID5352) => Min Interval: 22, Max Interval: 42
Lecturer(ID5356) => Min Interval: 10, Max Interval: 41
Lecturer(ID5358) => Min Interval: 0, Max Interval: 46
Lecturer(ID5359) => Min Interval: 18, Max Interval: 42
Lecturer(ID5364) => Min Interval: 10, Max Interval: 43
Lecturer(ID5366) => Min Interval: 0, Max Interval: 36
Lecturer(ID5369) => Min Interval: 20, Max Interval: 25
Lecturer(ID5370) => Min Interval: 25, Max Interval: 45
Lecturer(ID5373) => Min Interval: 9, Max Interval: 9
Lecturer(ID5376) => Min Interval: 6, Max Interval: 40
Lecturer(ID5378) => Min Interval: 29, Max Interval: 40
Lecturer(ID5379) => Min Interval: 24, Max Interval: 45
Lecturer(ID5381) => Min Interval: 27, Max Interval: 36
Lecturer(ID5383) => Min Interval: 16, Max Interval: 41
Lecturer(ID5384) => Min Interval: 17, Max Interval: 42
Lecturer(ID5385) => Min Interval: 9, Max Interval: 23
Lecturer(ID5389) => Min Interval: 25, Max Interval: 44
Lecturer(ID5390) => Min Interval: 20, Max Interval: 31
Lecturer(ID5391) => Min Interval: 10, Max Interval: 45
Lecturer(ID5392) => Min Interval: 10, Max Interval: 48
Lecturer(ID5393) => Min Interval: 12, Max Interval: 44
Lecturer(ID5396) => Min Interval: 33, Max Interval: 42
Lecturer(ID5397) => Min Interval: 2, Max Interval: 46
Lecturer(ID5400) => Min Interval: 8, Max Interval: 41
Lecturer(ID5402) => Min Interval: 8, Max Interval: 41
Lecturer(ID5407) => Min Interval: 17, Max Interval: 39
Lecturer(ID5411) => Min Interval: 8, Max Interval: 27
Lecturer(ID5418) => Min Interval: 7, Max Interval: 33
Lecturer(ID5425) => Min Interval: 30, Max Interval: 42
Lecturer(ID5430) => Min Interval: 19, Max Interval: 32
Lecturer(ID5431) => Min Interval: 8, Max Interval: 29
Lecturer(ID5432) => Min Interval: 8, Max Interval: 33
Lecturer(ID5433) => Min Interval: 32, Max Interval: 45
Lecturer(ID5436) => Min Interval: 26, Max Interval: 29
Lecturer(ID5438) => Min Interval: 14, Max Interval: 16
Lecturer(ID5442) => Min Interval: 20, Max Interval: 34
Lecturer(ID5444) => Min Interval: 15, Max Interval: 25
Lecturer(ID5446) => Min Interval: 20, Max Interval: 44
Lecturer(ID5448) => Min Interval: 10, Max Interval: 40
Lecturer(ID5451) => Min Interval: 9, Max Interval: 38
Lecturer(ID5454) => Min Interval: 16, Max Interval: 30
Lecturer(ID5455) => Min Interval: 10, Max Interval: 41
Lecturer(ID5456) => Min Interval: 22, Max Interval: 44
Lecturer(ID5457) => Min Interval: 4, Max Interval: 46
Lecturer(ID5458) => Min Interval: 16, Max Interval: 38
Lecturer(ID5461) => Min Interval: 2, Max Interval: 47
Lecturer(ID5462) => Min Interval: 3, Max Interval: 33
Lecturer(ID5465) => Min Interval: 24, Max Interval: 48
Lecturer(ID5466) => Min Interval: 34, Max Interval: 43
Lecturer(ID5468) => Min Interval: 30, Max Interval: 38
Lecturer(ID5470) => Min Interval: 9, Max Interval: 33
Lecturer(ID5471) => Min Interval: 6, Max Interval: 43
Lecturer(ID5472) => Min Interval: 19, Max Interval: 27
Lecturer(ID5475) => Min Interval: 8, Max Interval: 33
Lecturer(ID5476) => Min Interval: 13, Max Interval: 16
Lecturer(ID5477) => Min Interval: 15, Max Interval: 26
Lecturer(ID5478) => Min Interval: 27, Max Interval: 45
Lecturer(ID5480) => Min Interval: 8, Max Interval: 39
Lecturer(ID5481) => Min Interval: 16, Max Interval: 33
Lecturer(ID5484) => Min Interval: 22, Max Interval: 44
Lecturer(ID5485) => Min Interval: 16, Max Interval: 38
Lecturer(ID5486) => Min Interval: 2, Max Interval: 47
Lecturer(ID5489) => Min Interval: 31, Max Interval: 43
Lecturer(ID5490) => Min Interval: 30, Max Interval: 33
Lecturer(ID5491) => Min Interval: 22, Max Interval: 43
Lecturer(ID5492) => Min Interval: 8, Max Interval: 13
Lecturer(ID5495) => Min Interval: 32, Max Interval: 33
Lecturer(ID5497) => Min Interval: 13, Max Interval: 22
Lecturer(ID5498) => Min Interval: 24, Max Interval: 43
Lecturer(ID5499) => Min Interval: 21, Max Interval: 31
Lecturer(ID5500) => Min Interval: 34, Max Interval: 43
Lecturer(ID5502) => Min Interval: 32, Max Interval: 35
Lecturer(ID5503) => Min Interval: 6, Max Interval: 37
Lecturer(ID5505) => Min Interval: 21, Max Interval: 30
